,id,frase,emotion
415,331,"
Agradecer é a melhor coisa a fazer


                                    De tudo o que eu poderia fazer para mostrar o que sinto, agradecer talvez seja a melhor atitude. A história da minha vida conta a sua também, pois você sempre esteve presente em todos os momentos. E naqueles instantes de tristeza em que eu pensava em desistir, você nunca me abandonou e me fez lutar com suas forças emprestadas.

Obrigado, meu amigo, porque amizade como a sua não existe em outro lugar. Obrigado por ser quem você é.                                


",agradecimento
416,41,"
Incombatível Saudade


                                    Saudade faz sempre doer
E é difícil de superar
Mas há saudade que é
Simplesmente impossível
De combater...
Quando ela vem não há
Nada a fazer
Apenas podemos nos
Segurar às memórias.
É uma saudade que 
Conheço muito bem,
Pois é ela que todas as
Noites me faz chamar seu
Nome em silêncio.
É uma saudade incombatível
A que eu sinto por você e
Também eterna...                                


",saudades
417,19,"Tudo tem a hora certa para acontecer. E, na maioria das vezes, aquilo que você mais deseja só vai acontecer quando você menos esperar.",autoajuda
418,34,"Você é minha vida, querida, a melhor pessoa que algum dia conheci. Nosso matrimônio é a razão dos meus sorrisos!",reflexao
419,249,Os momentos de crise suscitam um redobrar de vida nos homens.,reflexao
420,242,"Amar sempre vale a pena, mas insistir num amor não correspondido é tempo perdido.",marcantes
421,237,O melhor está para chegar,otimismo
422,38,Pare de tentar ser perfeito e seja feliz!,perfeitas
423,50,Você é definitivamente a melhor coisa que já me aconteceu!,apaixonadas
424,602,"É na prática do elogio que residem as maiores falsidades, pois normalmente ele vem sempre acompanhado de interesses obscuros.",marcantes
425,145,"
Primeiro mês como casal

 


                                    Já se passou 1 mês! 

Nosso primeiro mês como casados tem sido maravilhoso, meu amor. Eu sempre soube que seria você a pessoa com quem eu iria passar o resto de minha vida, e agora, depois destes primeiros 30 dias, só tenho mais certeza.

Fico muito feliz por termos dito “sim” e iniciado essa aventura lado a lado. Acordar com você me olhando é a melhor parte do meu dia. E quando ganho seu sorriso logo pela manhã, já sei que meu dia vai valer a pena!

Agradeço muito por você ter embarcado nessa jornada comigo!

Te amo, amor!                                


",amor
426,20,"
Se Mantenha Sempre Confiante


                                    Desde pequenos ouvimos de todos os lados para acreditarmos em nossos sonhos como o primeiro passo para o ver realizado. Apesar da concretização também depender do esforço direcionado para ver o seu sonho realizado, o acreditar é uma parte muito importante do processo e jamais deve ser desvalorizado.

No longo período que abrange o primeiro momento da aspiração até o real acontecimento, muitas etapas não dependem apenas do nosso empenho. São nesses momentos que a confiança entra em cena e começamos a enviar boas energias para que tudo que sonhamos aconteça.

Seja através de alguma religião, ou apenas do simples otimismo, o essencial é acreditar de verdade que você vai conseguir. Quando tudo que estava ao seu alcance já foi efetivado, só resta mesmo manter a esperança de tudo será concretizado.                                


",otimismo
427,5,"Melhor que rir, é rir com alguém ao seu lado. Sorriso dividido é sorriso dobrado.",alegria
428,89,"
A Razão da Minha Felicidade


                                    Às vezes sinto que poderia dar ainda mais para você, oferecer mais de mim, sabe? Você é a razão de eu ser tão feliz, de me sentir tão abraçada. 

Nunca imaginei que minha vida pudesse ser tão abençoada como é desde que estamos juntos, e já estamos há muitos anos. É maravilhoso saber que tenho o mais exemplar dos homens do meu lado: você! Eu te amo, meu bem! Beijo.                                


",amor
429,128,"
Sinto Sua Falta Em Toda Parte


                                    Sinto sua falta em toda parte! A saudade é agora meu gênero de vida, porque você, meu querido pai, representa tudo para mim. Desde que se foi, tenho tentado reaprender a viver; tenho conquistado meu caminho bem devagar. 

Sinto que esse luto nunca vai terminar completamente! Onde você estiver, pode ter certeza que meu orgulho e admiração não conhecem fim. Ser seu filho é o maior presente que a vida me ofereceu!                                


",mensagens pais
430,17,"Sempre encontrei no sexo uma grande virtude consoladora, e nada adoça mais as minhas aflições vindas dos meus problemas do que sentir que uma pessoa amável se interessa por ele.",marcantes
431,174,"Cunhada, você abraçou nossa família como se ela já fosse sua e nós nos sentimos muito abençoados pela sua presença.",reflexao
432,406,"
Sorrio porque amo você


                                    Todos os dias acordo com seu nome nos meus lábios, com sua imagem no pensamento, e sua voz no ouvido. Todos os dias acordo e sorrio de felicidade por ter você na minha vida.

Agora, em todos os momentos, meu coração bate de amor, esperança e alegria, pois tenho você ao meu lado e já não existe medo ou hesitação. 

Eu te amo!                                


",amor
433,461,Você é uma pessoa adorável e tenho muito prazer em lhe chamar de cunhada. Gosto muito de você e do que temos entre nós!,reflexao
434,159,"Por que existem uns felizes e outros que sofrem tanto? Nascemos do mesmo jeito, moramos no mesmo canto. Quem foi temperar o choro e acabou salgando o pranto?",reflexao
435,36,A vida muda na proporção da sua coragem.,inteligentes
436,122,Recordar você me trará paz e algum conforto mas também saudade por não ter mais seu abraço. Descanse e até um dia.,reflexao
437,65,"Saber viver é difícil, às vezes dói, custa, mas enquanto lutarmos, estamos mais próximos das grandes conquistas.",otimismo
438,68,"
Quando a saudade bate, amiga


                                    Amiga, às vezes fico pensando em você e em tudo que vivi ao seu lado e no peito bate uma saudade tão grande que chega a doer. Sinto muito a sua falta, e custa pensar que agora está tão longe. 

Não sei o que fazer com toda esta saudade, mas sei que passe o tempo que passar, longe ou perto, seremos sempre amigas. Pois o que vivemos e o sentimento que compartilhamos não pode ser apagado por distância alguma. 

Beijo carregado de saudades, amiga. Te adoro!                                


",saudades
439,175,Quando acreditamos que é possível tudo se torna mais fácil.,otimismo
440,24,Correr riscos é melhor do que passar o resto da vida arrependido por não ter tentado.,autoajuda
441,7,Um passo por vez. Ainda que o seu coração tenha corrido uma maratona pela manhã. Boa tarde!,
442,21,Que sua semana comece bem e termine melhor ainda!,semana
443,538,"Não sei se o mundo é bom, mas ele ficou melhor quando você chegou!",reflexao
444,219,"
Sinto saudades de você


                                    Olhe para o céu e fixe a estrela mais bela. Meu querido, ainda que você esteja distante, nossos olhares acabarão por se cruzar. Estamos em partes distintas da terra, mas nossos corações permanecem tão perto. Estas saudades que nos sufocam, provam que é amor o que sentimos. E hoje só quero ter você em meus pensamentos e ser feliz porque vive em mim.                                


",saudades
445,12,"
Esse momento vai passar
Acredite que esse momento vai passar e que o melhor da sua vida ainda está para chegar!

",dificil ira
446,137,"Você recebe de volta a energia que emana, pense nas coisas dando certo, nas pessoas à sua volta sendo felizes, aceite mais.",autoajuda
447,15,Otimista é o homem que faz palavras cruzadas a tinta!,otimismo
448,6,60 frases de formatura para celebrar este momento inesquecível,dificil ira
449,35,"Vem paz, vem amor, vem felicidade, vem energia boa.",positividade
450,409,"Como café quente no inverno ou suco no verão, você é o melhor da vida o ano inteiro. Te adoro, amiga!",reflexao
451,146,"Em vez de reclamar da vida, levante a cabeça, sacuda a poeira e dê a volta por cima. Afinal, dias ruins são necessários para que os bons valham a pena!",reflexao
452,373,"
Eu vou estar sempre aqui ao seu lado


                                    Mesmo que um dia o mundo desabe sobre as nossas cabeças, eu vou continuar ao seu lado, meu amor. Nos casamos para o bem e para o mal, e não importa quantas dificuldades teremos que atravessar, eu estou aqui para você, hoje e sempre.

Hoje tudo parece negro e complicado, mas eu sei que chegará o dia em que essas nuvens se afastarão da nossa vida. Tenha confiança, acredite em você, em nós, na vida.

Todos os caminhos apresentam obstáculos, e apenas ultrapassando esses obstáculos podemos crescer e evoluir. O importante é nunca desistir ou desanimar. Eu estou aqui para você, eu sempre estarei aqui, pois eu amo você eternamente!                                


",otimismo
453,91,A vida é uma longa corrida onde a persistência e a integridade são absolutamente necessárias para alcançarmos nossas metas.,reflexao
454,232,Amar é dar o último pedacinho da sua sobremesa favorita e ainda assim ficar feliz.,romanticas
455,490,"Nunca esqueça que mesmo no dia mais escuro, acima das nuvens o sol nunca parou de brilhar. Nenhuma nuvem é eterna. Um ótimo dia para você!",reflexao
456,93,"
Você me faz falta, meu pai


                                    Meu querido pai, embora você já não esteja mais entre nós, ainda penso muito em você. São lembranças de como ficava do meu lado, escutando pacientemente minhas preocupações de criança. São memórias dos conselhos sempre importantes que me deu, ao longo de minha juventude. De todos os momentos que passamos juntos, guardo as melhores memórias. Foram tantas as alegrias que você me proporcionou que eu me considero um afortunado pela vida que tive. A mesma vida que deixou de fazer sentido, quando você partiu.

Hoje meu mundo é mais triste pela falta que você me faz. Nossa família não é mais a mesma, pois todos estamos inconformados com esta perda. No entanto, prometi a mim mesmo que tentaria honrar sua morte, por praticar os valores que você me inculcou. Poderei eu um dia, ser um pouco do grande homem que você foi? Que eu possa honrar sua história de vida que nunca terá fim. Meu amor por você é eterno, querido pai.                                


",mensagens pais
457,348,Para um pai se tornar herói,pai
458,324,"
Sentimento sem Explicação


                                    Você tem de ser mais forte do que nunca! Somos amigas, as melhores amigas, por isso confie no que estou falando. Você é maravilhosa, uma mulher incrível e chegou a hora de demonstrar que não estou errada. 

Sua relação amorosa acabou! Chegou ao final. E você tem de superar o que agora parece não ter compreensão. Mas o amor é mesmo assim! Tem um hora que algo fica vazio no coração e não percebemos o motivo. 

Na verdade, os sentimentos não carecem de explicação! Eles vêm e vão sem avisar. E você só pode controlar o amor que tem por você mesma! Demonstre-o agora, amiga! Força!                                


",otimismo
459,267,"Ah, se a vida fosse sempre esta mistura de sol e mar, eu seria a pessoa mais feliz do mundo!",marcantes
460,349,"Faça da alegria a maior certeza da sua vida, e o tempo se encarregará de permitir que grandes momentos aconteçam todos os dias.",reflexao
461,37,"A pessoa de mal gênio sempre causa problemas, mas a que tem paciência traz a paz. Provérbios 15:18",perfeitas
462,123,"
Que os Obstáculos Sejam Sempre Superados!


                                    A vida é um percurso longo com diversos caminhos, só que infelizmente, nunca temos a certeza dos seus respectivos destinos. As primeiras descobertas são sempre mais difíceis, mas com o tempo, começamos a perceber melhores formas de atravessar os mais complicados labirintos. 

O problema é que alguns destes caminhos estão cobertos de obstáculos, que muitas vezes aparecem quando não estamos preparados. Mas nunca devemos perder o otimismo, muito menos nossa força de vontade, que são importantíssimos para ter qualquer adversidade superada.

Em todos os caminhos encontraremos alguma dificuldade, mas você é quem decide se ela será maior que a sua vontade de superá-la. É por isso que não precisamos ter medo de nenhum obstáculo, porque com coragem todos eles serão sempre superados!                                


",otimismo
463,27,Bom dia! Acorde todos os dias com um motivo para fazer o seu dia incrível.,dia
464,321,"
Você está sempre comigo, amor


                                    Você está sempre comigo mesmo quando está longe, pois vive no meu coração. Te amo!                                


",amor
465,243,Há conforto em saber que nada acontece por acaso e que temos pessoas ao nosso lado para nos ajudar nos momentos mais penosos.,reflexao
466,265,A mulher será sempre o perigo de todos os paraísos.,marcantes
467,57,Você não pode esperar ser um cão sortudo se você gastar todo seu tempo rosnando.,reflexao
468,38,"Ainda que eu falasse as línguas dos homens e dos anjos, e não tivesse amor, seria como o metal que soa ou como o sino que tine. (1 Coríntios 13:1)",biblicas
469,372,Não culpe os outros por seu fracasso de ser totalmente responsável por sua própria vida. Se os outros são culpados então você deu a eles o controle.,reflexao
470,26,"Quando você faz as coisas a partir de sua alma, você sente um rio mover em você, uma alegria.",alegria
471,243,"
Otimismo e alegria para o Ano Novo


                                    Final de ano é tempo de festa e celebração, mas também de reflexão, de análise e de recomeços. Para trás fica um ano que agora acaba, e dele devemos guardar o bom e esquecer o menos bom. 

Do sofrimento e das lágrimas guardemos apenas a certeza de que a elas sobrevivemos. Dos erros guardemos a aprendizagem; e das dificuldades guardemos o momento da superação. 

Devemos sentir alegria e gratidão por mais um ano vivido, e apesar de tudo que tenha acontecido, o importante é que chegamos até aqui. E hoje somos mais experientes, mais fortes e mais sábios.

Agora é tempo de encher o coração de otimismo, esperança e sonhos, é tempo de recomeçar e renovar, pois um novo ano vai começar e devemos vivê-lo e aproveitá-lo ao máximo. Desejos de um feliz e próspero Ano Novo!                                


",otimismo
472,383,"
Agradecimento em Dia de Formatura

 


                                    Acho que nunca me senti tão feliz como neste momento de concretização. Esta formatura representa muito suor, noites sem dormir e outros sacrifícios; e sacrifícios de outras pessoas: vocês! 

É por isso que agradeço profundamente a todos vocês que acreditaram em mim e nas minhas capacidades. Esta formatura não é só minha, mas de todos nós. Agradeço por tudo!                                


",agradecimento
473,147,Você me faz sentir coisas que nem sabia que existiam. Te amo infinitamente! 💗,romanticas
474,103,"
Duas netas que me trazem muita felicidade


                                    Queridas netas, quando soube que em vez de uma neta eu teria duas, meu coração se alegrou muito. Afinal, todo o amor que eu tinha guardado teria de ser dado em dobro. Mas eu tinha certeza que isso não seria problema, pois sempre achei vocês encantadoras e era impossível não gostar de dois tesouros assim.

A cada dia que passa vocês se têm tornado mais importantes na minha vida. Desejo que sejam muito felizes e que somem muitos anos pela frente. 


",proibido
475,15,"Hoje o dia vai ser lindão!

 ",dia
476,88,Você não vê que os países desenvolvidos são justamente os que vivem de cabeça para cima?,reflexao
477,100,"
A distância ditou nosso fim


                                    Quando os olhares não se cruzam e o tempo não traz de volta essa pessoa que é nossa, tudo se questiona e o mundo caminha para o abismo. De repente sobram recordações, uma vida a dois inacabada, e feridas que ardem da separação. O que foi que nos aconteceu? Porque caminhamos para este fim?

Pensávamos ser mais fortes que tudo, julgamos controlar o amor mesmo à distância. Subestimamos a saudade e era ela quem nos corroía lentamente. As palavras eram escassas em nossos telefonemas e nossas vidas cada vez mais independentes. E quando nos víamos, sentíamos que nada era mais igual.

Esta distância que nos separou, levou também tudo que nos unia. Mas fomos nós que deixamos, fomos nós que consentimos a queda de um amor que demorou a construir. E é por isso que hoje sofremos e não queremos mais tentar. Enquanto esta distância persistir em durar, não podemos prometer amor eterno.                                


",saudades
478,66,"
A sorte de ter um tio pai


                                    Eu tive e tenho muita sorte por ter você ao meu lado, por sentir que onde quer que esteja, nunca estou só. Hoje, querido tio pai, eu lhe desejo um maravilhoso dia dos pais. Parabéns!

O seu coração fez coisas maravilhosas e sempre me proporcionou o melhor da vida: o amor. Que tudo que você deseja na vida se realize, que só a felicidade esteja dentro de você.

Saiba que o adoro como se fosse meu pai de sangue e que faço qualquer coisa para o ver feliz, de bem com a vida. Um abraço meu e votos que tudo dê certo na sua vida. Feliz Dia dos Pais, titio!                                


",mensagens pais
479,215,"Nunca feche os olhos para o mundo, pois há pessoas que precisam do seu olhar.",marcantes
480,156,Sempre lutei pelos meus sonhos e mesmo não os alcançando continuarei a tentar!,marcantes
481,112,"Viva simples, sonhe grande, seja grato, dê amor, ria muito!",autoajuda
482,211,"Ninguém nos para, nem sequer abranda nosso ritmo, nossa alegria, nossa vida. Te adoro, amiga!",bonitas
483,210,"
Continuo amando você


                                    Todo este silêncio tem causado muita mágoa em minha alma. É um vazio que se abateu sobre mim por nos termos separado e cada um ter seguido o seu caminho. A verdade é que você faz muita falta em minha vida e todos os dias eu fico desejando que você regresse para os meus braços.

Não é que eu acredite cegamente que tudo entre nós foi perfeito. Muitas vezes falhamos e dissemos coisas um ao outro que jamais deveríamos ter dito. Apesar disso, não posso esquecer como fomos felizes, como vivemos momentos de carinho e ternura. Não posso ignorar como tínhamos muitos sonhos e planos.

Eu ainda te amo, como se não tivesse ido embora. Te amo pelas saudades que crescem em mim a cada dia e pelas evidências que mostram que é do seu lado que eu devo estar. Eu ainda te amo porque o meu desejo é que você volte para mim, agora e para sempre. 


",saudades
484,98,"
Você é forte e conseguirá vencer


                                    Meu bem, lamento muito o seu estado de saúde, e me entristece não poder fazer mais. Mas tenha esperança e muita fé! Tudo vem e tudo vai, e tal como veio essa doença irá embora também. 

Mantenha o pensamento positivo, acredite que irá superar este momento menos bom e verá que assim será. Você é forte e conseguirá vencer, e eu vou estar sempre ao seu lado para lutar junto e no final festejar o triunfo com você. Força!                                


",otimismo
485,140,"
Quero estar em seus braços

 


                                    Meu amor, nossa distância está virando tormento para nossos corações. A saudade tem sido a palavra de ordem junto do amor que une a gente. Nenhum namorado no mundo merece estar passando por toda essa tristeza que anda machucando você. Ninguém merece. Acredite que não está sendo fácil para mim também. Sinto muito a sua falta. 

Nosso amor vai superar quaisquer sentimentos que a gente esteja vivendo agora. Essa é uma prova de fogo para nós, mas tenho certeza que nossa união ficará ainda mais fortificada, aliás não tem como ser de outro jeito. Eu adoro você e a gente se ama. Tudo que a gente construiu serve agora de base para ultrapassar esta etapa de muita saudade. Não vejo a hora de voltar para junto de você. Preciso muito de seu apoio e acredite que meus pensamentos estão aí a toda a hora. Me aguarde, porque em breve estarei em seus braços e daí não sairei mais.
Beijo com muito amor!                                


",saudades
486,75,"Os tempos que passaram já não voltam, mas as saudades que eles deixaram fazem com que eu jamais os esqueça.",marcantes
487,132,"
O coração quer o que o coração exige


                                    O coração quer o que o coração exige, e não existe cabeça ou razão algumas que o façam mudar de ideias. Infelizmente nem sempre o que o coração de um quer, tem correspondência positiva no coração que ele deseja. 

Amor não correspondido dói no coração de quem sofre sem ser amado, mas às vezes também dói naquele de quem não ama. 

Mas por muito que doa, você tem que entender que até mesmo a seta do cupido às vezes erra os alvos. Se um dia você sofre com um amor não correspondido, mais tarde pode ser o seu coração o que se fecha para outro por não sentir o mesmo.

Custa, mas ninguém pode ser culpado de não sentir amor, pois muito pior é trair um amor que se diz sentir, ou fingir sentir algo que não se sente. Então tenha fé e paciência e canalize esses sentimentos para o bem, e verá como em breve estará amando um coração que lhe vai corresponder! 

Mas se houver um coração apaixonado por você, sem que você sinta o mesmo, use gentileza e carinho para a rejeição inevitável, e ajude quem sofre por amor.                                


",proibido
488,533,"Eu sinto a sua falta todos os minutos, todos os dias. Nunca deixarei você partir, pois estará para sempre vivendo no meu coração.",reflexao
489,135,"O segredo da longevidade é comer a metade, andar o dobro e rir o triplo.",reflexao
490,564,O destino pode mudar. Nossa natureza jamais.,marcantes
491,374,"
Infinitas razões para agradecer a Deus

 


                                    Hoje quero agradecer a Deus por tudo, pois o que tenho, o que sou e o que virá no dia de amanhã devo apenas a Ele. Com a força divina resguardando meu coração, sinto que consigo lutar por todos os meus sonhos e isso é muito recompensador.

A melhor decisão que tomei na vida foi seguir as orientações de um Pai Celestial que sabe tudo que preciso. Sou muito abençoada por ter Deus na minha vida! 


",pai
492,4,"
Uma homenagem de filha para pai
Pai, você significa tanto para mim. É pai, mas também é amigo, é protetor, é carinho e é amor. Você é o meu herói, o meu primeiro e grande amor. 

Você é um grande homem, o melhor pai e a minha orientação na vida. Sou uma filha feliz, orgulhosa e muito amada, e tudo que vou conquistando pela vida devo a você. 

Obrigada por tudo, meu pai! Te amo.

",homenagem a mae tambem e pai
493,54,"Meu ponto fraco tem nome, endereço e um sorriso lindo.",apaixonadas
494,490,"
Aprenda a agradecer


                                    Agradecer não é apenas uma demonstração de educação. Saber agradecer é saber demostrar reconhecimento pela ajuda e apoio que recebe, ou pelas conquistas que obtém na vida, por menores que sejam. Tenha certeza de uma coisa, agradecer não custa nada e tem um efeito muito positivo em sua vida. 

O agradecimento é uma forma de estímulo. Se alguém age bem e você agradece, está estimulando as pessoas com o seu reconhecimento. Agradecer pode ser criar um ciclo de boas ações. 

Também é importante saber agradecer pelas coisas boas que lhe acontecem, e fazer isso, de alguma forma, é celebrar a vida. Quando agradecemos e celebramos, mesmo as coisas mais simples, mantemos o pensamento positivo e focado nas coisas boas. 

Por isso, é muito importante saber agradecer. Agradeça sempre!                                


",agradecimento
495,138,"
Um simples amor


                                    Tão simples, e tão complicado ao mesmo tempo, é esse sentimento que eu tenho por você. Tão simples porque eu sei que é amor, tão complicado porque o amor nunca é simples, mas maravilhosamente complexo.

Longe vive o tempo em que eu apenas gostava de você. Pois hoje eu amo você com toda a intensidade do meu ser, e amanhã sei que amarei ainda mais, e depois mais, e mais...                                


",declaracao amor
496,45,"
Pai, vou manter você vivo


                                    Ainda não me sinto capaz de lidar com sua partida, meu pai! A dor que assombra meu peito teima em não fugir, não desaparece, está tatuada. Você foi sempre o homem que ansiei um dia ser, todo seu jeito inspira vontades maiores que as dos homens comuns. Você é meu ídolo, minha referência!

As saudades tem sido o pior, o mais difícil de suportar. Saber que não vou olhar mais seus olhos é dor sem fim. E seu toque não será mais sentido, seu abraço ficou por dar, nosso amor vai viver sempre em desafio, em ansiedade, em lembranças e recordações. Sua falta em minha vida é o maior vazio existente no mundo.

Sei que vou retomar minha vida. Não sei se será hoje ou amanhã, mas tenho certeza que num futuro próximo vou regressar para a estrada de minha vida, vou percorrer o trilho com os princípios que você me incutiu. Vou honrar seu nome em cada gesto, em cada conquista, em todas as lutas. Vou sempre manter você vivo através da minha palavra. Paz para você, meu pai tão amado.                                


",pai
497,80,"
Sofrer por amor


                                    Se o mundo fosse um lugar perfeito ninguém sofreria nem de fome, nem de qualquer tipo de dor, nem muito menos de amor! Mas o mundo é o que é, e o sofrimento faz parte dele, e da vida de todos nós também. 

E apesar de todo negativo que significa sofrer, é através da superação da dor, é ultrapassando momentos difíceis que conhecemos nossos limites e evoluímos como pessoas.

Então não desanime porque quem você ama, não ama você. Mantenha a esperança no amanhã, e verá que o que hoje dói e parece que vai matar, no futuro fará de você uma pessoa mais forte.

Mesmo que doa, sorria e continue caminhando, e não permita nunca que seu coração se feche por medo. O próximo amor pode ser o verdadeiro e definitivo, e você deve se preparar para o viver e assim ser feliz como merece!                                


",proibido
498,3,"Eu quero estar nos seus braços, segurar sua mão, sentir sua respiração, ouvir o seu coração... Eu quero estar com você.",apaixonadas
499,195,"
Gratidão, minha amiga

 


                                    Sua amizade é tudo para mim! Poder compartilhar meus sucessos e meus fracassos com você é brisa que me alegra o coração. Toda nossa cumplicidade me deixa feliz, porque confio verdadeiramente em você, minha amiga! 

Sinto que lhe devo um “obrigada” a toda a hora por tudo que você me ofereceu até hoje. É que você está sempre disponível quando preciso. Nossa relação não é um faz de conta, não! 

A gente não se junta somente para conversar acerca da meteorologia ou de outras coisas pouco significativas. Nossas conversas são soluções para nossos dias! Obrigada por tudo, minha grande amiga!                                


",agradecimento
500,8,"
Parabéns, titia do coração
Parabéns, titia! Um dia de muita festa, amor e felicidades. Amo muito você!

",aniversario sobrinha maravilhosa coracao titia
501,30,"Tudo fica mais leve, mais fácil, quando se tem um amigo ao lado!",positividade
502,129,"
A Dádiva de Ser Mãe de um Menino


                                    Ser mãe de um menino foi a coisa mais impressionante que a vida me proporcionou. Estou muito feliz e eternamente agradecida por essa dádiva que ostento com tanto orgulho. 

Eu adoro meu filho e adoro ser sua mãe! Recordo com saudade os pontapés na barriga, a primeira vez que peguei no colo e até os primeiros passos do meu bebê. Minha vida é bem mais feliz desde o momento que meu filho chegou até mim.                                


",saudades
503,47,"
Esperando seu regresso, meu amor


                                    Em momentos de solidão e em instantes de silêncio a tristeza começa a invadir meu coração, mas depois eu imagino que você está aqui e tudo fica mais calmo. A saudade torna cada segundo que passa em hora e faz cada dia parecer uma eternidade. Sinto muito sua falta, pois sem sua presença me sinto incompleta.

Aguardo com ansiedade nosso reencontro sem nunca esquecer o quanto gosto de você. Volte rápido para junto de mim, meu amor!                                


",saudades
504,21,Simplesmente viva a vida!,esperanca
505,296,"
Não se apegue demais


                                    Para ser feliz, às vezes é preciso exercitar o desapego e desistir de muitas coisas. Por isso, sempre que sentir necessidade, desapegue e desista!

Desapegue daquilo que não deu certo no passado. Desapegue dos arrependimentos. Desapegue dos problemas, desapegue dos sofrimentos, da mágoa e do rancor. O que passou, passou, e por mais que você pense, não vai poder mudar nada.

Desista de se culpar. Desista de querer ter sempre razão. Desista de querer impressionar os outros. Desista da perfeição. Desista de achar que pode controlar tudo. Desista de achar que tudo tem uma razão. Há coisas que acontecem simplesmente porque precisam acontecer, por pura contingência.

Desistir de caminhos que não vão levar a lugar nenhum, é se apegar ao que realmente importa. Se apegue ao amor. Se apegue ao que você acredita ser a felicidade. Se apegue ao otimismo. Se apegue às soluções.                                


",otimismo
506,23,Amanhã será um dia melhor!,otimismo
507,325,"
Como sinto a sua falta


                                    Não importa quantos quilômetros nos separam. Terra, água, fogo e ar podem se juntar e uma barreira entre nós dois formar, que mesmo assim o nosso amor será mais forte!

Apenas a saudade eu não sei como combater, meu amor, pois tanta falta você me faz, tanto eu sinto a ausência dos seus braços, do seu toque, dos seus beijos...

Eu amo muito você, e as saudades que sinto de você são angustiantes, pesam, e cada dia aumentam de forma insuportável!                                


",saudades
508,161,"Não importa se você é negro, branco, se tem olhos azuis, ou verdes ou escuros. O importante é você ter Deus... E Ele não cria nada em vão.",reflexao
509,196,"Viver com você é viver em paz, meu amor! 💑",romanticas
510,344,"
Você é tudo que eu quero e preciso para ser feliz


                                    Meu amor, desde que somos namorados tudo mudou para melhor. Hoje sou mais feliz e olho o futuro com mais alegria, apenas porque você faz parte da minha vida. 

Você é tudo para mim! É o ar que respiro, a luz que ilumina o meu caminho, o sorriso que aquece meu coração. 

Você é minha princesa; é tudo que eu quero e preciso para ser feliz. Todo meu mundo deixaria de fazer sentido se você não existisse. 

Te amo, hoje e para sempre!                                


",amor
511,31,"A semana passa tão depressa, aproveite cada minuto para fazer a diferença.",semana
512,356,"
O Comprometimento de Ser Pai


                                    Ser pai é abraçar uma dedicação eterna e a tempo inteiro. Não tem como amar um filho sem se entregar integralmente. É por isso que só um pai de verdade conhece o sentido do comprometimento. 

Ser pai é amar e dar amor sem pestanejar. Ser pai é beijar, cuidar e fazer crescer seu filho. Ser pai é dar o exemplo; é ser amigo e dar conforto e segurança todos os dias e todas as noites.                                


",pai
513,66,"
Seu Amor Incondicional Me Encanta


                                    Custa-me ainda acreditar que alguém me amaria desse jeito intenso e especial. Você entrou na minha vida tão delicadamente que quando dei por mim já estava totalmente encantada por tudo que vinha de você, do sorriso às mais belas palavras.

Nosso amor sempre caminhou em direção ao crescimento, hoje consigo perceber a real definição do amor incondicional e por tudo isso eu agradeço imensamente a você. Meu suporte para todas as necessidades, sua presença completou em mim todos os espaços vazios e sem vida.

Me encanta sua forma única de me amar e tenho sempre comigo em pensamento, cada jeitinho seu de demonstrar sua dedicação e carinho por mim. Com você aprendi o estado mais lindo do amor, aquele sem precedentes, repleto de muito afeto e admiração.

Espero retribuir cada gesto recebido e todo o amor que um dia já me foi dado. Saiba que também amo você incondicionalmente e pretendo passar o resto da minha vida ao seu lado.                                


",declaracao amor
514,33,"
Graça atendida, grata a Deus 


                                    Meus Deus, meu bom Deus, me sinto neste momento uma das pessoas mais felizes do mundo. Tive a minha graça concedida e Te sou grata por teres me confiado esta missão. Senhor, sabes que sou uma pessoa crente, e que estou sempre tentando seguir o caminho da luz e da retidão, mas és Tu que tens a minha vida em Tuas mãos.

Meu Deus, eu Te agradeço com todo meu coração que tenhas escutado as minhas preces, e sentido aquilo que tenho em meu coração. Eu sei que nem sempre alcançamos aquilo que desejamos, e apesar da frustração, eu sei agradecer a Deus. Pois sei que se não tive um desejo concebido, é porque o Senhor tem outros planos para mim, e só me cabe resignar-me diante da sua sabedoria e agradecer. 

Mas desta vez, meu Deus, eu lutei, trabalhei duro, e pela Tua plena vontade tive a minha graça atendida e por isso Te sou eternamente grata. Obrigada, Senhor!                                


",agradecimento
515,45,As flores de amanhã nascem das sementes de hoje.,reflexao
516,34,"
Supere seus limites em tudo que faz


                                    Todos temos objetivos para atingir, mas às vezes nos acomodamos com o estritamente necessário e acabamos desperdiçando nosso talento.

Olhe além da sua zona de conforto e acredite que, qualquer que seja o desafio, você sempre estará à altura de o superar. Confie na sua capacidade de se superar e prove a todos seu verdadeiro valor.                                


",otimismo
517,30,"Ontem eu era inteligente, queria mudar o mundo. Hoje eu sou sábio, estou mudando a mim mesmo.",sabedoria
518,174,O medo de se arriscar te impede de conseguir o que você sonha.,reflexao
519,223,"
Aos pais que eu amo



",agradecimento
520,425,"
As Possibilidades de Amar uma Filha


                                    Foi sempre você que me demonstrou as possibilidades que existem em amar alguém! O sentimento que nos une, minha filha, é o mais belo de todos. 

É o que alimenta meu coração; é o que me faz sorrir pela manhã, o que me faz sonhar! E acredite que faria qualquer coisa para você estar mais próximo, mas às vezes a vida nos coloca desafios para medir a intensidade das coisas. 

Mas como nossa ligação é forte, pode ter certeza que vamos superar toda saudade. Só preciso de ver você bem! Beijo, filha. Te amo!                                


",saudades
