,0
136,"
Tu és um Deus de vida e consolo

 


                                    Hoje ergo as mãos em sinal de louvor, e curvo minha cabeça de tanta veneração. Quero te agradecer, meu Deus, por me dares a possibilidade de estar vivo e poder dedicar meu tempo te servindo de coração.

Tantas vezes eu estava fraca e Tu foste meu consolo. Tantas vezes eu caí e Tu me levantaste com todo amor. Se hoje estou aqui perante a tua majestosa presença, não o devo a mim. Obrigada, meu Deus, por seres tudo para mim. 


"
137,Quero agradecer pelo seu amor
138,"
Você sempre esteve do meu lado


                                    Eu sabia que não estava sozinha, mas você todos os dias faz por provar que nunca me vai abandonar. Tem sido duro lidar com as contrariedades da vida, mas você está presente e me dá força para elas serem mais fáceis de suportar.

Agradeço de todo o coração as palavras de carinho, os gestos reconfortantes e até o tempo que tem dispensado para viver um pouco dos meus problemas. Uma amiga como você é muito difícil de encontrar neste mundo e eu jamais a quero perder. 


"
139,"
Hoje é o Dia Internacional da Mulher


                                    Sou força; sou amor; sou carne vencedora; sou determinação. Sou mulher! Carrego no peito todos os sonhos que existem. Vivo com uma sede de justiça, de luta contra preconceito e falsidade e traição. 

Sou mulher, sou orgulho, sou admiração e farei tudo para vencer meus fantasmas. Sou lágrima e sou risada igual todo mundo. Sou mulher, sou açúcar, sou pimenta, sou mulher. A todas as mulheres um agradecimento profundo.                                


"
140,"
Você sabe cuidar de mim


                                    Fiquei muito feliz com o seu gesto carinhoso, meu querido marido. O presente que você ofereceu para mim é lindo, mas o que mais apreciei foi, sem dúvida, a intenção com que ele foi dado.

Sou uma mulher privilegiada em ter alguém tão especial que cuida de mim e sabe como me deixar completamente preenchida. A cada dia que passa sou mais apaixonada por você! 


"
141,"
Pode Descansar no Meu Ombro


                                    Coragem, amiga! Você não está relevando sua verdadeira força! Eu sei que nem sempre é fácil levantar a cabeça e reagir aos desafios que a vida nos proporciona. 

Mas você tem de sair dessa e ficar de bem com a vida rapidamente. E para isso eu estou aqui do seu lado, oferecendo meu ombro amigo para você limpar suas lágrimas de uma vez. 

Sim, porque em breve quero ver seu sorriso novamente, quero me sentir contagiada pela sua risada e até dançar um samba para comemorar a vida e a alegria em grande estilo. Força, amiga!                                


"
142,"
Gratidão e Reconhecimento


                                    Uma vida não é suficiente para agradecer todas as mudanças, todas as maravilhas e todas as forças que você me ajudou a encontrar, querido pastor! 

Na verdade, eu sei que você não fica praticando o bem à espera de reconhecimento, de gratidão, mas é o mínimo que posso fazer para manifestar meu carinho e admiração pela pessoa extraordinária que você é! Mil agradecimentos.                                


"
143,"
Lembranças e gratidão no coração


                                    Levo no coração as lembranças dos bons tempos e uma gratidão por tudo que passei aqui.                                


"
144,"
Um grande obrigado, meus pais


                                    Meus queridos pais,

Não é só pela vida que vocês me deram que eu devo agradecer. É também por me terem incutido todos os valores que achavam importantes e por me tornarem na pessoa que sou hoje.

Fui criado com amor e carinho e sinto um grande orgulho por pertencer a esta família. Obrigado por me fazerem tão feliz e por sempre estarem do meu lado. 


"
145,"
Mãe é um Ser Diferente


                                    As mães são um ser diferente. Elas lutam incondicionalmente pelo bem dos seus filhos, elas abraçam o melhor do mundo para oferecerem a seus filhos. Elas só pensam no melhor para eles. 

Elas vivem para lhes dar o melhor que podem. Mãe é um animal diferente dos outros! Amor gratuito e eterno tem um só nome, um só rosto, uma só atitude: mãe!                                


"
146,"
Está formatura é uma conquista de todos


                                    Concluída mais uma importante etapa na minha vida quero agora agradecer a todos que com seu apoio, amizade e amor contribuíram para este sucesso. 

Esta formatura não é uma realização exclusiva minha, pois sem todos vocês eu não estaria aqui hoje. 

A vida não é um caminho isolado e as conquistas não são obtidas sem ajuda. Por isso agradeço e quero dividir com todos a alegria desta vitória!                                


"
147,"
Até breve e obrigado de coração


                                    Este adeus é, na verdade, um até breve e aproveito para deixar um muito obrigado do fundo do meu coração.                                


"
148,"
O meu percurso acadêmico


                                    Primeiramente, eu sinto que devo agradecer a Deus, porque Ele sempre me deu força para continuar, mesmo quando desistir seria mais fácil.

À universidade que me deu abrigo, bem como a toda direção, eu deixo minha palavra de gratidão, porque de outra forma seria bem complicado chegar onde estou hoje.

A todos os professores que me acompanharam ao longo do meu percurso, eu agradeço do fundo do meu coração. Eles foram o motor para eu me desenvolver acadêmica e pessoalmente.

É claro que não posso deixar meus familiares e amigos em branco. Além do ânimo que me proporcionaram desde o primeiro dia, eles me incentivaram a chegar aqui.

Por fim, deixo um agradecimento a quem teve algum gênero de contato comigo, porque direta ou indiretamente, todo mundo teve um lugar especial ao longo do meu percurso. 


"
149,"
Eu Te agradeço, meu Deus, por mais este dia


                                    Eu Te agradeço meu Deus, porque se hoje estou vivo é graças à tua vontade. Tu tens a força necessária para que todos os teus propósitos se cumpram e eu quero Te agradar durante este dia que terei pela frente.

Imploro que cuides de mim e guies os meus passos na direção certa. Que a gratidão que sinto por poder desfrutar de tudo o que me dás me leve a ser alguém melhor.                                


"
150,"
Amizades e conhecimento


                                    Encerro este ciclo com uma bagagem cheia de amizades e muito conhecimento para construir um futuro melhor!                                


"
151,"
Mãe, O Melhor Do Mundo


                                    Não há dor que ela não apague! Não existe força mais presente que a de uma mãe! Ela é rainha do coração do mundo. E é beleza sob todas as formas. E ninguém pode apagar os feitos e as obras que realiza a cada novo dia, a cada instante! 

Mãe é flor e é pétala; é verde e é rosa e é todas as cores. É ela – a mãe, que transforma guerra em paz e lágrima em risada. Vocês, mães, são o melhor que o mundo possui!                                


"
152,"
A Nostalgia do Adeus


                                    A despedida é sempre a parte mais triste de qualquer mudança, de qualquer partida! Vou embora, meus amigos, chegou a hora! Dói bastante ficar separado de todos vocês, mas a vida obriga a transformações. 

É assim que se conseguem atingir metas, sonhos e objetivos. Na verdade, é difícil sair da zona de conforto onde tudo está em seu devido lugar e nos sentimos em casa. Acontece que minha missão é continuar meu caminho numa estrada que fica distante do trilho de vocês! 

Tenho certeza que nossa amizade vai continuar, independentemente da distância que vai separar nossos abraços. Em breve eu regresso para matar a saudade que já estou sentindo de todos vocês!                                


"
153,"
A maior dádiva da vida


                                    A vida tem sido tão bondosa comigo. Ela me tem oferecido presentes dignos de deusa. Presentes de diva que tudo pode e que podendo tudo, tudo tem. De todas os presentes, se destaca a maior dádiva que alguma vez poderia imaginar que iria ter. Estou falando de vocês, meus filhos gêmeos que tanto amo. 

Coisas dessas só acontecem a pessoas com muita sorte e com a graça do Senhor. É que um filho eu sempre quis, agora dois meninos ao mesmo tempo é felicidade a duplicar. Sinto que sou abençoada. Vocês são absolutamente maravilhosos. É por vocês que me levanto todas as manhãs com a esperança no coração. Todos os dias, são dias de celebração para mim, até porque de outra forma eu estaria sendo ingrata. Vocês me dão tanto, o mínimo que posso fazer é retribuir a vocês e ao mundo o amor que recebo de vossos rostos, de vossas palavras, de vossos beijos e abraços. 

Vocês são o melhor que a vida me ofereceu. 
Obrigado, meus filhos!                                


"
154,Mundo das Mensagens
155,11 modelos de carta de agradecimento para todas as ocasiões
156,"
Senhor, a Ti agradeço pela cura


                                    Meu Deus, meu bom e generoso Deus, a Ti que me deste a vida e agora me ajudaste a mantê-la, eu agradeço com toda minha alma. Obrigada pela cura, Senhor!

A luta não foi fácil, mas em momento algum pensei em desistir ou fraquejar. Pois o Teu amor, a fé que em Ti deposito, me levantaram quando as forças pareciam querer me abandonar, e me mantiveram no caminho certo.

Serei eternamente grata a Ti, meu Deus, pela dádiva da vida e por agora a teres preservado!                                


"
157,"
Agradecimento pela conclusão do TCC


                                    Pela conclusão deste trabalho, gostaria de agradecer a Deus por ter me dado tudo que sempre precisei para alcançar este objetivo.

Agradeço de coração também esta instituição por toda a ajuda e pela educação dada. Tenho este lugar meu segundo lar. 

Aos meus orientadores e demais professores que tanto me ajudaram a chegar na conclusão deste trabalho.  

Toda minha gratidão para minha família, amigos e colegas de curso. Vocês são o motivo do meu empenho e dedicação.

Por fim, agradeço todas as pessoas que de alguma forma estiveram envolvidas na realização deste trabalho.                                


"
158,"
A Felicidade na Direção do Seu Olhar


                                    Existem pessoas que passam na nossa vida e nem damos conta e existem outras que nos marcam profundamente. Você é uma dessas pessoas, meu sogro! Tenho um carinho muito forte por você. 

Sinto que pertencemos ao mesmo mundo; que nos entendemos sem esforço. E isso é raro, muito raro! Que a vida sempre sorria na direção do seu olhar, meu sogro. Sempre.                                


"
159,"
Escrevo em agradecimento aos nossos médicos


                                    É difícil buscar palavras para falar destas pessoas abençoadas que são os nossos médicos. Escrevo como forma de agradecimento e homenagem.

O trabalho de vocês não só é necessário, mas é de importância vital para todos nós. Entrego a vocês toda a minha gratidão e me coloco à disposição para ajudar como posso.

Vocês estão fazendo um trabalho incrível e impecável e merecem todas as homenagens e todos os agradecimentos do mundo.

Obrigado, médicos!                                


"
160,As 48 melhores frases de agradecimento a Deus
161,"
Obrigado Amigo


                                    Amigo, só gratidão é pouco... Obrigado por acreditar em mim quando eu achei difícil acreditar em mim mesmo. Obrigado por dizer, algumas vezes, o que eu realmente precisava ouvir, em vez do que eu queria que você dissesse, e por ter me mostrado um outro lado a considerar.

Obrigado por se abrir comigo, por me confiar seus pensamentos, suas decepções e seus sonhos; por saber que você pode contar comigo e por ter pedido minha ajuda quando precisou dela.

Obrigado por ter posto tanta sabedoria, cuidado e imaginação na nossa amizade, por compartilhar tantas coisas boas e por marcar tantas lembranças sobre nós. Obrigado por sempre ser honesto comigo, ser gentil e estar sempre presente quando necessito. Obrigado por ser um amigo e tanto para mim, de tantas diferentes e significativas formas. Obrigado!                                


"
162,"
Agradecimento para amiga de infância pela amizade


                                    Há quantos anos nos conhecemos? Será que ainda conseguimos fazer as contas? Será que conseguimos nos lembrar de todos os momentos felizes que passamos juntas? Será que conseguimos nos lembrar de todas as linhas da nossa história que escrevemos juntas?

Minha amiga querida, você é tão especial para mim. Você já é parte da minha vida há tanto tempo que nem quero contar. Só quero contar e recontar tudo o que já vivemos, tudo o que já fomos felizes. 

Às vezes, a memória nos trai, podemos não nos lembrar da data exata dos acontecimentos, ou das palavras exatas que dissemos, ou da ordem exata das coisas. 

Mas o coração não se engana. Sempre que pensamos no passado, e em tudo que já fizemos e fomos uma para a outra, o coração se aquece e sorri. É com amor que ele nos faz lembrar de nós. Eu te adoro, minha amiga! Obrigada por fazer parte da minha vida e por ser para mim uma irmã!                                


"
163,"
Gratidão por termos um genro maravilhoso


                                    Você é o grande amor da nossa filha, mas também se tornou uma verdadeira bênção para toda a família. Você é bondoso e tem um coração muito generoso. Sua preocupação com nosso bem estar é genuína e eu não poderia sentir maior gratidão do que aquela que já sinto.

O nosso desejo é que continue feliz por estar perto de nós e que a nossa relação de grande amizade seja eterna. 


"
164,"
Para Namorado Dedicado


                                    Desde que nossos caminhos se cruzaram, meu bem, eu encontrei a paz e a felicidade. Você é o melhor namorado que algum dia pude sequer imaginar para mim. Você é inteligente, carinhoso, extremamente atencioso e não tem medo de demonstrar seu amor e sua paixão por mim, por nós.

Minha vida tomou o rumo certo, sabe? Sinto que a realização pessoal está mais que consumada para mim e tudo isso se deve ao fato de ter você do meu lado, junto a mim para tudo! Meu coração, minha cabeça sentem uma gratidão imensa por sua dedicação e empenho à ligação que nos une. Obrigado por me amar, meu bem!                                


"
165,"
Agradecimento aos melhores pais do mundo


                                    De todos os amores que podemos receber durante a vida, o amor dos nossos pais é o mais especial. Não existe outro que consiga ser incondicional, e demonstrar ao mesmo tempo um interesse tão grande e genuíno na nossa felicidade.

Apenas posso agradecer por tudo que vocês têm me dado, pois nunca conseguirei compensar devidamente a dedicação que sempre manifestaram. 

Vocês são uma bênção sem comparação e só espero que um dia os meus filhos possam sentir um orgulho igual por mim.                                


"
166,"
Uma vitória que dedico a Deus

 


                                    Meu Deus, não há palavras que consigam expressar a gratidão que sinto por me teres concedido esta vitória que eu tanto desejava. Sinto-me feliz por ter confiado este desafio nas tuas mãos, e Tu me retribuíste enchendo meu coração de força e coragem para poder lutar com determinação.

Agora é o momento de celebrar, mas também de Te louvar por tudo que me deste. Não existe nada nem ninguém no universo que se compare ao teu poder, à tua justiça e ao teu amor.                                


"
167,"
Você é um genro muito especial


                                    Algumas pessoas que entram na nossa vida se tornam tão especiais que ganham um lugar de destaque no coração que carregamos. Eu tive a sorte de ter recebido um genro querido que todos os dias prova que é também uma pessoa maravilhosa.

Agradeço muito por todo cuidado e atenção que tem comigo e por ser um exemplar chefe de família. Que Deus abençoe sempre todos os seus passos e faça com que momentos felizes aconteçam constantemente no seu dia a dia. 


"
168,"
Este TCC só foi possível com o apoio de muita gente


                                    Por trás deste trabalho de conclusão de curso está o apoio de muita gente e sem o qual nada disto teria sido possível.

Começo por agradecer a Deus por me dar saúde e força nos momentos em que vacilei.

Nâo posso deixar de agradecer a esta universidade e ao seu corpo docente por todo o conhecimento que adequiri ao longo do tempo.

Um agradecimento infinito ao meu orientador que teve muita paciência e que me soube guiar e fazer encontrar o meu caminho.

Não posso deixar de agradecer aos meus pais, familiares e amigos por tudo o que fizeram por mim ao longo deste tempo e da minha vida. A vocês devo tudo.                                


"
169,"
Sou grato por tudo, ó Deus


                                    Grato sou a Ti, ó Deus, 
Pelas bênçãos recebidas,
Pelas horas passadas da noite,
Por esta manhã cristalina em minha alma,
Que muito tem alegrado o meu coração,
Trazendo ricas virtudes para a minha vida.
És o Deus da minha vida, em quem confio,
A quem entrego a minha vida, a minha alma,
O meu coração nesta expressão de louvor.
Seja bendito o Teu nome para sempre.
Eu Te louvarei enquanto viver,
Em reconhecimento de que 
As bênçãos que tenho recebido são obras 
Das Tuas mãos paternas e amorosas!                                


"
170,"
Eterna gratidão a você, amiga


                                    Quando penso em você sorrio instintivamente. Sua presença me alegra até nos piores momentos. Você é maravilhosa e eu lhe sou eternamente grata por sua amizade!

Minha querida amiga, quando mais precisei nem tive que lhe pedir ajuda ou chamar você, pois quando olhei para o lado você já segurava minha mão. Obrigada por tudo!

Eu te adoro! Não sei o que seria de mim sem você, nem quero descobrir. Você é o meu anjo, a minha irmã de coração, e a vida só tem sentido se vivida ao seu lado!                                


"
171,"
Meu Deus, obrigado

 


                                    A vida tem ocupado meus dias com novos e graciosos desafios. É graças a Deus que tenho ultrapassado todos eles com dedicação, amor e muito empenho. 

Felizmente Tu tens estado sempre ao meu lado ao longo de todo meu percurso nesta estrada tão ímpar que é a vida. 

Nesta minha recente conquista, senti Teu poder como nunca tinha sentido antes. É por isso que sinto que esta vitória não é somente minha. Ela é nossa, meu Deus!

Sem Ti não tinha conseguido. Meu agradecimento é Teu sempre, por todos os dias me ajudares tanto!                                


"
172,"
Muito obrigada família


                                    Apesar das nossas diferenças vocês nunca deixaram de me apoiar, sempre deixaram de lado qualquer desavença e foram lá me ajudar. 

Hoje quero agradecer por tudo que já fizeram, e dizer quanto são especiais para mim. Era impossível uma família com tanta gente não ter opiniões e pensamentos diferentes.

Mas hoje acho que isso nos completa, e não impede de nos amarmos mutuamente. Agradeço todos os dias a Deus pela família que tenho! 

E não acho que mereço nem mais nem menos, cada um tem sua peculiaridade que me faz aprender sempre algo diferente.

Espero que nossa harmonia nunca acabe, que nossa fraternidade seja eterna e que nossos encontros sejam constantes.

Amo todos vocês!

Veja mais Mensagens de Agradecimento à Família 


"
173,"
Agradecimento por amigos maravilhosos


                                    Amigos são a família que podemos escolher, e eu tive a grande oportunidade de construir uma família de amigos maravilhosa e por isso eu agradeço!

Agradeço a bênção e a dádiva enorme que é poder compartilhar a vida com os amigos maravilhosos que tenho. Meus amigos são um tesouro precioso, uma graça quase divina, uma felicidade constante!                                


"
174,"
Para uma avó muito querida

 


                                    Querida avó,
Seus cabelos brancos mostram toda a experiência de vida que você tem. Foram essas histórias tão valiosas das suas vivências que você sempre transmitiu para mim e que me ensinaram importantes valores que tento aplicar no meu dia a dia.

Eu te agradeço por existir na minha e por ser uma pessoa tão meiga e atenciosa para mim. Que você continue vivendo por muitos anos e eu possa continuar tendo você por perto!                                


"
175,"
O Legado do Pastor


                                    Vou sempre querer agradecer por todas as coisas maravilhosas que você fez! Por todas as obras que construiu, por todo seu legado que está bem presente junto de toda comunidade. 

Mas principalmente quero agradecer por tudo que me deu, desde as palavras certas ao olhar reconfortante. Querido pastor, sinto sua falta desde a hora que você se foi! Agradeço por tudo!                                


"
176,"
Eternamente grata a você, amiga

 


                                    Sempre escutei dizerem que os amigos se conhecem nas dificuldades, e agora posso garantir a verdade dessa afirmação, pois no meu pior momento você se revelou a melhor das amigas. Obrigada, minha querida!

Eu lhe devo muito, talvez você nem imagine quanto, pois sem o seu apoio eu tenho certeza que não seria capaz de superar tão terrível momento.

A minha gratidão por você é eterna, e mesmo assim lhe fico devendo. Você é uma pessoa maravilhosa, generosa, carinhosa, e eu sou a mais abençoada por ter você como amiga. Obrigada! Adoro você!                                


"
177,"
Durma bem, amor, e sonhe comigo


                                    Meu amor, durma bem e sonhe comigo, ou então sonhe com nós dois e com toda paixão que nos une desde o primeiro instante que nosso olhar se cruzou. Boa noite, princesa!

Todos os dias eu me sinto feliz e faço até uma oração de agradecimento pela sorte que é viver esta grande e bela história de amor com você. Somos abençoados, profundamente afortunados com este namoro.

É esse pensamento que eu tenho, todas as noites, antes de cair em um sono descansado e recuperador. Faça como eu e imagine como será nosso amanhã, o momento seguinte, o ano depois, o que quiser.

Faça como eu, amor, e viva feliz!
Bons sonhos. 


"
178,"
Que esta parceria possa durar muito


                                    Quando a parceria é tão boa quanto a nossa, querida cliente, sempre há bons frutos para colher. Agradecemos muito pela confiança em nosso trabalho e que possamos sempre contar com esta amizade tão bonita.

Sua satisfação é nossa prioridade e estaremos sempre aqui para entregar o nosso melhor trabalho. Com um cliente tão incrível como você, trabalhar fica mais divertido. Obrigado por tudo e esperamos que nossa parceria tenha uma vida longa!                                


"
179,"
Um agradecimento a todos os meus amigos


                                    Hoje quero agradecer aos meus amigos. Quer estejam longe ou perto, quer sejam recentes ou antigos, muito achegados ou mais distantes. Vocês são todos importantes para mim, pois embelezam meus dias com todo carinho que demonstram.

A amizade é uma bênção, um tesouro muito especial que nos dá mais motivos para sermos felizes. Acreditem que sem vocês minha vida não faria qualquer sentido.                                


"
180,"
O Olhar de uma Mulher

 


                                    O olhar de uma mulher revela suas fragilidades, sua coragem, seu jeito de ser. É no olhar de uma mulher que sua força é desvendada. Elas são o ser mais poderoso da Terra, são a sede e a paixão, a fome e o amor. 

Sem elas tudo seria cinzento, os dias seriam chuvosos e o sol seria sempre luar. Toda mulher de verdade representa a vida no seu estado mais real. A todas elas, um agradecimento do tamanho do mundo!                                


"
181,"
Para todos os verdadeiros amigos


                                    Na vida nos cruzamos com muitas pessoas, mas nem todas permanecem ao nosso lado. Até mesmo alguns amigos acabam por seguir rumos opostos àquele que seguimos e muitas das nossas relações acabam sendo consumidas pela distância.

Por isso, estas palavras de agradecimento são dedicadas a todos os meus verdadeiros amigos. Na verdade, os companheiros que permanecem ao nosso lado ano após ano merecem nossa homenagem. Vocês são a prova de que ainda existem amizades incondicionais que merecem eterna lealdade.                                


"
182,"
Hoje eu quero agradecer a Deus


                                    Meu Deus, hoje não quero apenas fazer o que todos os dias faço, que é usar e abusar desta dádiva de vida que Tu me deste. Hoje, eu quero sim, humildemente Te agradecer por todas as bênçãos que na Tua infinita generosidade colocaste no meu caminho.

Hoje eu quero Te dizer que as reconheço, e que da mesma forma reconheço como sou uma pessoa muito privilegiada que tem muito pelo que agradecer.

Meu Deus, hoje eu quero também Te pedir perdão por todos os dias em que eu não Te agradeci. Por todos os dias em me deixei distrair por uma cegueira momentânea, e dizer que daqui por diante não haverá um dia em que eu não Te agradeça por mais um dia de vida!                                


"
183,"
Obrigado, amigos


                                    Obrigado, amigos! São vocês que enchem minha vida de momentos especiais e felizes.                                


"
184,"
Meu sogro, um exemplo de pai


                                    Feliz dia dos pais, querido sogro! Você é um dos melhores exemplos que eu já conheci na vida do que é ser um grande pai e um exemplo de homem.

O mérito de um pai se reflete nos seus filhos, e no seu caso tal verdade vive na pessoa que eu tanto amo e com quem compartilho a minha vida, e por isso também lhe devo um agradecimento.

Espero que hoje receba as merecidas homenagens com muita alegria no seu coração, pois você é um grande homem e um grande pai!                                


"
185,O poder da gratidão: reflexão sobre a importância do agradecimento na nossa vida
186,"
Agradecimento pela mão protetora de Deus

 


                                    Meu Deus, às vezes me sinto perdida perante tantas batalhas e dificuldades, e me pergunto até quando terei que suportar tudo isso? Mas depois lembro que não tenho que enfrentar tudo sozinha, pois ao olhar para o céu percebo que estás comigo.

Hoje quero agradecer com sinceridade por seres como uma mão protetora para mim, um Pai que olha por mim e nunca me abandona. Às vezes faltam palavras para expressar o quanto sou grata, mas eu quero continuar demonstrando isso em pensamentos, palavras e ações.                                


"
187,"
A sorte de ter a mãe que tenho


                                    Ter uma mãe assim tão íntegra e generosa é a maior sorte que poderia ter na vida. Sou uma filha feliz, realizada, forte e capaz porque você me ensinou a encontrar o melhor de mim. E me encheu de amor e confiança todos os dias!

É também por isso que eu quero lhe agradecer profundamente. Quero que saiba que todos os dias penso em uma forma de lhe reconhecer devidamente todo o bem que me deu, todos os sorrisos que me proporcionou. Mamãe, você é a minha vida!

Que a sorte esteja sempre ao seu lado, bem como o amor e a alegria de existir. Orgulhe-se da educação que me deu, das lutas que teve de vencer por mim e pelo nosso lar. Você é e sempre será o maior exemplo de bondade que conheço. Te amo, mãe!                                


"
188,"
É uma honra tê-lo como cliente


                                    Hoje, tenho muitos motivos para agradecer a você, estimado cliente. Quero agradecer pela oportunidade de fazer parte de um projeto tão inspirador.

Este trabalho é algo que me faz acreditar e para isso, não hã preço. Agradeço também pela confiança que tem depositado em mim.

Acima de tudo, saiba que você tem a minha gratidão por tornar o mundo um lugar um pouco melhor, com um projeto justo que é capaz de causar impacto.

É uma honra tê-lo como cliente!                                


"
189,"
Obrigada, meu marido perfeito 


                                    Você é a minha alma gêmea, a tampa da minha panela, a minha outra metade da laranja. Você é o meu amor maior, é quem dá sentido à minha vida e traz cor para os meus dias. A minha existência se tornou completa desde que você passou a fazer parte da minha vida.

Eu só tenho a agradecer a sorte que tenho por ter você, pois no meio de tantas pessoas no mundo eu consegui encontrar o homem perfeito para mim. Você é amável, sensível, maduro, dedicado, é tudo que uma mulher sempre sonhou.

Nem nos meus pensamentos mais otimistas em relação ao amor, pensei que um dia me sentiria tão realizada. Você faz do meu mundo um lugar melhor. Obrigada por dividir as noites e os dias comigo, por somar tanto à minha vida, por subtrair tristezas e multiplicar as alegrias. Eu te amo, meu amor, meu marido perfeito e amado!                                


"
190,"
Enfermagem é amor e é querer


                                    Só os verdadeiros enfermeiros oferecem amor à sua profissão, desempenham com carinho e entrega sua nobre missão. Deus ajuda, o enfermeiro cuida.

Eles fazem milagres diários, têm sempre uma palavra doce, um olhar que transmite confiança. Enfermagem não é dever, é querer e saber fazer. 

A todos os enfermeiros e enfermeiras, um agradecimento do tamanho do universo! 


"
191,"
Um Genro Maravilhoso


                                    Quem cuida bem da minha filha é meu melhor amigo, é parte da minha família. Felizmente, você tem sido um genro maravilhoso! 

Minha querida filha passa vida sorrindo, transparecendo alegria em todos os momentos e carrega no olhar o brilho da harmonia. Agradeço por tudo que você tem proporcionado a ela e a nós, a toda família! Continue assim, continue feliz!                                


"
192,"
Reconhecer o que meus pais fizeram por mim


                                    Todos os dias penso nos meus pais e em como posso reconhecer tudo que sempre fizeram por mim. Pai, mãe, vocês são tudo para mim!                                


"
193,"
A vida é a maior das dádivas


                                    Não existe privilégio igual àquele que todos os dias nos permite assistir à grandiosidade da criação e dela poder participar. A vida é a maior de todas as dádivas e por ela eu Te agradeço, meu Deus!

Poder levantar pela manhã e contemplar o extraordinário mundo que me rodeia. Poder compartilhar meus dias com pessoas maravilhosas que eu amo e que me amam. Poder sonhar, lutar por esses sonhos, e eventualmente vive-los. 

Tudo isso devo a Ti, meu Deus, e por tudo isso eu Te agradeço com todo o meu coração!                                


"
194,"
Príncipe de minha filha


                                    É muito bom ter você em nossa família! Você é um genro muito especial para todos nós. Muito querido! Encontrar felicidade no rosto de minha filha e saber que você é o grande responsável por isso, enche meu coração de orgulho. 

Sinto segurança e tranquilidade! Sou muito feliz por você demonstrar tanta responsabilidade e amor por essa família, por esse novo lar que está sendo criado por você e minha filha tão amada! Obrigada por fazer parte de nós!                                


"
195,"
Gratidão, minha amiga

 


                                    Sua amizade é tudo para mim! Poder compartilhar meus sucessos e meus fracassos com você é brisa que me alegra o coração. Toda nossa cumplicidade me deixa feliz, porque confio verdadeiramente em você, minha amiga! 

Sinto que lhe devo um “obrigada” a toda a hora por tudo que você me ofereceu até hoje. É que você está sempre disponível quando preciso. Nossa relação não é um faz de conta, não! 

A gente não se junta somente para conversar acerca da meteorologia ou de outras coisas pouco significativas. Nossas conversas são soluções para nossos dias! Obrigada por tudo, minha grande amiga!                                


"
196,"
O Tempo de Vencer na Vida


                                    Quanto mais o tempo passa mais me sinto capaz de vencer na vida e nos obstáculos que vão surgindo. E só posso agradecer por mais um ano de vida repleto de emoções de todo gênero. 

Claro que só eu não teria conseguido superar todas as dificuldades nem vencido todas as batalhas. É por isso que meu agradecimento vai para todas as pessoas que nunca me voltaram as costas e sempre revelaram sinceridade para mim. Agradeço a todos por tudo!                                


"
197,Como demonstrar agradecimento com gestos e frases
198,"
Agradeço ao Meu Amor

 


                                    Agradeço a Deus por cada 
momento que passo com você.
Agradeço a Deus por ter 
conhecido a melhor pessoa do mundo.
Agradeço a Deus por amar 
e sonhar a cada momento 
que passamos juntos; 
a cada momento que parecia ser eterno,
pois estava com você.
Agradeço a Deus por ser 
a pessoa mais feliz do mundo,
pois tenho você ao meu lado.
Mas por que agradecer somente a Deus,
se a pessoa a quem me refiro é você?
Por isso agradeço muito mais a você, 
meu amor, que esteve comigo 
quando eu mais precisei.
Te amo e te agradeço 
por não ter me abandonado!                                


"
199,"
Agradecimento aos padrinhos que estiveram conosco


                                    Aos padrinhos que escolhemos com todo coração por serem pessoas especiais nas nossas vidas, queremos agradecer imensamente pelo apoio e energias positivas que fizeram com que o dia do nosso casamento fosse ainda mais inesquecível.

Nós sentimos todo o amor que vocês emitiram durante o casamento e este sentimento com toda certeza vai ficar guardado no fundo do nosso peito. Não poderíamos ter escolhido pessoas melhores para este momento único. Toda nossa gratidão! Amamos vocês!                                


"
200,"
Não é fácil


                                    Não é fácil
ficar longe de você
Não é fácil aceitar que não
poderei mais te tocar
Não é fácil saber
que você
não voltara pra mim
Não é fácil entender
porque tudo acabou
Não é fácil
pois te amo mais que tudo
Não é fácil
porque foi com você que sonhei ser feliz
Não é fácil porque é
de você que preciso
Não me deixe
Porque não é fácil viver sem você.                                


"
201,"
É bom saber que posso contar com vocês


                                    É sempre bom saber com quem eu posso contar e é por isso que agradeço de coração pela atenção de vocês.                                


"
202,"
A sua amizade é um lugar perfeito


                                    A sua amizade é um lugar perfeito para descansar o coração. Para recuperar energias e enfrentar as dificuldades da vida, e onde vou para celebrar os triunfos que alcanço. 

A sua amizade é rara e inestimável, e por ter vindo enriquecer a minha vida com a sua existência eu só tenho a agradecer!

Obrigada, amiga, pelos preciosos conselhos que na hora certa soube me oferecer. Obrigada por tantas vezes ter juntado seu sorriso ao meu, e tantas outras suas lágrimas às minhas. Obrigada por ter me chamado à razão sempre que foi necessário. 

Obrigada pelo carinho, por toda essa dedicação. Obrigada pelas horas de confidências e pela confiança que depositou em mim. Obrigada por nunca me censurar e mesmo na loucura não ter duvidado de mim. Obrigada por tudo, minha querida amiga! Eu te adoro!                                


"
