,0
63,"
O nosso amor


                                    Eu não sei dizer quando o amor entre nós surgiu, mas posso afirmar que ele chegou para ficar eternamente nas nossas vidas. Ao escolher você para ser minha esposa, eu tomei uma decisão muito acertada. Você é uma companheira que cuida de mim todo o tempo e eu não poderia encontrar alguém assim em outro lugar.

Obrigado por fazer de mim o homem mais feliz do mundo! 


"
64,"
Minha Mãe, Minha Vida


                                    O amor que sinto por você é capaz de mudar o mundo, minha mãe! Não existe nome para o sentimento que me une a você. Amor é pouco para definir o que sinto pela pessoa mais importante de minha vida: você. O orgulho que tenho em você é do tamanho do mar onde todo mundo se refresca. Nunca conheci alguém tão guerreiro e tão batalhador como você. Nem em filme ou seriado. Você é a heroína de minha vida.

Sinto que nunca serei capaz de demonstrar tudo o que me liga a você. A vida foi mesmo muito boa para mim. Ter uma mãe que nem você é a maior dádiva que alguma vez poderia desejar. Parece que tudo pode acontecer comigo porque sei que você estará a meu lado sempre para juntos combatermos o que quer que seja. Essa segurança, esse abraço eterno que você me dá é que nem um barco que me leva sempre a bom porto. Amo você até às estrelas no fundo mar!                                


"
65,"
Eu Vou Sempre Amar Você


                                    Eu sei que minha vida será sempre ao seu lado. Nada nem ninguém poderá levar você de mim. Só assim sou feliz; só assim me sinto em paz. Juntos tudo será belo, lindo e inesquecível. 

Eu te amo e amarei até ao final dos meus dias. Sinto vontade de abraçar seu corpo, de beijar seu rosto e de gritar bem alto “te amo!”. Você é o amor da minha vida, a razão de sonhar bem alto todos os dias.                                


"
66,"
Seu Amor Incondicional Me Encanta


                                    Custa-me ainda acreditar que alguém me amaria desse jeito intenso e especial. Você entrou na minha vida tão delicadamente que quando dei por mim já estava totalmente encantada por tudo que vinha de você, do sorriso às mais belas palavras.

Nosso amor sempre caminhou em direção ao crescimento, hoje consigo perceber a real definição do amor incondicional e por tudo isso eu agradeço imensamente a você. Meu suporte para todas as necessidades, sua presença completou em mim todos os espaços vazios e sem vida.

Me encanta sua forma única de me amar e tenho sempre comigo em pensamento, cada jeitinho seu de demonstrar sua dedicação e carinho por mim. Com você aprendi o estado mais lindo do amor, aquele sem precedentes, repleto de muito afeto e admiração.

Espero retribuir cada gesto recebido e todo o amor que um dia já me foi dado. Saiba que também amo você incondicionalmente e pretendo passar o resto da minha vida ao seu lado.                                


"
67,"
Eu te Amo Sabia


                                    Engraçado, eu te amo, sabia?
Mas engraçado por quê?
Não é tão simples amar?
Talvez eu ache engraçado
Esse seu jeitinho
Que faz tão de repente.

Eu não te entendo, sabia?
Mas talvez nem eu me entenda!
Não sei se é porque te amo 
E não sou amado... 
Mas o que importa?
O Sol aquece e não é aquecido!

Você é linda, sabia?
Linda, mas como é ser linda?
É ser como a Primavera 
Que ignora seu encanto,
É ser como a rosa 
Que ignora seu perfume...
É ser como você!

E como é você?
É simples como um sorriso, 
Humilde como a prece!

Você me dá felicidade, sabia?
Felicidade, mas o que é felicidade?
É esse seu sorriso lindo, 
É essa sua voz que me dá vida!
Foi um dia te encontrar e te amar!

Mas, por que te amo?
É porque meu coração palpita 
Quando te vê, é porque 
Meus olhos procuram os seus,
É porque minhas mão ficam frias 
E só se aquecem com as suas,
É porque o sorriso só reina 
Em meus lábios quando tenho você,
É porque te amar é viver!
E é por isso que estou vivo!

E como é viver? É ter esperança 
Que um dia vai me amar,
É ter a luz do teu olhar,
Enfim, viver é te amar!

E o que é Amar?
É sentir uma ternura infinita,
É sentir ser o cravo mais bonito,
É sentir ser sublime como a prece,
É sentir ser puro como as nuvens,
É sentir-se suave como a brisa,
É sentir-se lindo como o céu...
É sentir você em meu coração!

Eu estou chorando, sabia?
Chorando, mas por quê?
Porque estou feliz!
E quem está feliz chora?
Chora sim!
E por que estou feliz?
É porque eu te amo!
Você não sabia?                                


"
68,"
Com você sonho dormindo e acordada, meu bebê


                                    Desde o dia em que soube que estou grávida de você, meu filho, que vivo sonhando, acordada e dormindo, com o seu rostinho. Sonho e espero com muita ansiedade pelo dia em que vou pegar seu corpinho nos meus braços, em que verei seu doce sorriso.

Você é o meu sonho e a minha realização, e desde o dia que soube que carregava você no meu ventre que amo você incondicionalmente, meu bebê!                                


"
69,"
Dizer por escrito o quanto amo você


                                    Meu amor, hoje escrevo para lhe dizer mais uma vez quanto amo você! É apenas uma forma diferente de declarar o meu amor e a minha felicidade por ter o melhor namorado do mundo.

Não sei o que nos espera amanhã e, na verdade, ninguém pode dizer que sabe. Apenas posso desejar que o futuro nos mantenha unidos e felizes para sempre, e esperar que esse sonho se torne realidade.

Mas seja o que for que a vida tenha guardado para nós, eu serei feliz por tudo o que já vivemos, e por amar você como eu amo. E este, meu bem, é um amor que durará toda uma vida, toda eternidade, pois ele é maior que o tempo. Eu te amo!                                


"
70,"
Mais importante do que o amor


                                    Mais importante do que amar com todas as forças, da forma como eu amo você, é saber que este amor é para sempre. E eu acredito vivamente nisso por tudo o que você significa para mim. Você não é apenas o meu namorado, mas também meu companheiro, meu melhor amigo, meu bom confidente. Minha vida sem você perderia todo o sentido e eu sou muito feliz em ter você do meu lado.                                


"
71,"
Meu bebê grande


                                    Meu filho, meu amor, hoje você se tornou nessa pessoa incrível, nesse homem maravilhoso e lindo, mas para sempre você será o meu bebê, e para sempre eu envergonharei você em público apertando sua bochecha e dizendo o quanto o amo.

Você é o meu maior sonho realizado, e ter assistido ao seu crescimento foi a maior alegria. Você é um filho exemplar que sempre encheu meu coração de orgulho e felicidade. Obrigada por ser tão maravilhoso! Eu te amo, meu filho, meu bebê grande!                                


"
72,"
Penso em ti


                                    Penso em ti ao entardecer. 
Penso em ti ao amanhecer. 
Penso em ti a cada instante, 
Cada minuto da minha vida.
Sou tua mais do que pensas, 
És meu mais do que imaginas.
Se agora estamos separados 
Não é por acaso.
Temos que passar por isso 
Para amadurecermos. 
Crescer e ser mais humilde 
Será nossa meta. 
Será com o sofrimento 
Que iremos aprender.
E se um dia ficarmos juntos, 
Saberemos que nada, 
Nem ninguém, irá afetar 
O nosso Amor!                                


"
73,"
Eu te Amo Mil Vezes

 


                                    Eu te amo! Posso imaginar mil coisas diferentes para falar, mas tudo se resume ao sentimento que nos mantém unidos. Você é tudo que sempre desejei e sonhei ter ao meu lado na vida! 

Quero que você saiba que nunca vou deixar que nada nos separe. Você será sempre a pessoa mais importante do meu coração. Eu te amo e isso jamais irá mudar!                                


"
74,"
Amada esposa e mãe


                                    Amada esposa e mãe, é com o coração transbordando de orgulho, alegria e muito amor que hoje nós lhe dedicamos esta pequena homenagem; e lhe desejamos um feliz Dia das Mães!

Você é uma esposa e uma mãe amorosa, carinhosa, atenta e um exemplo de mulher. Em seu coração grande e paciente cabem todos os nossos, e todo o nosso mundo. Nós amamos muito você, e agradecemos por tudo!                                


"
75,35 declarações de amor apaixonantes para você se inspirar
76,"
Você é o que eu preciso para ser feliz


                                    São poucas as coisas que eu preciso para ser feliz: basta a companhia da pessoa certa e um dia pela frente para dar e receber amor.

Por isso, a cada manhã que nasce sinto que tenho a vida que sempre quis ter. É esse o efeito de  estar apaixonada por um homem que me compreende, me enche de muito carinho e cuida do meu coração como se ele fosse uma pedra preciosa.                                


"
77,"
Meu pedaço de céu na terra, meu grande amor


                                    Você é o melhor namorado do mundo, mas é também meu amigo, meu companheiro de aventuras, meu pedaço de céu na terra, meu grande amor na vida. Amo você daqui até ao infinito! 

Ao seu lado sou feliz e meu objetivo é fazer tão feliz como eu sou. E porque você existe e é meu namorado sei que não há nada capaz de roubar meu sorriso.                                


"
78,"
Amar você para todo sempre


                                    Há algo de trágico que me assola a alma sempre que penso dizer que amo você. Porque dizer que amo você parece pouco para tanto que eu queria falar. Por isso, eu entrego meu coração, beijo seus lábios e prometo a toda hora que quero ficar ao seu lado eternamente.

Os meus sentimentos são grandes demais para me caberem no peito. São divinos, como se me tivessem sido esculpidos por dentro. Estou irremediavelmente condenada a amar você de forma perpétua. E isso me deixa incrivelmente feliz.                                


"
79,"
O maior amor do mundo


                                    Sinto amor fervendo em meu peito. Meus olhos, agora húmidos, estão brilhando que nem estrelas no céu. Até minha voz respira glória e paixão. Nunca tive tanta felicidade em minha vida inteira. O que sinto por você, meu filho amado, é o maior amor do mundo. Um amor sem limites. Seu pai vai sempre olhar por você, cuidar de você. Agradeço a Deus por seu recente nascimento tão saudável.

Sou um novo homem. Tenho em mim todas as forças da natureza e vou lutar por fazer de meu neném, um menino alegre e um homem com princípios e cheio de amor para dar. Esta é a maior bênção que Deus me ofereceu. Sinto até que sou um privilegiado, sabe? 

Não vejo a hora de você crescer ao ponto de poder sentir todas estas palavras. Palavras escritas com todo o sentimento e verdade por meu coração.

Obrigado, meu neném, por fazer de mim o pai mais feliz e mais orgulhoso de sempre.
Vou sempre amar você.
Beijo.                                


"
80,"
O meu amor por você


                                    Falam de amor como se fosse uma coisa simples. Gastaram a palavra, o conceito, sujaram o sentimento. Agora que eu queria expressar o que sinto por você, desejaria poder inventar um termo novo, original, que ainda não foi usado, só para você.

Pois o que eu sinto é amor, mas não esse que começa e logo acaba, ou que trai, ou que não respeita. O meu amor não quer exigir o seu, ou impedir sua liberdade ou identidade. O meu amor por você é puro, descomplicado, altruísta, sincero e principalmente eterno e incondicional! Eu te Amo!                                


"
81,"
Eu preciso de você


                                    Eu amo tanto você que para o simples ato de existir eu preciso de você. Pois meu coração eu lhe dei, assim como o poder de me fazer feliz. Por isso não vivo, nem jamais serei feliz se não tiver você do meu lado. É simples: você é tudo para mim!                                


"
82,"
Meu amor por você é tão lindo e forte


                                    Todos os dias quando acordo, mesmo antes de abrir os olhos, é seu rosto que eu vejo, é sua voz que eu escuto, pois você está presente mesmo quando está ausente. 

Penso em você a toda a hora e quando meu mundo parece querer desabar, é na sua memória que eu vou buscar forças para continuar.

Meu amor por você é tão lindo e forte que só mesmo por amar você eu já sou uma pessoa melhor e mais capaz. E compartilhando a vida com você sou imparável. Eu te amo!                                


"
83,"
Eu te amo cada dia mais

 


                                    Antes de conhecer você 
Eu não sabia o que era rir à toa
Eu desconhecia o amor à primeira vista,
Pensava que era coisa de novela.
Também não sabia que a saudade
Roubaria minhas noites de sono.

Antes de conhecer você 
Eu não sabia o que era o amor.
Mas hoje eu amo tanto você
Que acho que uma vida só
Não é suficiente para esse amor
Que pulsa em meu peito.

Tenho medo que uma separação
Me tire o prazer de viver
Sem você, sem seus beijos, 
Seus abraços, seu amor,
Mas acho que o amor é isso, 
É ter medo de perder!

Você entrou na minha vida 
E a roubou para você
Estou em suas mãos
E em seus braços. Somos um só, 
E eu que não sabia o que era 
Ser um só até o dia em que 
Me perdi em você.

Eu te amo cada dia mais!
Eu te amo mais do que tudo!
Não me deixe nunca, 
Me ame sempre!

Eu desejo de todo coração
Que sejamos para sempre 
Um só coração, uma só alma.
Eu te amo!                                


"
84,"
O sentimento mais puro


                                    Quando vejo você e não posso dizer tudo o que eu sinto, eu me sinto envergonhada de mim mesma, me sinto triste, e me sinto chateada. Por não poder contar o que eu sinto, por sofrer sozinha, e carregar toda a culpa de ter me apaixonado acidentalmente por você.

Eu sinto vontade de dizer o quanto eu te amo e o quanto eu quero ficar ao seu lado sempre e sempre, e que você é tudo pra mim. Mas a declaração de amor perfeita seria dizer que estou completamente apaixonada por um amigo. O que eu sinto ninguém pode falar por mim, quando te vejo, meu coração acelera, eu começo a suar, vem o nervoso, pernas tremendo, enjôo, ansiedade, alegria e meus olhos brilham. Eu não consigo disfarçar e tudo o que eu quero é estar ao seu lado sempre que você precisar, te ajudar de todas as maneiras possíveis, te fazer feliz até o último dia. Passar a vida me dedicando a você. Mas é tudo uma ilusão, eu sei que nada disso irá acontecer, então eu devo seguir minha vida, mais como? 

É tão dificil esquecer que você existe, mesmo com tantos problemas em mente eu ainda tenho um tempo para pensar em você, e imaginar coisas que eu sei que jamais irão acontecer. Mas eu espero, eu vou esperar isso tudo passar, e assim vou poder olhar nos seus olhos e chamar-te de melhor amigo.

(Stephanie)
(Bizarre Life)                                


"
85,"
Este amor que eu sinto por você


                                    Tento encontrar os motivos que fazem com que eu te ame tanto, meu querido, mas eles são muitos e tão complexos que eu prefiro dizer que sou grata por ter você em minha vida.

Sim, eu sou verdadeiramente feliz porque você está do meu lado e tudo à minha volta ganha mais sentido quando você está por perto. É neste caminho que eu quero continuar eternamente, provando diariamente desta paixão que faz de mim uma mulher completa. 


"
86,"
A Minha Nova Vida Feliz


                                    Você enche meu coração de felicidade! Desde que estamos juntos – e isso é pouco tempo, minha vida melhorou muito. Acordo sempre com energia positiva e desfruto de todos os momentos com uma intensidade e alegria contagiantes. 

E a responsabilidade é sua, meu amor! Só espero que você identifique e reconheça o carinho que sinto por você. Eu te amo de verdade, meu bem, e só quero ser feliz todos os dias do seu lado.                                


"
87,"
Chamas da Paixão


                                    Olhares que enfeitiçam
Pequenos gestos que seduzem...
Desejos em chamas,
Corpos inquietos
Em que as chamas dos desejos
Faz queimar em delírios.
Chamas da Paixão
Que brinca com a sedução,
E faz dos desejos
Detalhes principais
De momentos inesquecíveis.
Beijos já não são inocentes
São caminhos para o infinito,
Onde o prazer da paixão
Enlouquece o tempo.
Fantasias alucinantes
Que surpreendem a imaginação.
São momentos de murmúrios
Que desejos são os únicos alvos.
Paixão...
Algo incontrolável,
Sentimento que não há explicações,
Que pode passar ou marcar um destino.
Chamas de dois mundos
Transformando-se em um...
Chamas que ardem os sentidos,
Metamorfose de sentimentos
Causada por
Chamas da Paixão.

(Declaração de Amor)                                


"
88,"
Uma declaração de Amor


                                    Podem existir mil obstáculos, mas nada fará com que meu amor por ti morra. Atravessarei até os maiores mares, mas não existirá água suficiente que afogue o amor que sinto por você.

Subirei até a montanha mais alta do mundo, só para te ver, e de lá gritarei seu nome para ver se me ouve, e se me ouvires, direi uma só frase: Eu te amo.

E quando o vento passar, levará consigo o que eu disse, e quando ele soprar em seu ouvido, escutarás junto ao vento: Eu te amo.

E toda vez que o vento soprar em seu ouvido, não será só apenas o vento, mas eu dizendo que te amo.

(Sílvio César Rabêlo Lopes)                                


"
89,"
Meu amor, você me completa


                                    Meu amor, hoje eu sei que antes de você chegar à minha vida eu apenas existia, e nem suspeitava o que era viver realmente. 

Agora quando olho para trás entendo tudo que estava perdendo, tudo que faltava ao meu mundo antes de você fazer parte dele.

Hoje sou mais feliz e olho o futuro com esperança. E apenas lamento não ter conhecido você mais cedo, pois todo o tempo do mundo é pouco para amar você! 

Te amo!                                


"
90,"
Quando sonhava em me apaixonar


                                    Quando sonhava me apaixonar
Sonhava que com esse alguém
Ia poder rir ou chorar
Que estaria à vontade para brincar 
Ou dizer coisa séria
Que nos olhos dessa pessoa eu 
Enxergaria minha beleza
Que me orgulharia do seu jeito de ser
Que nos respeitaríamos mutuamente
Que nos escutaríamos com atenção
Que tudo faríamos para passar 
Um segundo que fosse juntos, e
Que seríamos a prioridade um do outro.

Quando eu sonhava em me apaixonar
Eu sonhava com você e não sabia,
Pois com você tudo isso acontece.
Sorrio só de pensar em você
E por você me esforço para ser 
Uma pessoa melhor.
Um segundo longe de você e 
Meu mundo desaba, pois só sou 
Feliz com você do meu lado, pois só
Sou feliz porque amo você!                                


"
91,"
Dizer que te amo


                                    Tudo começou quando não conseguia mais tirar você da minha cabeça. O dia todo era sua imagem que sempre aparecia em minha mente. Mas por quê? Não sabia se era apenas desejo, uma atração, um fascínio momentâneo ou algo mais.

Apenas sei que penso em você o tempo todo, que quero você perto de mim, que você exerce profunda atração sobre mim. Apenas sei que quando você está perto não existe mais nada além de nós. Que o futuro só existe se você estiver lá. Que quando você está longe tudo perde a cor, o sabor e a alegria. 

Sim, talvez seja mais fácil simplesmente dizer que eu amo você!                                


"
92,"
Quero você até o fim dos meus dias!


                                    Nunca imaginei que pudesse sentir tanto amor em minha vida. Ter você ao meu lado intensificou ainda mais os bons sentimentos que existiam dentro de mim e me trouxe uma felicidade plena, que jamais pensei que poderia usufruir.

Meu amor por você é tão intenso que consegue suavizar todos os seus defeitos, unindo perfeitamente a nossa amizade com uma boa dose de intimidade e muito respeito. Ao seu lado tive oportunidade de viver os melhores momentos da minha vida, ter um namorado como você é muito mais que um privilégio, foi o maior presente que recebi da vida!

Espero ter a sua companhia até o fim dos meus dias, quando eu estiver bem velhinha. Fazer qualquer coisa com você torna o meu dia muito mais divertido, espero que o título de namorados permaneça para sempre no nosso relacionamento, pois você é o meu amor eterno!                                


"
93,"
O acaso mais feliz da minha vida


                                    Fomos unidos por um belo acaso que parecia já estar destinado de tão perfeito que se tornou. Te amo!                                


"
94,"
Eu amo você hoje e sempre


                                    Não importa a distância que nos separa, pois em algum lugar dentro dos nossos corações existe um amor que nos mantém unidos, perfeitamente achegados, e cada vez mais vinculados emocionalmente.

Mesmo longe dos meus olhos e perante a ausência do seu toque, sinto sua presença em todos os momentos. Eu amo você hoje, e tenho certeza que o farei para todo sempre.                                


"
95,"
Um pedido ao seu coração


                                    Existe sempre um forte motivo para que uma linda história de amor comece. Dois olhares que se sutilmente se cruzam, dois sorrisos que naturalmente se complementam. Duas vidas que por mero acaso se encontram, duas almas que por cumplicidade se atraem. Do nada e de repente, vários sentimentos podem surgir e por isso, hoje quero simplesmente explicar o que sinto por você.

Não me interessa conhecer as razões que trouxeram você até mim, nem saber o momento em que percebi que você já era parte importante da minha vida. O que eu desejo apenas, é que o que está acontecendo entre nós se possa transformar em uma história de verdadeira paixão. O que eu realmente mais quero é que possamos ir além da amizade que nos une e que ambos desfrutemos de uma vida de amor que nos preencha e nos faça felizes.

Em meu coração é como se isso já fosse uma realidade. E o seu, o que tem para me dizer?                                


"
96,"
Eu te Amo, Meu Mundo


                                    Eu amo você mais do que qualquer coisa no mundo. E faria tudo para ver você feliz e em paz. Acho que tenho o namorado mais lindo que existe: por dentro e por fora você é belo demais. 

E é por esse jeito maravilhoso e por esse coração cheio de bondade que prometo amar e cuidar de você até ao infinito do nosso amor. Te adoro, meu bem!                                


"
97,"
Não posso tirar meus olhos de você


                                    Se sempre que olho nos seus olhos, você prende minha atenção, não há outro lugar onde eu vou querer estar a não ser a seu lado. É o seu jeito de sorrir que é demasiado cativante, é a sua forma de falar que me deixa encantado. Você é linda, simplesmente linda e palavras são poucas para definir o quanto.

Imagino a toda a hora você bem perto de mim e acredite que nos meus sonhos não há quem me faça mais feliz. Por isso peço, imploro que sua vontade seja ficar um pouco mais e deixar que uma história de paixão possa começar entre nós.

Deixe que o meu olhar percorra sua alma, descubra os traços cativantes da sua vida e fale tudo o que eu não consigo dizer. Dê uma chance aos meus genuínos sentimentos, pois eles só querem fazer você se sentir uma mulher verdadeiramente amada. 


"
98,"
Uma maravilhosa esposa que dá sentido à minha vida

 


                                    Minha querida e maravilhosa esposa, você merece o melhor de mim e que eu lute todos os dias para que seu sorriso jamais se esgote. 

É meu dever retribuir o amor e o carinho que sinto da sua parte dia após dia. E quero muito que tudo que nos une fortaleça nosso amor cada vez mais.

Ao seu lado eu tenho vivido momentos especiais, e você se tornou imprescindível para minha felicidade. 

Obrigado por ser uma mulher tão maravilhosa e por dedicar seu tempo a cuidar do meu coração. Ele é seu para sempre, pois mais ninguém além de você consegue dar sentido à minha vida. Te amo!                                


"
99,"
Eu te amo, meu maravilhoso e perfeito namorado

 


                                    Perfeitos são os dias e ainda mais são as noites, desde que você veio preencher minha vida de felicidades indescritíveis, inumeráveis. Eu te amo, meu namorado!

Você sempre foi maravilhoso, perfeito em todos os aspectos, com sua maneira de estar e ser tão especial, e principalmente na forma como me trata, no amor, carinho e atenção que me dedica.

Você está, e eu também vou estar, sempre presente, constantemente honrando esse intenso amor que me liga a você e me faz tão feliz!                                


"
100,"
Foi amor à primeira batida do seu coração


                                    Durante toda a vida conheci vários tons do amor, e até há pouco tempo pensei que conhecera todos. Mas como estava enganada, pois amor igual ao que sinto agora por você, meu filho, jamais sonhei que fosse possível existir.

Você me conquistou ao primeiro bater do seu coraçãozinho; foi amor à primeira batida. Você me transportou para um mundo de sensações novas e maravilhosas.

E como é poderoso e incondicional este amor que sinto por você, que sem pensar duas vezes daria minha vida se ela pudesse salvar a sua. Eu te amo, meu filho!                                


"
101,"
Sorrio de amor sincero e verdadeiro


                                    Todos os dias você é meu sorriso mais belo e expressivo. Sorrio quando estou só, quando tenho companhia e até dormindo. Sorrio de felicidade, de esperança, de entusiasmo. 

Sorrio apenas por pensar em você, por escrever seu nome, por ler suas mensagens. Sorrio de amor sincero e verdadeiro, aquele que bate no meu peito desde que conheço você.

Amo você com toda minha alma, com todo meu corpo, e tenho certeza que nunca ninguém amou desse jeito com eu agora amo você. Pois esse amor chega a doer quando você está longe, e é aí que então sorrio de saudades... Te amo!                                


"
102,"
Ainda quero te amar por muitos outros anos…


                                    Hoje acordei com vários pensamentos rondando a minha cabeça, mas o mais intenso deles foi como conseguiria expressar meu amor por você de uma forma diferente. Mesmo depois de tantos anos de namoro, a vontade de surpreender você nunca sai de mim e hoje ela cresceu tanto e parece não ter mais fim.

Por isso pensei em escrever não sobre tudo que já vivi, e sim sobre o que eu espero do nosso futuro e como ainda quero te amar por muitos outros anos. Quero dizer como o meu amor por você é intenso, que ele domina a minha mente durante praticamente todo o dia e como este amor transformou a minha vida de uma forma muito positiva.

E é através destes momentos tão lindos que hoje tenho a certeza que quero passar o resto dos meus dias ao seu lado. Quero dar a você todo este amor que está aqui dentro, dividir com você esta felicidade imensa e continuar a amar você por muitos e muitos outros anos…                                


"
103,"
Amo tanto você



"
104,"
A partir de agora, eu sou tua

 


                                    Na saúde e na doença, na alegria e na tristeza, para todo o sempre, a partir de agora eu sou tua. Sou tua mulher, sou tua amiga, sou tua amante, sou tua confidente. Eu sentirei cada suspiro teu, cada batida do teu coração. 

A nossa vida começou agora e a partir deste momento, o meu amor pertence a ti. O meu lugar é ao teu lado, desse momento em diante. 

Eu te dou a minha mão e a minha alma, com todo o meu coração. Eu prometo te amar e te respeitar por todos os dias da nossa vida. Tu me fazes acreditar no amor, me fizeste subir ao altar do amor! O nosso amor foi abençoado, e eu vivo para ser feliz contigo. 

A partir de agora e enquanto nós vivermos, nós seremos parte um do outro. O meu amor vai ser teu até o meu último suspiro de vida, e depois da vida, eu serei tua por toda a eternidade, de agora em diante.  

Eu te amo!                                


"
105,"
Uma Promessa de Amor Eterno


                                    Meu coração bate forte por você, meu amor! Sinto que a cada dia nossa ligação se fortalece, e tenho certeza que o mundo inteiro podia estar caindo que nossa história de amor acabaria por sobreviver. 

E isso só acontece porque temos um sentimento raro e eterno. Eu prometo que farei de você a pessoa mais feliz e realizada que o mundo já conheceu! Te amo incondicionalmente e para sempre!                                


"
106,"
Tenha cuidado com o meu coração 


                                    Acho que você ainda não percebeu o risco que representa para mim. Você e o seu sorriso encantador podem arrebatar o meu coração. O seus lábios rosados podem me fazer me perder a cabeça. As suas palavras doces e o seu jeito delicado de mexer as mãos me fazem perder a concentração. Eu me perco no som da sua voz, e apenas me deixo levar pela melodia das suas frases, das suas perguntas e exclamações. Será que você me acha um bobo?

Eu sou capaz de me dar inteiro a você, só lhe peço que tenha cuidado com o meu coração. O meu coração é frágil e não quero que ele se parta, não quero que se estilhace como uma taça de cristal e derrame todo esse vinho que aquece o meu corpo e embriaga a minha alma.

O dou o meu coração a você, mas me prometa que cuidará bem dele. Me garanta que cuidará bem do meu amor, e assim eu posso me perder tranquilamente no seu olhar e com o seu beijo.                                


"
107,"
As Melhores Sensações do Mundo, Amor


                                    Meu amor,
Você me faz tão feliz! Quando estamos juntos sinto que sou invencível e que todos meus sonhos vão acabar por se realizar um dia. 

Você me dá força para despertar com um sorriso de orelha a orelha e me oferece o sentimento mais poderoso que existe: o amor! Todos os dias descubro o caminho para a paz e harmonia, para a alegria e a realização pessoal! 

Todos os dias sou feliz porque você está do meu lado e sinto sua proteção em qualquer instante. Você provoca as melhores sensações do mundo no meu coração. E eu te amo; meu amor, eu te amo!                                


"
108,"
Você é o meu mundo


                                    Todos os dias agradeço a Deus por ter colocado você na minha vida! Você é o meu mundo, a razão do meu sorriso e dos meus sonhos; o significado maior da minha existência.

Você me faz feliz como eu nunca imaginei ser possível. Cada segundo ao seu lado é um tesouro que eu quero guardar para sempre na memória, e desde que você caminha ao meu lado já não existem solidão, tristeza ou desânimo.

Agradeço a Deus por você, pelo nosso amor, pelo nosso companheirismo, mas também agradeço a você, por ser quem é e por me fazer tão feliz. Eu te amo!                                


"
109,"
Eternos Namorados


                                    Eu não consigo mais viver sem respirar o mesmo ar que você. Não dá mais para acordar sem sentir seu cheiro, seu toque no meu rosto. Eu quero cuidar do seu coração e da sua vida; quero fazer parte dos seus sonhos. 

Preciso de você para sentir que consigo avançar, que consigo me realizar. Prometo que ao meu lado tudo será perfeito, lindo, intenso. Você é tudo para mim: minha alegria e meu destino. Te adoro.                                


"
110,35 frases apaixonantes de amor verdadeiro
111,"
Eu te amo, meu filho, hoje e para sempre


                                    Hoje eu não sou uma, sou duas. No meu corpo batem dois corações e lateja um amor impossível de descrever, avassaladoramente intenso!

Hoje eu sou vida que gera vida, e em mim meu bebê se desenvolve, em meu ventre ele medra diariamente, e em meu coração se cimenta um amor que será eterno, incondicional. Meu filho, por você eu vivo, e por você espero ansiosa e feliz, neste sublime estado de vida. Eu te amo, meu filho, hoje e para sempre!                                


"
112,"
Amor da minha vida


                                    Só tenho uma vida, e nessa vida só tenho um amor, você! Mas sei que mesmo que tivesse mais vidas, você continuaria sendo meu único amor.

Você é tudo que sempre sonhei. Minha alegria de viver, minha razão para sorrir, meu amor maior que a vida. Apenas lamento não ter conhecido você mais cedo, pois todo tempo do mundo é pouco para amar você. Ao seu lado eu quero a eternidade, pois você é tudo para mim, o grande e único amor da minha vida!

Veja mais Mensagens para Amor da Minha Vida 


"
113,"
Carta de amor para meu namorado


                                    Meu amor, depois de muita reflexão, de muito esforço para tentar encontrar as palavras certas, as melhores, as mais perfeitas, para devidamente lhe explicar o que sinto por você, descobri que não existe nada melhor que dizer: “Eu te amo!”.

E o que realmente importa não são as palavras, mas o sentimento e o que fazemos com ele. O que importa é que desde que você faz parte da minha vida, meu coração já não conhece a tristeza, o desânimo ou o pessimismo. 

Com você passei a ver o mundo com olhos coloridos, e o simples fato de você existir é motivo para meus olhos brilharem. Você não mudou só meu mundo, você se transformou no meu mundo!

Com isto, meu amor, quero dizer que eu amo você, amo nosso amor, amo namorar você! Não existe melhor lugar em todo universo do que aqui ao seu lado, meu perfeito namorado!                                


"
114,Meu coração é só seu
115,"
Com amor para filho e nora


                                    Desde o dia em que conheci você, minha nora, soube que meu filho estava me dando mais um presente na vida. Mulher maravilhosa, esposa dedicada e nora amorosa, você se tornou em uma filha para mim. E os dois, juntos ou em separado, são a razão do meu sorriso, do meu orgulho e de um grande amor. 

Amo muito vocês, e desde o início só têm me dado alegrias! Que assim continue a ser sempre, e que Deus os abençoe com muito amor, companheirismo, paciência, harmonia e paz!                                


"
116,"
Mensagem de amor anônima


                                    Você sabia que faz um coração tremer toda vez que passa por você? Essa mensagem é somente para que você saiba que é admirado e amado por alguém. Eu acho que o nosso coração sabe das coisas, e não acho que ele crie paixões ao acaso. Não acredito no acaso! Por exemplo, acho que não foi por acaso que você começou a ler essa mensagem…

Sim, eu gosto de você e não é por acaso. Eu gosto de você porque você é atraente, inteligente, engraçado e muito charmoso. Eu gosto do seu sorriso e do seu jeito de andar. Eu gosto da sua personalidade e tenho muita vontade de conhecer mais motivos para gostar de você.

Eu penso em você todas as noites quando vou dormir, e às vezes até perco o sono. Para conseguir adormecer, começo a contar carneirinhos, mas quando adormeço, sonho com você e acordo com você no meu pensamento.

Eu preciso que você saiba do meu sentimento por você, e preciso também saber se é recíproco ou se um dia pode ser. Eu espero por você.                                


"
