,0
48,"
Sentimento sem Explicação


                                    Você tem de ser mais forte do que nunca! Somos amigas, as melhores amigas, por isso confie no que estou falando. Você é maravilhosa, uma mulher incrível e chegou a hora de demonstrar que não estou errada. 

Sua relação amorosa acabou! Chegou ao final. E você tem de superar o que agora parece não ter compreensão. Mas o amor é mesmo assim! Tem um hora que algo fica vazio no coração e não percebemos o motivo. 

Na verdade, os sentimentos não carecem de explicação! Eles vêm e vão sem avisar. E você só pode controlar o amor que tem por você mesma! Demonstre-o agora, amiga! Força!                                


"
49,"
Mãe, eu sou o que você fez de mim

 


                                    Mãe,

Eu demorei para ver
Que eu não seria eu
Se antes de mim
Não houvesse você
Para me fazer assim

E mesmo que pense
Que só eu penso assim
Relembro que foi você
Que se doando me disse
“Nada me dá mais orgulho 
Que saber que você veio de mim”

O seu amor sem limites
Me preparou para o mundo
Com carinho e firmeza
Mostrou o que era importante
E encontrar meu futuro

É impossível devolver
Todo amor que recebi
Mas com uma coisa pode contar,
Você é a mãe que eu sempre quis
E eu prometo tentar
Fazer de tudo para vê-la feliz.                                


"
50,"
Apoio Incondicional para Filho


                                    Não quero mais ver você desse jeito, meu filho! Ninguém merece tanto sofrimento, tanta dor, tantas lágrimas. É hora de enfrentar a verdade, de aceitar que às vezes a realidade é dura e difícil. 

E acredite que o amor nem sempre é justo. Ninguém é obrigado a amar alguém, por isso entenda que não vai dar certo! Um dia quem sabe vocês não voltam. Sim, porque se o sentimento existe, se a relação for verdadeira não adianta fugir, pois ninguém consegue escapar das garras de um grande amor! 

Mas agora, por favor, se valorize, meu filho! Eu te amo e estarei sempre do teu lado!                                


"
51,"
Vantagens de Ser Bobo


                                    O bobo, por não se ocupar com ambições, tem tempo para ver, ouvir e tocar o mundo. O bobo é capaz de ficar sentado quase sem se mexer por duas horas. Se perguntado por que não faz alguma coisa, responde: ""Estou fazendo. Estou pensando.""

Ser bobo às vezes oferece um mundo de saída porque os espertos só se lembram de sair por meio da esperteza, e o bobo tem originalidade, espontaneamente lhe vem a idéia.

O bobo tem oportunidade de ver coisas que os espertos não vêem. Os espertos estão sempre tão atentos às espertezas alheias que se descontraem diante dos bobos, e estes os vêem como simples pessoas humanas. O bobo ganha utilidade e sabedoria para viver. O bobo nunca parece ter tido vez. No entanto, muitas vezes, o bobo é um Dostoievski.

Há desvantagem, obviamente. Uma boba, por exemplo, confiou na palavra de um desconhecido para a compra de um ar refrigerado de segunda mão: ele disse que o aparelho era novo, praticamente sem uso porque se mudara para a Gávea onde é fresco. Vai a boba e compra o aparelho sem vê-lo sequer. Resultado: não funciona. Chamado um técnico, a opinião deste era de que o aparelho estava tão estragado que o conserto seria caríssimo: mais valia comprar outro. Mas, em contrapartida, a vantagem de ser bobo é ter boa-fé, não desconfiar, e portanto estar tranquilo. Enquanto o esperto não dorme à noite com medo de ser ludibriado. O esperto vence com úlcera no estômago. O bobo não percebe que venceu.

Aviso: não confundir bobos com burros. Desvantagem: pode receber uma punhalada de quem menos espera. É uma das tristezas que o bobo não prevê. César terminou dizendo a célebre frase: ""Até tu, Brutus?""

Bobo não reclama. Em compensação, como exclama!

Os bobos, com todas as suas palhaçadas, devem estar todos no céu. Se Cristo tivesse sido esperto não teria morrido na cruz.

O bobo é sempre tão simpático que há espertos que se fazem passar por bobos. Ser bobo é uma criatividade e, como toda criação, é difícil. Por isso é que os espertos não conseguem passar por bobos. Os espertos ganham dos outros. Em compensação os bobos ganham a vida. Bem-aventurados os bobos porque sabem sem que ninguém desconfie. Aliás não se importam que saibam que eles sabem.

Há lugares que facilitam mais as pessoas serem bobas (não confundir bobo com burro, com tolo, com fútil). Minas Gerais, por exemplo, facilita ser bobo. Ah, quantos perdem por não nascer em Minas!

Bobo é Chagall, que põe vaca no espaço, voando por cima das casas. É quase impossível evitar excesso de amor que o bobo provoca. É que só o bobo é capaz de excesso de amor. E só o amor faz o bobo.

(Clarice Lispector)                                


"
52,"
A Dor de não ser Correspondida no Amor


                                    Eu sei o quanto dói não ser correspondida no amor. É como desacreditar do nosso futuro; ficar com um ferida no coração que parece jamais cicatrizar. Mas esse não é pensamento certo, amiga! 

Você é linda, é forte e tem uma determinação invulgar para superar qualquer desafio. E isso é tudo que você precisa para ultrapassar esta prova de fogo. Seja rápida, querida, porque a felicidade acontece a cada instante. Força, amiga!                                


"
53,"
Crescer ao Lado do Meu Amor

 


                                    Bom dia, meu amor! É muito gratificante crescer ao seu lado como pessoa, como ser humano. Todos os dias agradeço sua companhia, sua atenção e cuidado! 

Gostaria que nada nos separasse, aliás, acho isso até impossível de acontecer. Você me dá tudo aquilo que preciso e nada me deixa mais feliz que enxergar seu sorriso lindo dando beleza ao seu rosto tão lindo. Beijo, meu bem! Eu te adoro.                                


"
54,"
Um Romance Arriscado


                                    Somos amigos e isso nunca vai mudar! Tenho certeza que jamais vamos desperdiçar a oportunidade de manter esta linda relação que nos aproxima. É por isso que nunca iria dar certo um outro tipo de relação entre nós dois. 

O amor é algo impossível de se realizar, até porque teria medo de estragar o que temos. Isso sim é certo e seria um erro arriscar! Gosto muito de você! Beijo.                                


"
55,"
Viver sem amar é morrer enquanto se vive

 


                                    Às vezes o amor de dois apaixonados não basta para contrariar todos os impedimentos a esse amor. Às vezes, por muito forte e sincero que seja o amor entre duas pessoas, ele não consegue triunfar. São os amores impossíveis, e são esses que ficam na memória como amores perfeitos.

Um amor que acabou antes mesmo de ter começado, será sempre um amor perfeito, pois nunca chega a passar as dificuldades de um relacionamento, os desafios de uma vida lado a lado. 

Assim, e se você vive um amor impossível, sei que sofre e sofrerá por ele, mas também o guardará com um carinho muito especial, pois o encanto e a ilusão desse amor nunca serão desfeitos.

E o amor, possível ou impossível, valerá sempre a pena, por muito que cause dor, pois viver sem amar é morrer enquanto se vive!                                


"
56,"
Quatro meses de um namoro carregado de amor


                                    Meu amor, estou muito feliz por completarmos quatro meses de namoro, e eu não os trocaria por nada deste mundo. Desde que nos unimos sentimentalmente, minha vida ganhou um novo sentido. Acho que para mim já seria impossível viver sem você.

Ainda temos muitos sonhos para realizar e várias promessas para cumprir. Não quero perder nenhuma oportunidade de ter você mais perto, de poder desfrutar do seu abraço, de me sentir a pessoa mais amada do mundo.                                


"
57,"
Meu primeiro Dia das Mães como mãe de primeira viagem

 


                                    Sou mãe de primeira viagem celebrando o primeiro Dia das Mães com o filho nos braços. 

É quase impossível descrever a emoção que tomou conta do meu coração, não só hoje, mas desde que o grande amor da minha vida nasceu. 

Tudo mudou para melhor e em tão pouco tempo conheci a cor do verdadeiro amor, aquele que vem para ficar para sempre. Hoje sou uma mãe feliz e uma mulher realizada! 

Feliz Dia para todas nós, simplesmente Mães!                                


"
58,"
Sentimento Passado é Proibido no Presente


                                    Já tivemos nosso tempo! Nossa história foi linda demais, mas terminou por culpa própria. Errámos, falhamos e aprendemos do pior jeito. E acho que agora qualquer sentimento parecido com o do passado é proibido entre nós. 

Desejo que sua felicidade surja e vá embora nunca! Mas prometo que de mim só conseguirá amizade e carinho. Nunca vou esquecer o que fomos e tivemos, mas seguirei minha vida! Beijo.                                


"
59,"
O Começo e o Final do Amor


                                    Todas as histórias têm um começo e um final. E a nossa já passou por essas duas etapas. Eu quis muito viver ao seu lado toda vida. Mas isso simplesmente não deu. E agora eu sei que algo entre nós seria impossível de acontecer. 

Desejo que a felicidade esteja sempre no seu coração, mas não pretendo retomar nossa história, nosso amor, nosso relacionamento. Você será sempre uma pessoa muito importante para mim e espero que nossa amizade nunca termine.                                


"
60,"
Gratidão a Deus pela formatura


                                    Senhor, foste Tu que me ensinaste que nada é impossível, que perante qualquer dificuldade quem acredita no teu amor encontrará o caminho da superação. Assim, meu Deus, a Ti dedico e agradeço por mais esta conquista que é a minha formatura!

Pela Tua graça e infinita generosidade hoje estou aqui celebrando este grande momento. Nunca duvidei que seria capaz, pois em todo instante senti Tua mão me amparando e Teu amor me guiando. Meu Deus, eu Te agradeço com o coração cheio de alegria!                                


"
61,"
Um amor que não para de aumentar


                                    Queria pegar em todas as belas palavras que existem no mundo e as dedicar a você, meu amor. O que temos construído é algo perfeito e impossível de descrever. Minha vida agora só faz sentido se você estiver ao meu lado.

A cada dia que passa eu estou mais apaixonada. A cada momento que compartilhamos você cresce mais no meu coração. E é assim que eu quero continuar para sempre.                                


"
62,"
Dar Amor sem Receber

 


                                    É um sentimento sem nome, uma
voz sem som, um odor repleto
de temperatura inexistente.
Só o amor tem o poder de se
fazer amar sem que amando
se desvende seu rosto.

É uma dor que grita no peito, a
do amor sem resposta, a dor do
amor não correspondido.
Só a força é capaz de contornar
a tristeza de amar sem ser amado
por quem damos o mundo. 

Por quem damos o mundo sem
pedir algo em troca!                                


"
63,"
O Topo do Amor


                                    Eu amo você! Poderia começar falar mil e uma coisas, mas nada seria mais sincero do que manifestar meu sentimento mais uma vez. Você é o amor da minha vida, a pessoa que me completa. 

A pessoa que me realiza de um modo impossível de imaginar. Sou imensamente feliz do seu lado! Só desejo que a vida nos mantenha unidos para sempre, pois não conseguiria viver de outra forma! Te amo, meu bem!                                


"
64,"
Para o meu irmão caçula, com amor


                                    Querido irmão, como é difícil, e até impossível, imaginar a vida sem você ao meu lado. Como fica difícil lembrar como era antes de você chegar no mundo e inundar nossas vidas de alegria e significado. Eu te amo muito, meu irmão caçula!

Você é e sempre será uma das pessoas mais importantes da minha vida. Você é o meu irmãozinho lindo, mas também um amigo de verdade, de sempre e para sempre!                                


"
65,"
Tanta saudade que dói


                                    Apenas Deus e eu sabemos quanto me esforcei por esquecer você, quanto eu quis e fingi que tinha conseguido. Tudo foi em vão, e esquecer por completo você se tornou impossível, assim como matar estas saudades.

Você foi o melhor namorado, e mais importante, eu amava você de verdade. Eu continuo amando, e a saudade que sinto de você aumenta a cada minuto que passa, e sua intensidade me sufoca. Pois esta saudade é mais profunda que todos os oceanos juntos. 

Eu quero você de volta! Eu quero que você me prenda no seu abraço de novo. Preciso sentir sua respiração se acomodar na minha, olhar nos seus olhos e pousar meu rosto no seu coração pulsante. Eu quero você, de novo e para sempre!                                


"
66,"
Uma história de amor impossível

 


                                    Hoje, do nosso namoro restam memórias, tantas e afinal tão poucas. Hoje, do nosso amor resta uma história que em breve será esquecida. 

Pois eu sei que até mesmo nós deixaremos de a contar, e como quase tudo na vida, acabará caindo no esquecimento do tempo. Mas há algo que nunca vai morrer completamente, que é o meu amor por você! 

Com o tempo ficou claro que nosso relacionamento se tornou impossível. Não soubemos contornar as diferenças e tantos outros obstáculos. Não fomos mais fortes que as contrariedades e ambos sabíamos que o definitivo final era apenas uma questão de tempo.

Mas o final chegou e foi embora, nós nos separamos e o tempo varreu as mágoas, e ficou a certeza de que a nossa é uma história de amor impossível. Eu continuo amando você, eu sei que vou amar a vida toda, mas também sei que jamais poderemos ficar juntos.                                


"
67,"
O lugar de uma mãe é junto do seu filho


                                    O amor de uma mão não se mede, é impossível de quantificar. É o sentimento mais puro, bonito, especial. Meu filho, saiba que o amo do fundo do meu coração.

Você é o menino que jamais irá crescer para mim. Será sempre o meu bebê, aquele ser por quem faço tudo para ver feliz. A sua alegria será a minha também, os seus sorrisos, as risadas e pulos de folia.

Eu estarei sempre ao seu lado. Quer você desejo de abraço, quer precise de um ombro, seja para o que for, eu nunca estarei longe. O meu lugar é ao seu lado, tal como o de qualquer outra mãe que ame seu filho.                                


"
68,"
Otimismo para quem vive amor impossível

 


                                    O amor tem destas coisas. Às vezes o sentimento é forte e real, mas a vida ou outra coisa qualquer o tornam impossível. Mas não se desespere. 

Sei que dói, que parece que o coração nos será arrancado do peito pela impossibilidade de amar livremente quem tanto amamos. Mas se o amor não deu agora certo, é porque a pessoa também não era a certa. 

Quando chegar o momento de você viver um amor verdadeiro e duradouro, não haverá impedimentos e ele será possível. Tenha paciência e acredite; hoje dói, mas no momento certo seu coração voltará a amar e ser amado.                                


"
69,"
Adeus para um grande amor

 


                                    Dizer adeus para um grande amor é largar uma parte do nosso coração. Custa muito uma despedida que magoa nossa alma, mas quando ela tem de acontecer não podemos olhar para trás.

Eu me despeço hoje sem arrependimentos, pois sei que dei o meu melhor e mostrei quem eu realmente sou. Talvez tudo fosse melhor se os nossos caminhos não se tivessem cruzado, ou eu não permanecesse tanto tempo esperando você. Chegou a hora de ir embora. Desta vez, o amor não tinha que acontecer. 


"
70,"
Enfrentar um Amor Impossível


                                    Eu sei o quanto você está triste, amiga! O quanto tudo parece difícil de superar, mas não é. Às vezes é preciso desistir. 

Quando percebemos que não vai dar certo é melhor sair e procurar nosso caminho em outra estrada. Esse amor que você tanto deseja é a razão da sua tristeza, da sua amargura. 

É impossível você ser feliz, até porque essa ligação que você pretende não é possível ser vivida. Enfrente a realidade, querida! E encontre seu verdadeiro caminho. Eu gosto muito de você e estarei sempre ao seu lado. Beijo, amiga!                                


"
71,"
Meu desejo é ficar para sempre ao seu lado


                                    Meu amor, é impossível conseguir expressar o que senti durante nossos cinco meses de namoro. A cada dia que passa percebo que começarmos este lindo relacionamento foi a melhor decisão da minha vida.

Têm sido tempos de cumplicidade, de promessas feitas e muitas histórias para contar. Sinto que isto é apenas um começo porque minha vontade é ficar ao seu lado eternamente.                                


"
72,"
O futuro reserva um amor melhor


                                    Não se abale por um amor impossível, o futuro reserva algo muito melhor para você!                                


"
73,"
Lidando com um Amor Não Correspondido


                                    Sofrimentos de amor acometem homens e mulheres. Quem já não sofreu a pungente dor de um amor não correspondido ou complicado? Quantas vezes ficou com os olhos fixos no telefone e ele não tocou? A pessoa amada não ligou. Quantas vezes você checou seus e-mails à espera de um e-mail do seu amor? A caixa lotada, mas nenhuma linha da pessoa amada. Amor sem beijos, sem carinhos e quase sem a presença da pessoa amada.

Algo em comum aumenta o sofrimento do amor não correspondido: a desilusão e a esperança. A dor é forte, mas um fiozinho de esperança acalenta seu coração. O que é proibido e complicado parece mais saboroso. Quando a pessoa amada liga, depois de semanas sem dar notícias, seu coração dispara. Ouvir a voz dele (a) é um consolo para suas noites insones. Na caixa de e-mails, lá está o e-mail esperado. Seu coração se aquece; a esperança retorna com mais força.

Se você vive um amor complicado ou não correspondido há algum tempo, pare e pense. Os minutos da sua vida estão passando. E o que você tem feito da sua vida a não ser esperar e esperar pela atenção da pessoa amada? Os amores impossíveis ou platônicos têm algo em comum: a inacessibilidade da pessoa amada. Ela nunca está presente. Fugidia, irreal e inconstante. Uma pessoa que não está “na sua"". No entanto, é difícil acordar para a realidade.

A vida é feita de escolhas. Traçamos nossos destinos baseados (a) em nossas emoções e sentimentos. Atraímos as pessoas e os amores. Você quer ser feliz ou não? Gostaria de viver um amor correspondido? O destino está lhe preparando um grande amor. Basta sua decisão: parar de sofrer. Parar de roer as unhas de raiva, ciúme e desilusão. Ponha um ponto final neste amor doido em que você ama e a outra pessoa é sempre difícil e inacessível. Você pode dizer: “Meu amor basta para nós dois!"" Será?

Para viver um amor complicado você precisa de uma certa dose de masoquismo. Sofrimento misturado à alegria, quando você recebe uma migalha de carinho. Algumas pessoas não sabem viver um amor correspondido. Atraem para si pessoas complicadas. Gostam do mistério e do irreal. Não deixa de ser um motivo para fugir à realidade sofrida.

O fortalecimento da sua auto-estima será muito promissor para sua felicidade amorosa. Invista em você mesmo (a). Renove sua esperança. Chega de masoquismo! As pessoas que sofrem muito por um amor não correspondido, não têm fé no futuro. Recarregue a bateria da sua fé. Você vai encontrar alguém que corresponda ao seu amor. Por que não? É difícil abandonar este alguém tão maravilhoso e difícil? Por que valoriza tanto esta pessoa? Mais uma vez, a imaginação lhe pregando peças. Saiba diferenciar o amor verdadeiro da fantasia e da ilusão. O amor verdadeiro é uma troca real de carinho, presença e comprometimento.

Faça as pazes com seu espelho. Afirme para si mesmo (a) que você merece amor, carinho e respeito. E se a outra pessoa não corresponde ao seu amor, azar o dela! Não sabe o que está perdendo! Aliás, você sim, está perdendo uma chance maravilhosa de encontrar outra pessoa e ser verdadeiramente feliz!

(Sandra Cecília)
(Fonte para Reflexão)                                


"
74,"
Dois corações e um amor 


                                    O amor é um milagre que nos faz ter fé na eternidade e na felicidade. O amor nos dá forças para acreditar no inacreditável. Quando me apaixonei por você não fazia ideia de que um dia você estaria ao meu lado e que eu teria um lugar no seu coração. 

Mas o amor me fez ter fé e paciência, e eu lutei por você. Eu consegui fazer você também acreditar em nós. Somamos um mais um e agora somos dois corações, sonhando o mesmo sonho. Somos dois corações e um destino. 

Há tanto amor em nós que agora já se tornou impossível não acreditar. Vamos viver juntos até o fim, porque é o que queremos. O amor nos faz acreditar na vida. Seremos sempre dois corações pulsando juntos, até o último suspiro de amor!                                


"
75,"
O Amor Acontece


                                    Mais cruel que um sentimento negativo é não ser correspondida no amor; é sentir que o reconhecimento jamais vai chegar. E dói – dói demais! Mas você, amiga, tem de encontrar um caminho, uma estrada com destino a felicidade, a harmonia, ao amor-próprio. 

Ninguém é obrigado a amar alguém. O amor não é justo, ele simplesmente acontece! Viva sua vida inteiramente, amiga! E não desista de procurar seu trilho para realização pessoal. Beijo.                                


"
76,"
Nunca desistirei de nós

 


                                    Nunca vou desistir de nós, não importa quanto este amor pareça impossível.                                


"
77,"
Bom dia, Querido Ex-Namorado


                                    Bom dia, meu amor! Você sabe como sou e o que sinto. Já não somos namorados, mas não consigo deixar de pensar em você. Acho que vamos sempre fazer parte da vida um do outro. 

Mas sempre que a palavra “impossível” surgir entre nós dois, pode ter certeza que vou continuar desejando um dia tão feliz para você como estou fazendo hoje! Eu gosto de você de verdade! Beijo.                                


"
78,"9 maneiras diferentes de dizer “bom dia, amor”"
79,"
A Cruel Verdade do Nosso Amor


                                    Não podemos continuar alimentando uma relação que não vai dar certo. Nosso amor é impossível! Não existe qualquer forma de sermos felizes um com o outro. A verdade é cruel, mas não podemos fugir dela. 

Gosto muito de você! Tenho certeza que as coisas poderiam ter sido diferentes, mas o tempo e o local não ajudaram. Seja feliz, meu amor! E procure a paz e a harmonia que nunca vai conhecer do meu lado. Beijo.                                


"
80,"
Sofrer por amor


                                    Se o mundo fosse um lugar perfeito ninguém sofreria nem de fome, nem de qualquer tipo de dor, nem muito menos de amor! Mas o mundo é o que é, e o sofrimento faz parte dele, e da vida de todos nós também. 

E apesar de todo negativo que significa sofrer, é através da superação da dor, é ultrapassando momentos difíceis que conhecemos nossos limites e evoluímos como pessoas.

Então não desanime porque quem você ama, não ama você. Mantenha a esperança no amanhã, e verá que o que hoje dói e parece que vai matar, no futuro fará de você uma pessoa mais forte.

Mesmo que doa, sorria e continue caminhando, e não permita nunca que seu coração se feche por medo. O próximo amor pode ser o verdadeiro e definitivo, e você deve se preparar para o viver e assim ser feliz como merece!                                


"
81,"
Homenagem aos Excluídos Emocionais


                                    Quero fazer uma homenagem aos excluídos emocionais, os que vivem sem alguém para telefonar no final do dia, os que vivem sem alguém com quem enroscar os pés embaixo do cobertor. São igualmente famintos, carentes de um toque no cabelo, de um olhar admirado, de um beijo longo, sem pressa pra acabar. A maioria deles são solteiros, os sem-namorado. Os que não têm com quem dividir a conta, não têm com quem dividir os problemas, com quem viajar no final de semana. É impossível ser feliz sozinho? Não, é muito possível, se isso é um desejo genuíno, uma vontade real, uma escolha. Mas se é uma fatalidade ao avesso – o amor esqueceu de acontecer – aí não tem jeito: faz falta um ombro, faz falta um corpo.

(Martha Medeiros)                                


"
82,"
Não Gosto de Impossíveis, Mas...


                                    Eu não aprecio a palavra impossível, mas não existe outra para definir as possibilidades de uma ligação amorosa entre nós! Sinto muito, mas não pretendo algo mais do que sua amizade, sabe? 

Gosto muito de você e não quero perder ou estragar o que temos. Além de tudo somos colegas de trabalho! Jamais iria dar certo! Seja feliz e conte comigo para qualquer coisa, porque estarei sempre ao seu lado cheia de amizade para oferecer! Beijo.                                


"
83,"
Memórias de um Amor Antigo


                                    É hora de esquecer essa ideia absurda que nossa história ainda pode dar certo. Tivemos nossa relação e as coisas terminaram, por isso vamos seguir em frente. Na verdade, acho impossível o amor surgir entre nós. 

E confesso que não conseguiria ficar junto quando minha cabeça tem tantas memórias do passado. Somos ex-namorados e podemos tentar construir uma amizade. Só isso! Beijo.                                


"
84,"
Uma Decisão Difícil


                                    Deixamos de olhar na mesma direção. Os objetivos não são os mesmos, e os planos deixaram de existir. Você sempre foi o homem da minha vida. E eu vivi feliz durante muito tempo do seu lado. 

Acontece que sinto que meu amor não é mais correspondido por você, entende? Tanta entrega, tantas promessas. Tudo desapareceu! Só encontro essa explicação: você não me ama mais! Você deveria refletir sobre o assunto e tomar uma decisão. Beijo!                                


"
85,"
A Cruz e a Páscoa


                                    É impossível falar de Páscoa sem mencionar a crucificação. A alegria e esperança que nós sentimos na Páscoa, só existem por causa de Jesus e do Seu sacrifício. Porque para Deus não há impossíveis, a crucificação, um método horrível usado para causar dor e morte foi usado para trazer alívio e vida eterna para nós que acreditamos.

A humilhação de Jesus naquele instrumento de tortura foi a maior demonstração de amor que este mundo já viu e alguma vez verá. Porque Ele morreu para salvar não os bons, mas os pecadores, e mesmo na hora da morte, declarou perdão para aqueles que tiravam a Sua vida. A morte não conseguiu detê-Lo, a sepultura não conseguiu agarrá-lo, porque Ele é o Primeiro e o Último, o Alfa e o Ômega, o Senhor dos Exércitos.

Por isso, neste tempo de Páscoa, lembremos de quem é realmente importante: Jesus Cristo, que nos amou até à morte e continua nos amando, porque está vivo. A Ele seja dada toda a honra e glória, para todo e todo o sempre!                                


"
86,"
Um ano de luto


                                    Há um ano, você se foi. Muitas vezes, ainda me pego surpresa pela sua ausência, quando lhe chamo e você não responde. Muitas vezes ainda procuro o seu rosto no travesseiro, ainda espero o seu abraço no meio da noite.

Nada nunca será capaz de me fazer esquecer a falta que você faz na minha vida. A sua morte ficou marcada na minha alma como uma tatuagem profunda. A saudade que sinto ainda é imensurável.

Eu rezo todas as noites para que Deus possa aliviar essa dor, livrar-me da revolta que frequentemente sinto por já não ter você ao meu lado, e deixar em mim apenas as memórias boas dos tempos de nós dois.

Eu sei que o meu sofrimento não lhe dá paz, por isso rezo para que Deus ilumine a minha vida, conforte-me e console-me, devolvendo-me a alegria sincera de viver. Quero que você tenha paz, meu amor. 

Quero que você tenha o descanso que merece, e que a minha alma também descanse de tanta dor. Mas ainda é impossível seguir em frente com a vida. Você está muito presente em meu coração.                                


"
87,"
A Sedução de um Amor Impossível


                                    O impossível sempre me seduziu. Confesso que sempre fui uma eterna sonhadora, mas agora não acredito mais em algumas coisas. Em nós, por exemplo! Você não está cumprindo seu papel. 

E eu me sinto sozinha, abandonada e até um pouco perdida, porque não era isso que esperava de nós dois. Sua ausência tem sido o maior dos problemas e já não quero lutar mais. 

Nosso amor é impossível de dar certo e um de nós tem de tomar uma decisão. Eu já tomei! Gosto de você, mas desisto porque já não acredito mais.                                


"
88,35 declarações de amor apaixonantes para você se inspirar
89,"
O melhor namorado que eu poderia ter


                                    O verdadeiro amor é manifestado nos momentos de dificuldade. A paixão não se pode basear apenas em beijos e abraços, mas também em amizade genuína e companheirismo.

Eu senti de perto como o nosso amor é forte, meu bem, por tudo o que você fez por mim. Não foi fácil superar as adversidades que surgiram em meu caminho, mas se você não estivesse do meu lado, seria impossível.

Muito obrigada! Você é o melhor namorado que eu poderia ter! 


"
90,"
Nosso Futuro


                                    Primeiro nossos corações se uniram e, começando a bater em conjunto, se tornaram em um só. Depois nossas mãos se apertaram uma na outra e não mais se separaram, e de duas vidas fizemos uma.

Saber que caminhamos lado a lado, na mesma direção, com o meu objetivo, é sentir em plenitude o doce sabor da felicidade, é olhar o futuro, o nosso futuro, com esperança no olhar, alegria no coração e um grande sorriso nos lábios.

Sou feliz porque tenho você do meu lado, porque a vida que é só minha a posso compartilhar e dividir com a sua que é só sua. Eu te amo! Tanto! Ao seu lado sinto que tudo é possível, que qualquer sonho se pode realizar, que não existe obstáculo impossível de ultrapassar. 

Anseio pelo futuro, pelo nosso futuro, com todo o meu ser, porque amo você, porque a vida do seu lado faz todo o sentido!                                


"
91,"
Eu Sou Capaz


                                    Isso tem de acabar! Você não pode continuar a estragar sua vida, a jogar seu tempo no lixo! A vida é assim, meu amigo. Basta de ficar se lamentando por um amor que não é correspondido! Se liga! 

Ame quem ama você e não esqueça que ninguém é obrigado a amar alguém. Você é uma pessoa formidável, com um coração muito especial e com um jeito que qualquer pessoa gostaria de conhecer. 

Por essas razões levante a cabeça imediatamente! Olhe no espelho e grite “eu sou capaz!”. Faça qualquer coisa, mas não permite que a tristeza contagie sua vida! Força, meu amigo!                                


"
92,"
Com amor para minha neta que já nasceu


                                    Será sempre impossível de explicar por palavras toda a emoção que senti no momento em que pela primeira vez enxerguei seu rostinho lindo, minha netinha! 

Apenas no meu coração vivem essas sensações e um amor maior que a vida, mais profundo que o oceano. Você trouxe um novo fôlego para minha vida, e uma felicidade indescritível para todos que amamos você. 

Tudo o que eu desejo é poder assistir ao seu crescimento e a ver tornando-se em um mulher forte, linda e corajosa. Que você seja sempre muito feliz!                                


"
93,"
O amor ao próximo


                                    Jesus nos manda amar ao próximo, e a verdade é que nem sempre isso é cumprido. Maioria das vezes as pessoas ignoram-se na rua, são rivais no trabalho, maltratam-se em casa. 

Vivemos uns contra os outros, não nessas guerras grandes e que parecem não terem fim, mas nessas guerras pequenas e mesquinhas. Um coração nunca poderá ser plenamente feliz enquanto guardar maus sentimentos, e querer o mal de outra pessoa não faz bem a quem sente isso. 

O mundo seria melhor, a vida mais bela e fácil se todos se amassem e respeitassem. Talvez seja impossível e demasiado idílico, mas faça sua parte, anule os sentimentos maus e distribua amor, compaixão e compreensão, e verá como seu mundo ficará mais belo e se sentirá melhor. Ame seu próximo!                                


"
94,"
Superar um amor perdido


                                    Na hora de vermos a pessoa que amamos partir, muitas vezes sem qualquer explicação, é impossível negarmos o sofrimento que sentimos. Todos temos coração e o fim de um relacionamento nos deixa sempre abatidos. Apesar disso, o tempo cura tudo e o importante é não desistir!

Sim, você não pode desanimar! Pense que quem fica perdendo não é você, porque sempre deu o seu melhor. E agora, novas oportunidades e experiências surgirão na sua vida e você ainda será muito feliz. 


"
95,"
Amor Não, Amizade Sim


                                    Nosso coração é que manda! Não adianta tentar avançar com um caminho diferente do que nosso coração deseja. Não é algo natural, é triste e pode até estragar algo maior! 

Somos amigos faz tempo, começamos a namorar – as coisas estavam correndo bem, mas agora sinto que nem tudo está da melhor forma. Talvez sinta saudade de sermos só amigos, e talvez você esteja com a mesma sensação. 

Certamente não estamos a corresponder ao que prometemos! Só espero que nossa amizade continue!                                


"
96,"
Um Amor Não Correspondido


                                    Se é o sofrimento que te traz alegria.
Se é o amor não correspondido, 
que te faz amar.
Tudo bem, vou acreditar.

Se quem é capaz de te fazer feliz, 
não serve para ti.
Tudo bem, vou entender.

Se te sentes feliz ao lado 
de quem só sabe te magoar.
Tudo bem, vou aceitar.

Se essa pessoa que te faz 
mais mal do que bem,
é a única que te convém.
Tudo bem.

Se essa pessoa 
que vive te causando dor
é a única que merece o teu valor.
Tudo bem, amor.

Se essa pessoa que só te enrola, 
te usa, e depois joga fora,
é a única que guardas na memória.
Tudo bem, me ignora.

Se a pessoa que realmente 
se importa de verdade contigo,
tu finges não ver.
Tudo bem, vou esquecer.

Se consegues ver um futuro 
ao lado de quem não está presente.
Tudo bem, vá em frente.

Se os palpites e conselhos que te dei; 
você não usou.
Tudo bem, Acabou.

Talvez eu possa até estar errado, ou 
talvez és tu que não estejas enxergando
que o tempo está passando, 
e essa pessoa só te usando.

(Leonardo Pina)                                


"
