,0
66,"
A sorte de ter um tio pai


                                    Eu tive e tenho muita sorte por ter você ao meu lado, por sentir que onde quer que esteja, nunca estou só. Hoje, querido tio pai, eu lhe desejo um maravilhoso dia dos pais. Parabéns!

O seu coração fez coisas maravilhosas e sempre me proporcionou o melhor da vida: o amor. Que tudo que você deseja na vida se realize, que só a felicidade esteja dentro de você.

Saiba que o adoro como se fosse meu pai de sangue e que faço qualquer coisa para o ver feliz, de bem com a vida. Um abraço meu e votos que tudo dê certo na sua vida. Feliz Dia dos Pais, titio!                                


"
67,"
A um marido amoroso e pai dedicado


                                    Não sei o que fiz para ter tanta sorte,
além de marido perfeito, você mostrou
ser um pai dedicado e amoroso.

Neste dia dos pais, quero dizer que sua
família ama demais você!
Agradeço a Deus todos os dias
por ter colocado um homem tão incrível
na minha vida.

Nosso casamento e nossa família
é o que me dá força e segurança
e tenho certeza que você é o grande 
pilar que sustenta tudo isso!

Continue sendo exatamente
quem você é, porque com certeza
você é tudo que preciso para
ser feliz!

Feliz dia dos pais, meu amor!                                


"
68,"
A solidão da sua ausência, pai

 


                                    Meu pai, meu querido e amado pai... Você era o meu herói, a fortaleza, a generosidade e a integridade personificadas. 

E agora você partiu para sempre, me entregando à solidão da sua ausência. Uma saudade terrível e eterna, e uma dor que não se calará nunca.

Você era, e para sempre será, o meu maior exemplo de vida, a minha inspiração. Eu para sempre vou amar você, meu pai, e sei que jamais me abandonará esta saudade de você...                                


"
69,"
O privilégio de o ter como pai


                                    Posso vir a conhecer todos os homens do mundo que sei que nenhum se poderá jamais comparar a você em grandeza e nobreza, meu pai. 

Pois você é o verdadeiro exemplo de um grande homem e por isso é o meu herói. Sinto que é um privilégio ter você como pai, e desde sempre ter podido contar com seu amor, carinho e apoio. 

Sinto um grande orgulho de você, e quero muito que se orgulhe de mim também. Pois amo muito você, meu pai, e tudo que desejo é seguir seus passos e viver uma vida tão nobre quanto a sua. Te amo, papai!                                


"
70,"
Sinto-me um homem completo no meu primeiro dia dos pais


                                    Hoje, me sinto um homem completo. Tenho o amor e carinho da minha família e celebro o meu primeiro dia dos pais.

Sinto que não preciso de mais nada para ser feliz, pois a verdadeira felicidade está aqui: ao lado das pessoas que amo. Encaro esta nova aventura com muita alegria e sempre me esforçarei para ser o melhor pai que posso.

Amo muito esta fase da minha vida e quero aproveitá-la ao máximo!                                


"
71,Para os pais carinhosos
72,"
Como se faz um pai









Não é o sangue que faz um pai, mas sim sua capacidade de amar aquele que chama de filho. Feliz Dia dos Pais!                                    


"
73,"
Meu Pai, Meu Herói


                                    O meu herói de toda uma vida não é protagonista de nenhuma história em quadradinhos, filme de ação ou lenda antiga. Pelo contrário, ele é bem real e eu lhe devo a minha vida, pois o meu herói é você, meu pai!

Hoje, neste dia tão especial em que celebramos a grandeza de todos os pais, eu quero homenagear o meu, você meu pai, que durante toda uma vida provou ser o melhor dos pais, alguém que esteve sempre presente e constante, alguém que foi a força e a estabilidade mesmo nos momentos mais difíceis.

Diariamente dando o melhor exemplo, você é o melhor homem que eu conheço, é a minha inspiração e referência para tudo, e porque quase tudo lhe devo, também lhe agradeço com todo o meu coração. Feliz dia dos pais, meu pai! Eu te amo!                                


"
74,Ser pai é um privilégio
75,"
Que sua primeira jornada como pai seja incrível


                                    Sua aventura já começou e agora é hora de celebrar. Parabéns, papai de primeira viagem. Hoje é seu primeiro dia dos pais e você merece um abraço apertado.

Você tem se mostrado alguém extremamente responsável e que faz tudo pelo seu bebê. Tenho certeza que você está sendo e continuará sendo um ótimo pai, pois já vi como seus olhos brilham quando você pega sua criança no colo.

Continue assim e hoje aproveite para descasar um pouco, afinal, você merece! Feliz dia dos pais!                                


"
76,"
Instantes de Felicidade com meu Pai


                                    Todos os dias você me dá o melhor que o mundo tem: o amor! Ao seu lado todos os instantes são de celebração, meu pai. E nunca vou esquecer toda proteção e apoio que você me ofereceu nos momentos mais difíceis da minha vida. 

Talvez seja por isso que nosso amor é tão grande; que nossa união é tão forte! Você é minha inspiração, minha força, meu exemplo de humanidade. Te amo, papai!                                


"
77,Meu pai é o melhor
78,"
Todo o dia respiro saudades suas, Pai


                                    Meu pai, este é o dia em que a sua falta se faz ainda mais presente, pois daria um mundo para hoje poder voltar a abraçar você e lhe desejar um feliz dia dos pais.

Mas você não está mais entre nós, você partiu e nesse nosso último adeus meu coração se quebrou para sempre. Todo o dia respiro saudades suas e recordo nossas histórias com carinho. 

Meu amor por você não terá fim, meu pai, e não apenas em dias como este, mas todos os dias da minha vida, eu lembrarei de você com eterna saudade!                                


"
79,"
Uma mulher que é mãe e pai


                                    Ser mãe e ser pai ao mesmo tempo é uma responsabilidade que tem os seus desafios, mas também as suas alegrias. Quis o rumo desta vida tão imprevisível que um filho ficasse nas mãos de uma mulher desamparada. Mas essa mulher não se deixou abalar. Ela é forte e corajosa e, com muito amor em seu coração, batalha para dar o seu melhor por quem mais ama.

São noites e noites sem dormir, por tantas preocupações que moram na cabeça de quem carrega os problemas da família sozinha. Mas, quando a tristeza e o desânimo chegam, a mulher que é mãe e ao mesmo tempo pai, olha nos olhos do seu bem precioso, o filho que tanto desejou e do qual nunca se arrependeu, e sente as suas forças renovadas para continuar seu caminho.

Não há nada que faça uma mulher assim desistir. O seu coração é do tamanho do mundo e a sua determinação uma chama eterna.                                


"
80,"
Feliz dia dos pais a quem me ensinou tudo


                                    A quem me mostrou o que é ser forte e sempre me apoiou, desejo o melhor dia dos pais! Amo você, pai!                                


"
81,"
Pai é quem cuida de nós


                                    Pai é quem cuida de nós e nos dá o carinho e a força para enfrentar a vida, por isso, querido tio, quero lhe desejar um feliz dia dos pais, pois você é como um pai para mim.

Devo as melhores coisas da vida a você e sei que não seria a mesma pessoa se não tivesse contado com o seu apoio.

Do fundo do coração, agradeço por tudo o que fez por mim!                                


"
82,"
Feliz primeiro Dia dos Pais


                                    A sua viagem na paternidade começou há pouco tempo. Todo esse mundo ainda é novo para você, mas certamente fascinante e maravilhoso. 

Seu coração já está cheio de amor e orgulho, e o entusiasmo não cabe no seu peito. Tenho certeza que você será o melhor dos pais. 

Aproveite ao máximo todos os instantes deste início de paternidade, e tenha um Feliz primeiro Dia dos Pais!                                


"
83,"
Mãe que também é pai e merece um dia abençoado


                                    Tudo que eu preciso, encontro em você, mãe! Você é uma bênção na minha vida.

Hoje, vejo todo mundo homenageando seus pais e quero deixar aqui o meu agradecimento para você que é mãe, pai e amiga.

É muito bom saber que tenho você para me acompanhar pela vida, tenho você para me apoiar e me cuidar. Você significa muito para mim, mãe!

Feliz dia para você, minha mãe abençoada!                                


"
84,"
Um tio crente que é como um pai para mim


                                    Sabe Deus quanto admiro você, querido tio e quanta gratidão sinto por cuidar de mim e me guiar pela vida como se fosse meu pai.

Por esse motivo, quero aproveitar este Dia dos Pais para celebrar o homem que é um crente devoto que observa todos os preceitos da lei divina e que muito me tem ajudado ao longo da minha jornada neste mundo.

Feliz Dia dos Pais, tio!                                


"
85,"
A Nobre Missão de Um Pai


                                    Sogro a gente não escolhe! O pai da pessoa que amamos vem junto. Felizmente, a vida me ofereceu o melhor marido do mundo e o sogro mais encantador que existe. 

Na verdade, seu filho é sua continuação, querido sogro. Isso demonstra que você sempre foi um pai exemplar e muito dedicado. É que educar, ensinar é a missão mais nobre que existe! Não é algo fácil, mas você conseguiu! É muito bom fazer parte de sua família!                                


"
86,"
Avô sábio e temente a Deus


                                    Espero que você saiba quanto admiro você, querido avô. Para mim, você é a pessoa mais sábia e temente a Deus que há no mundo.

Ao longo da vida, você sempre me falou muito sobre Deus e sobre a fé que todos Lhe devemos.

Em todas as conversas, encontra uma passagem relacionada com o momento para melhor ilustrar o que está a falar.

Foram muitos os aprendizados e os ensinamentos que hoje trago comigo,  e que um dia espero vir a passar aos meus netos. Tenha um feliz Dia dos Pais na companhia de Deus!                                


"
87,"
Um homem de fé como pai adotivo


                                    Deus me deu a sorte de ter não um, mas dois pais. O meu pai biológico e aquele que me adotou e que sempre me amou e cuidou de mim como se compartilhasse os seus genes.

O melhor que me deu na vida foi o seu exemplo como pessoa de fé. Admiro muito você pela crença forte que tem em Deus e procuro todos os dias ser como você.

Feliz Dia dos Pais!                                


"
88,Dia das Mães: ideias originais de presentes para o Dia das Mães
89,"
Pai, Meu Grande Exemplo


                                    Quem disse
que por detrás daquela barba
que nos arranha o rosto
não tem um coração de moleque
querendo brincar?

Quem disse
que por detrás daquela 
voz grossa não tem um 
menino criativo querendo falar?

Quem foi que falou
que aquelas mãos grandes
não sabem fazer carinho 
se o filho chorar?

Quem foi que pensou,
que aqueles pés enormes,
não deslizam suaves 
na calada da noite,
para o sono do filho velar?

Quem é que achou
que no fundo do peito largo e viril
não tem um coração de pudim,
quando o filho amado, com um 
sorriso largo se põe a chamar?

Quem foi que determinou
que aquele coroa de cabelos 
brancos não sabe da vida
para querer me ensinar?

Pai, você me escolheu como filho, 
e eu fiz de você meu exemplo! 
Feliz Dia dos Pais, meu PAI!                                


"
90,Meu pai é meu reflexo
91,"
Agradecimento e homenagem ao meu padrasto


                                    Hoje minha homenagem vai para o meu pai que não é de sangue, mas é como se fosse. Querido padrasto, primeiramente, quero agradecer por tudo!

Você é uma pessoa muito importante na minha vida e sempre cuidou de mim com todo amor e carinho do mundo. Saiba que, para mim, pai é quem cuida, por isso, nesta data especial quero deixar aqui meu agradecimento.

Tenha um feliz dia dos pais, pois você merece muito, meu querido padrasto!                                


"
92,"
Feliz dia dos pais, meu pai amado


                                    Eu não tenho palavras para dizer o que o dia de hoje significa para mim. Este não é o primeiro dia dos pais que passamos juntos, e nem será o último, claro. Mas este é especial, porque agora eu descobri a magia de ser pai também. E por isso também, quanto mais o tempo passa, mais percebo a importância que você teve e tem na minha vida. Você ajudou a formar o meu carácter, você me educou, me amou, me ensinou a ser íntegro, foi firme e rígido quando preciso, mas sempre com muito amor e carinho.

Pai, você me ensinou que é possível amar incondicionalmente e não ser permissivo, e conseguiu criar filhos fortes e humanos. Pai, o seu maior presente é a sua vida, é a maneira como você viveu e os frutos que está colhendo agora. Você, além de pai, é muitas outras coisas, e eu sou suspeito para falar, mas diria que a missão que melhor desempenhou foi a de pai. E agora que também sou pai, acredito que não há maior realização do que esta!

Obrigado meu pai, por ter me dado a vida e por ter me ajudado a ser quem eu sou. 
Eu te amo muito!                                


"
93,"
Você me faz falta, meu pai


                                    Meu querido pai, embora você já não esteja mais entre nós, ainda penso muito em você. São lembranças de como ficava do meu lado, escutando pacientemente minhas preocupações de criança. São memórias dos conselhos sempre importantes que me deu, ao longo de minha juventude. De todos os momentos que passamos juntos, guardo as melhores memórias. Foram tantas as alegrias que você me proporcionou que eu me considero um afortunado pela vida que tive. A mesma vida que deixou de fazer sentido, quando você partiu.

Hoje meu mundo é mais triste pela falta que você me faz. Nossa família não é mais a mesma, pois todos estamos inconformados com esta perda. No entanto, prometi a mim mesmo que tentaria honrar sua morte, por praticar os valores que você me inculcou. Poderei eu um dia, ser um pouco do grande homem que você foi? Que eu possa honrar sua história de vida que nunca terá fim. Meu amor por você é eterno, querido pai.                                


"
94,"
Ser pai - o melhor exemplo é você

 


                                    Ser pai é diferente de parecer pai, e isso eu aprendi com o melhor. Você, papai, me ensinou que ser pai é tanto saber impor e disciplinar quanto saber brincar e dar liberdade ao seu filho. 

Ser pai é ser voz grossa de autoridade e ser carinho e beijo de amor. É ser firme e ao mesmo tempo coração mole. 

É ser ruga constante de preocupação e sorriso de ternura. É ser sabedoria que ensina, mas também estar disposto a aprender com seu filho.

Ser pai é ser o que você é e sempre foi, meu pai, diariamente dando o exemplo de vida de um grande homem, generoso, honesto, persistente e lutador. 

Feliz dia dos pais, papai! Você é a minha inspiração e eu amo você com todo o meu coração!                                


"
95,"
Uma homenagem sentida a todos os pais


                                    Uma homenagem sentida e honesta para todos os pais deste mundo que fazem os filhos sorrir é tudo que desejo hoje! Que recebam a bênção do Senhor e se orgulhem do maravilhoso papel que desempenham todos os dias.

Feliz dia dos pais! Que continuem a presentear seus filhos com todo amor e carinho de sempre, bem como com a proteção e respeito. Sejam felizes, sempre em família. 


"
96,"
Muito Mais Que Um Irmão


                                    Você é mais que um irmão para mim. É como um pai ou uma mãe, sabe? Sua existência me dá proteção, faz com que tudo pareça simples de conquistar. Sinto que o medo não faz parte de mim. 

Tudo isso porque você está de meu lado, apoiando e dando carinho sem fim, amor sem igual. Neste Dia dos Pais, quero agradecer por todas as coisas lindas e ímpares que você me transmite. Te adoro, meu irmão!                                


"
97,"
Pai é herói









Um pai é um herói e o grande exemplo de vida dos seus filhos. Feliz Dia dos Pais!                                    


"
98,"
Meu pai é a maior bênção que Deus me deu


                                    Ao longo da vida, Deus me presenteou com muitas bênçãos, mas a maior dádiva foi um pai que é um exemplo de fé e que me demonstra o caminho a seguir, não só com palavras, mas principalmente com ações.

Nosso Senhor se alegra por ter um servo tão dedicado quanto você e eu me orgulho muito de ter um pai como você.

Feliz Dia dos Pais!                                


"
99,"
Um Pai Maravilhoso


                                    Sinto tanto sua falta, meu pai! Dava tudo para ter seu abraço uma vez mais. Ninguém está preparado para a perda, mas confesso que nunca lidei da melhor forma com sua partida para o céu. 

Você será sempre o melhor pai que algum filho pode ansiar, porque nunca me faltou seu carinho, suas palavras de conforto, seu amor, e acima de tudo seus ensinamentos. Devo tudo a você, meu pai tão adorado! Um dia vou voltar a encontrar você. Até breve!                                


"
100,"
Meu primeiro dia dos pais e muito amor para compartilhar


                                    Hoje é o segundo dia mais feliz do mundo. O primeiro foi quando meu bebê nasceu e agora posso comemorar este dia dos pais pela primeira vez!

Ah, nem imaginava quanto minha vida iria mudar. Parece que meu mundo virou de cabeça para baixo, mas absolutamente tudo faz sentido quando meu bebê me olha ou segura na minha mão. É uma felicidade que nunca soube que poderia sentir.

Estou muito entusiasmado para esta comemoração e vou aproveitá-la do jeito que mais amo: bem juntinho da minha família! Feliz dia dos pais a todos!                                


"
101,"
Deus me abençoou com este pai maravilhoso

 


                                    Não há nada melhor que celebrar este Dia dos Pais sabendo que eu tenho o melhor pai do mundo. Hoje é dia de homenagear ele, que me inspira todos os dias.

Eu tenho um pai dedicado, amoroso, batalhador e que é um grande exemplo para mim. Eu realmente sinto que Deus me abençoou.

Pai, nunca esqueça que eu tenho um orgulho enorme de você e todos os dias agradeço por ter nascido nesta família. Meu amor por você cresce todos os dias.

Feliz Dia dos Pais!                                


"
102,"
Meu coração bate de saudades por você, pai


                                    Meu querido pai, você partiu, dissemos o último adeus, e comigo ficaram estas saudades eternas.

Lá onde você está agora, eu desejo que possa escutar meus pensamentos, sentir minhas saudades e saber que para sempre vou amar você. 

Passe o tempo que passar, para sempre vou recordar o pai maravilhoso e o homem exemplar que você foi. 

Meu pai, você continua vivo no meu coração que bate de saudades por você!                                


"
103,"
Obrigado, Pai!


                                    Pai, agradeço a você por tudo o que hoje sou. Se sei o que é ser uma mulher independente, de caráter e personalidade, é porque você me fez assim. 

Só eu sei o quanto está sendo difícil esta vida sem você, sem ter o meu porto seguro, sem ter para onde correr quando sinto medo à noite, sem ter o seu colo quentinho para deitar e chorar quando o peito está apertado, cheio de tristezas.

Mas o que fazer se essa tristeza toda é de saudade de você? Não culpo Deus por tê-lo levado, se isso aconteceu foi porque estava merecendo o seu descanso e a paz. 

Descanso de uma vida cheia de preocupações e muito trabalho. Sim, porque foi isso que vi a vida inteira. Você trabalhava e, mesmo assim, vivia preocupado se estávamos tendo a vida que queríamos. Sempre me deu tudo de melhor. 

Você foi e sempre será o melhor pai do mundo. Queria muito ter dito isso olhando nos seus olhos, mas nunca tive coragem. Sei que deve estar vendo eu digitar esse texto, por isso direi: Eu Te Amo!                                


"
104,"
Obrigada Pai, por orientar meu caminho


                                    Este homem que eu admiro tanto,
com todas as suas virtudes
e também com seus limites.

Este homem com olhar de menino,
sempre pronto e atento,
me mostrando o caminho da vida,
que está pela frente.

Este mestre contador de histórias
traz em seu coração tantas memórias,
espalha no meu caminhar muitas esperanças,
certezas e confiança.

Este homem alegre e brincalhão,
mas também, às vezes,
silencioso e pensativo,
homem de fé e grande luta,
sensível e generoso.

O abraço aconchegante a me acolher,
este homem, meu pai,
com quem aprendo a viver.

Pai, paizinho, paizão...
meu velho, meu grande amigão,
conselheiro e leal amigo:
infinito é teu coração.

Obrigado, pai,
por orientar o meu caminho,
feito de lutas e incertezas
mas também de muitas
esperanças e sonhos.                                


"
105,"
Uma importante homenagem a todos os pais


                                    Acho que as homenagens são importantes e merecem dignificar quem tudo faz por quem ama. É por isso que hoje quero agradecer a todos os pais deste mundo que tudo fazem pelo bem-estar dos seus filho. Feliz Dia dos Pais!

A quem nunca voltou as costas; a quem ama incondicionalmente; a quem luta por uma vida melhor para seus filhos dia após dia eu ofereço minha gratidão. É ótimo existirem seres humanos assim tão belos, tão geniais.

Continuem essa luta, essa batalha diária. Sim, porque educar não é tarefa fácil. É muito bonito ter um filho, mas cuidar e amar e ensinar e guiar não é uma missão ao alcance de todas as pessoas. É sim uma missão ao alcance dos melhores pais.

Aproveitem este dia junto de quem mais amam: seus filhos. 
Não baixem os braços perante as dificuldades.
Amem, cuidem e deixem-se amar.
Feliz Dia dos Pais.                                


"
106,"
Pai


                                    Quantas e quantas noites em claro acalentando meu choro. Quantas vezes me ajudou com os deveres da escola mesmo depois de um dia de trabalho exaustivo. Ensinou-me que o mais importante na vida é o crescimento interior, cultivar amigos sempre, buscar sempre o que desejar. Porque tudo se torna possível quando se tem vontade e coragem para lutar.

Quando achava que o mundo inteiro estava errado e contra mim, você, com a sabedoria de um mestre encontrava as mais belas palavras para me fazer entender a verdade. Quando te deixei, jamais esqueci das suas palavras dizendo: - Filha, lembre-se sempre que você tem duas casas.

Pai, você me deu base e estrutura de conhecimento, sobretudo como agradecer as pessoas, por menor que fosse o seu gesto. Mas esqueceu de me ensinar como posso lhe agradecer por tudo isso! Entendo que agora estou crescida e precisarei aprender sozinha. Portanto vou começar a aprender a agradecer a você com as palavras fluidas do meu coração:

PAI, obrigada pela vida, pela atenção, por me fazer enxergar a verdade, a aceitar o que sou e buscar meus objetivos. E principalmente OBRIGADA por ter me dado a oportunidade de ser um pedacinho de você e por ser um pedaço de mim. Amo-te mais do que possa imaginar, e saibas que também sempre terás duas casas, sendo uma delas em meu coração.                                


"
107,"
Para futuro Pai


                                    Que bela novidade! Estou muito feliz com essa grande notícia, meu amigo. Você vai ser pai em breve. Isso é mais que razão para comemorar, não acha? Sua família está crescendo em todos os sentidos, em pessoas e em sentimentos.

Que maravilha! Agora sua vida vai ter um outro propósito, tudo será mais positivo ainda e você se sentirá ainda mais realizado. Não vejo a hora de ver esse menino ou menina em seu colo. Milagres desses são luz para o mundo. Parabéns, muitos parabéns, meu amigo!                                


"
108,"
Reflexão para o Dia dos Pais 


                                    Segundo Domingo de agosto
Comemora-se o Dia dos Pais
E os pais que vivem isolados
Em quartinhos de quintais
Os pais que vivem mudos
Porque os filhos sabem mais?

Asilos e casas de repouso
Vivem esses marginais
Marginalizados pelos filhos
Essas feras racionais

Deus sabe quanto lutaram
Para criar esses filhos
Hoje homens formados
Que jogam seus pais em asilos

Quantos hoje são mendigos
Mãos estendidas pedem auxílio
Se eles ficam em casa
São verdadeiros empecilhos

Enquanto os velhos mendigam
Os jovens vivem tranquilos

Os filhos ouvem música
Ou assistem televisão
E o velho pai onde está?
Sentado na cama no porão

Meu pai não gosta de nada
Vive bem com a solidão
Desci as escadas e fui ver
Vi o velho esfregando as mãos
Estava muito gelada
Com o frio da ingratidão

O absurdo dos absurdos
Eu quero contar pra vocês
Conheço um velho pai doente
Filhos casados tem três
Três casas para ficar
Cada casa fica um mês
Eu pergunto a mim mesmo
Que mal este velho fez?

Por que os filhos têm tudo
E os pais nunca tem vez?

Tudo o que bate volta
É um grande ditado
Se teu pai vive assim
Tenha muito cuidado

O tempo corre, a vida passa
E você já está escalado
A dormir no porão úmido
E teu filho no sobrado
Quem semeia semente ruim
Vai colher fruto estragado...                                


"
109,"
Longe ou perto, eu sempre irei amar meu pai


                                    Eu sempre desejei que você estivesse mais perto de mim, que fosse um pai presente. Independentemente das suas ausências, eu quero que saiba que o amo profundamente. Neste dia dos pais, eu quero lhe demonstrar todo meu amor!

Parece difícil de compreender, mas a verdade é que encontrei forma de perceber e lidar com este vazio. É claro que gostaria de o ter aqui ao meu lado, de termos conversas sobre tudo e sobre nada, é claro, mas aprendi a viver sem isso.

Eu só não quero que se preocupe, que ache que fez um mau trabalho, que não foi um bom pai. A verdade é que eu não poderia ter um melhor. 

Estou feliz com quem tenho ao meu lado. Você é sangue do meu sangue, uma das pessoas que mais amo neste mundo e merece ter um feliz dia dos pais!                                


"
110,"
Meu coração pesa de saudades, Pai


                                    Meu pai, meu querido e saudoso pai, desde o dia em que dissemos o último adeus meu coração vive pesado com saudades suas, e com esta sensação de irreparável perda, de interminável dor...

Hoje sei que muito ficou por dizer, pois sinto que lhe disse poucas vezes o quanto eu amo você; então eu digo de novo, esperando que lá no céu, onde agora você está, possa escutar: Eu te amo, meu pai! Eu para sempre vou amar e recordar você, todos os dias da minha vida!                                


"
111,"
Uma doçura de pai


                                    O meu pai foi, é e sempre será o melhor que poderia desejar ter na vida. Hoje, no dia dos pais, eu quero lhe reconhecer por todo bem que me proporcionou desde o meu primeiro instante neste mundo.

Papai, você é um exemplo para mim, um modelo de homem, uma pessoa incrível e inspiradora. Saiba que torço pela sua felicidade e alegria todos os dias, aconteça o que acontecer.

Seja sempre esse ser humano maravilhoso, dono do coração mais belo que existe. Pai, eu o amor acima de qualquer coisa; eu torço pelo seu bem-estar. Você merece tudo que há de belo.

Irei sempre homenagear você pelo pai bom e doce que sempre foi para mim. Mesmo quando brigamos, eu sinto gratidão por ser você o meu pai. Um beijo e abraço eternos.                                


"
112,"
Meu Pai e o Seu Amor


                                    Você é todas as razões que encontro para ser feliz! Não concebo minha vida sem sua presença ao meu lado. E acredite, meu pai, que até o som do seu respirar é especial. 

Acho que tudo isso acontece porque você me encheu de amor desde a hora que nasci até hoje. E sim, tenho certeza que essa amor jamais irá enfraquecer com o passar dos anos. Te amo, meu pai! E prometo amar até ao infinito dos tempos.                                


"
113,"
Para todos os pais do mundo, uma singela homenagem


                                    Hoje é o dia oficial de homenagear todos os pais do mundo, e quando digo todos, me refiro àqueles que Deus escolheu para ajudar a criar, que são mães e pais ao mesmo tempo, que são figuras paternas e aqueles que, fizeram ou ainda fazem diferença na vida de tantos seres.

Ser pai é uma responsabilidade muito grande, mas também uma honra que poucos podem dizer que têm, mas que todos se orgulham de ostentar. O amor de Deus está com cada um desses pais.

Para cada pai que recebe uma homenagem hoje, também há um filho ou filha que tem o prazer de a fazer, de dizer tudo que sente pelo seu pai e como são importantes. Poder ter um impacto positivo na vida de quem ainda está em crescimento é uma dádiva e hoje é dia de celebrar estas pessoas.

Feliz Dia dos Pais! Que Deus abençoe todos vocês!                                


"
114,"
Deus abençoe meu marido no Dia dos Pais


                                    Se na nossa casa reina a paz e o amor de Deus, muito se deve a você, querido marido. 

Desde o dia que nos conhecemos que você tem sido o homem perfeito, mas desde que foi pai tem demonstrado ser um homem de infinitas qualidades.

Que Deus abençoe você neste Dia dos Pais por cuidar tão bem dos nossos filhos!                                


"
115,"
Você é muito importante para mim, meu pai


                                    Quanto mais cresço, melhor percebo a importância que você teve na minha vida, meu querido pai!

Nunca consigurei retribuir todo o amor e todo o carinho que me deu, nem tudo o que você fez por mim, mas agradeço muito toda a sua dedicação. 

Se não fosse você, eu não seria o que sou hoje.

Tenha um dia dos pais muito feliz!                                


"
116,"
Sogrinho, seja feliz no Dia dos Pais


                                    Sogrinho, hoje é seu dia. Feliz Dia dos Pais! Você sempre foi mais do que um simples sogro para mim. Desde o momento que abriu as portas de sua casa com tanta simpatia até hoje que me trata como família.

Se existe um segundo pai na vida com toda certeza você é o meu. Não tenho dúvidas que você faria qualquer coisa pelo meu bem-estar. E pode acreditar que faria o mesmo pela sua felicidade. Gosto muito de você.

Só espero e desejo que esta linda sintonia entre nós se mantenha por muitos e muitos anos. Que juntos conheçamos primaveras e outonos sem fim. E que especialmente hoje você sinta a alegria e o orgulho de ser um grande ser humano.                                


"
117,"
Viveremos este Dia dos Pais em família e união


                                    Meu coração entrego a você e tenho orgulho de ver o pai maravilhoso que você tem se tornado, meu amor. Tenho orgulho de ter um homem como você ao meu lado.

Feliz Dia dos Pais! Aproveite este momento que é só seu. Vamos estar unidos em oração e com a fé nos corações. Estar em família é estar na paz de Deus e é assim que viveremos este dia.

Abençoado seja o seu Dia dos Pais!                                


"
118,"
Para a pessoa que me acolheu e hoje chamo de pai


                                    Hoje é um dia especial para você, mas é ainda mais significativo para mim, pois hoje é dia dos pais e, se não fosse por você ter me acolhido, nunca poderia comemorar este dia.

Você me deu muito mais que um lar, me mostrou o que é fazer parte de uma família e ter o apoio e o carinho de seus integrantes.

Ser pai é muito mais que dividir o mesmo sangue com um filho, é estar presentes em todas as fases, comemorando as vitórias e lamentando as derrotas, sempre juntos para seja lá o que vier. E é isso que eu vejo quando olho para você: um pai de verdade!

Você é tudo que eu sempre quis ter em um pai e muito mais! Feliz dia dos pais!                                


"
119,"
Pai, o meu coração será sempre seu


                                    Feliz Dia dos Pais! Eu acho que nunca lhe disse que meu coração é seu, que minha felicidade depende da sua; que o amo acima de qualquer coisa. Devo ser a filha mais sortuda do mundo. Obrigada por ser meu herói!

Eu prometo estar sempre ao seu lado, amar e cuidar do seu coração todos os dias, todos os instantes da minha vida. Na verdade, eu só imagino minha existência na sua companhia, aconteça o que acontecer.

Talvez também nunca tenha lhe confessado, mas sou infinitamente grata por todas as coisas maravilhosas que você me proporcionou. Tudo que sou hoje é graças ao seu empenho e dedicação.

Só gostaria que todos os bebês e crianças tivessem o privilégio de ter um pai assim tão bom, tão especial. Tenho certeza que este mundo seria um lugar bem mais especial para todos.                                


"
120,Como se faz um pai
121,"
Feliz Dia dos Pais, mamãe


                                    Neste dia dos pais eu tenho de lhe agradecer por toda dedicação, amor e carinho, mamãe. Você sempre foi mãe e pai. Nunca me faltou com tudo que um filho ou filha precisa. Feliz Dia dos Pais!

Acho que se existisse um prêmio para melhor mãe do mundo você ganharia com toda certeza. Nunca duvide do seu valor como mulher, mãe e ser humano. Tenho muita admiração por você, mãe! E só lhe desejo o melhor dia após dia. Te adoro!                                


"
122,"
Te amo, meu querido pai


                                    Querido pai, devo tanto a você que se quisesse agradecer por tudo em detalhe teria de ficar dias e dias agradecendo. Mas além de gratidão, também meu respeito, admiração e amor são totalmente seus. 

Você é um grande homem e sempre foi o melhor dos pais, e hoje é também meu amigo. Te amo, meu querido pai!                                


"
123,"
O Senhor felicita todos os pais nesta data


                                    Hoje é o dia em que todos os pais que se dedicam aos seus filhos e as bênçãos que vêm de Deus se tornam mais nítidas e presentes no coração de todos. Feliz Dia dos Pais!

Não são todos os homens que podem dizer que estão presentes na vida de seus filhos, mas aqueles que se doam e fazem de tudo para dar uma vida digna para seus filhos, são aqueles que o Senhor olha com mais carinho.

Um feliz Dia dos Pais para todos que são um exemplo de vida, conduta e fé para seus filhos. Parabéns!                                


"
124,"
Meu pai é uma bênção de Deus


                                    Uma das maiores bênçãos que Deus me deu nesta vida foi um pai absolutamente fantástico que sempre me deu muito amor e carinho e que sempre me conduziu para o caminho do bem e me afastou do mal.

Você é um exemplo de fé e dedicação a Deus, meu pai, alguém cujas passadas eu me orgulho de seguir.

Tenha um grande Dia dos Pais!                                


"
125,"
Celebrar e homenagear o meu amado Pai



"
