,0
94,"
A poesia que a saudade escreveu


                                    A saudade escreveu uma poesia
que não quis compartilhar com
o mundo; não permitiu que a ou
b a conhecesse. 

A saudade sente
falta e por isso escreve poesia no
coração e alma de quem também
a sente e não a quer compartilhar.

A saudade joga com o tempo que
sempre se joga no tempo do choro
de quem não espera sem sofrer ou
sofre sem querer.

A saudade cruel
é quando abraça as lágrimas e as
carimba com sangue do coração
que carregado de triste, chora.                                


"
95,"
Sempre lembrarei dos nossos momentos


                                    Ainda que distante, tenha certeza
não a esqueceremos. 
Você é muito especial.
A sua dedicação, o seu trabalho, 
o seu carinho, jamais serão 
esquecidos, ficarão plantados 
em nossos corações.

E um dia com certeza iremos 
nos encontrar por esses caminhos.
Lembraremos dos momentos 
vividos, do trabalho dividido.
Ilumine Deus esse novo caminho. 
Boa sorte e muito sucesso!

A saudade vai ficar, mas a certeza 
da sua felicidade é o nosso maior 
prazer. Eu não sabia que essa 
despedida de trabalho, iria ser tão 
dolorosa assim. Te amo!                                


"
96,"
Um Amor Interminável


                                    Sinto sua falta! Não vou mentir, você tem um peso muito grande em meu coração. Ainda nem acredito que nosso namoro terminou, sabe? 

E o pior é que eu deveria estar alegre e pronta continuar minha vida, porque você é rebelde, sempre fugidio. Mas não estou! Estou um pouco triste, porque sinto saudade de seu toque em meu cabelo, de seu beijo ofegante, de seu olhar de menino. Gosto muito de você, meu ex-namorado!                                


"
97,"
Eu morro de saudade do meu amor


                                    Eu já não aguento mais estar longe de você, querer sentir seu abraço e não poder. Meu amor, estou morrendo de saudade!                                


"
98,"
O Regresso Mais Aguardado


                                    Ainda nem acredito que você está de regresso. Seu retorno é a concretização do sonho dos meus dias. Foram momentos difíceis. Instantes de tristeza e horas de muita saudade, mas sempre tive a esperança de voltar abraçar você, de sentir sua respiração no meu rosto. 

Nossa união nunca desvaneceu devido à distância. Demonstramos que o sentimento que nos une é capaz de tudo e mais forte que qualquer coisa. Até breve!                                


"
99,"
Sinto tanto sua falta


                                    Sinto tanto a sua falta! Dói tanto nunca mais poder escutar sua voz, ou enxergar o brilho dos seus olhos. Como queria poder abraçar você, nem que fosse só mais uma vez. 

Sinto muitas saudades suas, mas na minha memória você está sempre presente. E assim será para sempre, pois tudo que sinto por você nem a morte será capaz de apagar.

Espero que esteja descansando em paz.                                


"
100,"
A distância ditou nosso fim


                                    Quando os olhares não se cruzam e o tempo não traz de volta essa pessoa que é nossa, tudo se questiona e o mundo caminha para o abismo. De repente sobram recordações, uma vida a dois inacabada, e feridas que ardem da separação. O que foi que nos aconteceu? Porque caminhamos para este fim?

Pensávamos ser mais fortes que tudo, julgamos controlar o amor mesmo à distância. Subestimamos a saudade e era ela quem nos corroía lentamente. As palavras eram escassas em nossos telefonemas e nossas vidas cada vez mais independentes. E quando nos víamos, sentíamos que nada era mais igual.

Esta distância que nos separou, levou também tudo que nos unia. Mas fomos nós que deixamos, fomos nós que consentimos a queda de um amor que demorou a construir. E é por isso que hoje sofremos e não queremos mais tentar. Enquanto esta distância persistir em durar, não podemos prometer amor eterno.                                


"
101,"
Saudade Dolorida


                                    Saudade... Eu não queria senti-la, mas é mais forte que eu. Todas essas lembranças me escravizam, me tiram a paz, sinto saudades de você, saudades dos nossos abraços, dos nossos carinhos, enfim, de tudo de bom que vivemos juntos e que a vida cruelmente roubou de mim.

Hoje, junto com a saudade, uma solidão terrível impera ao meu redor. Tudo é vazio, tudo é triste! Só há saudade de você que insiste em me machucar. Quero reviver com você todos os nossos momentos, sentir o seu beijo, o seu corpo.

Eu tentei esquecer você, mas não consegui, perdi as rédeas do meu coração. Eu sei que preciso superar tudo isso, mas se tornou muito difícil, sinto saudades, muitas saudades! 

Não sei se vou voltar a ver você novamente, mas gostaria que essas palavras chegassem ao seu coração e você entendesse que minha vida perdeu a cor, e tudo isto deu lugar a uma imensa dor.

Não sei quais foram os motivos que nos separaram, até hoje isso me inconforma, talvez seja por isso que essa saudade dói tanto. Queria poder gritar, explodir esta angústia, mas ela se resume a um choro onde ódio e tristeza se misturam. 

Queria procurar você, mas não posso; queria que houvesse uma maneira de erradicar esse maldito sentimento da minha vida. Queria ver você, olhar nos seus olhos, mas esse desejo é o mesmo que tentar agarrar o sol... 

Tanto amor não foi suficiente para evitar este desfecho e hoje sou sufocado pela saudade, e forçado a viver contra minha vontade...                                


"
102,"
Sinto tanta saudade de você, amiga


                                    A saudade é um sentimento difícil de lidar e quando vem, pousa no coração com o peso de toneladas de memórias. 

Sinto saudades, amiga, muitas! Saudades suas, de nós, de tudo que vivemos. Sinto saudades dos risos, das lágrimas, dos abraços, das confidências, dos sonhos.

Sinto saudades da nossa amizade, do que eu era ao seu lado e mesmo de tudo que ficou por dizer ou fazer. 

Sinto muitas saudades suas, amiga, e daria tudo para hoje sentar ao seu lado e ficar conversando com você até que o mundo acabasse!                                


"
103,"
A arte de perder


                                    A arte de perder 
não é nenhum mistério.
Tantas coisas contêm 
em si o acidente de perdê-las, 
que perder não é nada sério. 
Perca um pouquinho a cada dia.
Aceite, austero, a chave perdida, 
a hora gasta bestamente.
A arte de perder 
não é nenhum mistério.
Depois perca mais rápido, 
com mais critério: lugares, 
nomes, a escala subsequente 
da viagem não feita.
Nada disso é sério.
Perdi o relógio de mamãe.
Ah! E nem quero lembrar 
a perda de três casas excelentes.
A arte de perder 
não é nenhum mistério.
Perdi duas cidades lindas.
E um império que era meu, 
dois rios, e mais um continente.
Tenho saudade deles.
Mas não é nada sério.
Mesmo perder você (a voz, 
o riso etéreo que eu amo) 
não muda nada. Pois é evidente 
que a arte de perder não chega a 
ser mistério por muito que pareça 
(Escreve!) muito sério.

(Elizabeth Bishop)                                


"
104,"
Ser professor é muito mais do que exercer uma profissão


                                    Ser professor é ensinar e educar, mas também aprender com seus alunos e constantemente renovar suas aprendizagens. É passar horas planejando, revendo, estudando, para preparar apenas alguns minutos de aula.

Ser professor é sair da escola e levar no coração e no pensamento os seus alunos, suas preocupações e necessidades. É depois de muitos anos lembrar do rosto de todos eles com saudade e carinho.

Ser professor é sentir-se realizado e feliz com as conquistas dos seus alunos. É sentir orgulho na construção do caráter de todos eles.

Ser professor é dar tudo todos os dias, pedindo apenas em retorno o sucesso daqueles que arduamente prepara para o futuro. É indicar caminhos e deixar que seus alunos optem pelos que mais lhes convêm.

Ser professor é muito mais do que exercer uma profissão, é uma vocação, uma missão, um dos mais importantes ofícios dos quais depende o futuro de uma nação! E tantas vezes é também ser pai, mãe, amigo...                                


"
105,"
Saudades de uma amiga especial



"
106,"
Não Estamos Juntos


                                    Não mais estamos juntos, não mais desfruto do seu amor, da sua companhia, mas amo você como antigamente.

Sinto saudades de tudo que juntos vivemos e que se tornou intenso, deu frutos, mas hoje apenas eu cultivo um grande e solitário amor, mas com prazer de ter vivido uma grande história de amor com você.

Amar é bom quando somos amados, quando sabemos que a troca existe, e infelizmente isso não acontece mais comigo. 

Mas me agarro às lembranças do que fomos um dia, e independentemente de ser ou não amada continuo amando e desejando você, e não tenho porque cobrar uma reação sua.

Eu te amo e continuarei amando até quem sabe quando. E sinto grande saudade de um amor que ainda não acabou. Ainda Te Amo!                                


"
107,"
Simples Mortais 


                                    Nas sombras da dor e saudade
Vivo esperando uma luz
Que possa um dia talvez
Morar no meu cansado e triste coração
Que bate e sobrevive agarrado
A forças já não existentes em terra firme
Que talvez já não perceba a futilidade 
De não perceber
Onde começa um dia e termina o outro...

Ah! Se eu pudesse ser mais do que sou
Enxergar do mundo
Muito mais do que meus olhos podem ver
Se eu soubesse que a vida
Não é apenas uma viagem sombria
Que a cada passo termina deixando marcas
Que quem sabe em outras vidas,
Sejam exemplos de força e coragem...

O universo gira para que tudo mude
Para que todos nós, seres humanos
De inteligência extraordinária
Possamos mostrar uns para os outros
Que nossa existência faça algum sentido
Errando ou acertando
Mas que apesar de tudo
Somos além da vida
Simples Mortais...                                


"
108,"
Se eu pudesse viajava também do seu lado


                                    Se eu pudesse ia nessa viagem do seu lado. Percorreríamos novos destinos de mão dada e mostraríamos ao mundo todo o amor que sentimos. Infelizmente você terá que ir sem mim e eu ficarei morrendo de saudade até você voltar.

Desejo que tudo possa correr bem e que no regresso sinta que tudo valeu a pena. Boa viagem, meu amor! 


"
109,"
Amigos merecem ser valorizados


                                    Valorize os amigos que fazem parte da sua história, mas principalmente aqueles que você tem certeza que farão parte do seu futuro. Importe-se com eles, demonstre gratidão por existirem, pois não há nada mais precioso que uma boa amizade.

O tempo passa rápido demais, e um dia você terá saudade dos momentos que viveu ao lado dessas pessoas que tanto ama. Amigos são verdadeiros tesouros que devem ser agarrados para jamais serem largados.                                


"
110,"
Quero Viver


                                    Quero viver ao seu lado
A mais linda história de amor
Quero enlaçar-me em seus braços
E sentir o seu calor
Quero viver cada instante
Como se fosse o último segundo
Aproveitar cada momento
Como se existisse só nós dois no mundo
Quero morar em seu coração
Como o único espírito que te toca
Me entregar me envolver
E esquecer a saudade que me sufoca!                                


"
111,"
Vamos Celebrar a Vida


                                    Hoje o dia é muito especial para todos nós! Esta é a data que traz à memória todos aqueles que amamos e que partiram cedo demais. Vamos fazer com que seja um dia de paz, tranquilidade e reflexão. 

Eu sei que não é fácil aceitar que a vida ou a morte leve aqueles que tanto adoramos. Com saudade no coração com a saudade e a esperança em um reencontro, vamos celebrar a vida no dia de hoje!                                


"
112,"
Saudade

 


                                    Se algum dia você não me achar,
me procure lá fora, 
serei a leve brisa da tarde
tocando em seu rosto.

Se sentir saudades
e não conseguir dormir, 
me procure nas estrelas,
serei a última que você verá, 
lhe desejando uma boa
e sossegada noite.

Mesmo você e eu
não estando juntos agora, 
saiba que eu amo você,
desesperadamente!                                


"
113,"
Felicidades, agora que se vai aposentar


                                    Chegou agora o momento em que se conciliam alegria e tristeza. Alegria porque você se vai aposentar e ter seu merecido descanso, uma nova etapa que te trará muitas bênçãos. Tristeza pelo grande vazio, a profunda saudade que você deixará em nossa equipe de trabalho. Afinal, foram sempre especiais os momentos que passamos juntos, em um ambiente fraterno, para o qual você também contribuiu. 

Você marcou profundamente cada um de nós, pela forma como sempre conseguiu aliar suas competências profissionais, com suas qualidades humanas. Sua prontidão em ajudar, suas palavras amigas de força e incentivo ficarão guardadas eternamente em nosso coração. Você é um exemplo que permanecerá vivo em nossa empresa, pois todos queremos seguir e imitar sua postura competente e suas atitudes generosas.

Querido colega, que o novo caminho, que toma agora, te leve à mais plena das felicidades. Não se esqueça de nos guardar em suas memórias e que nos possamos encontrar de novo, um dia.                                


"
114,"
A Menina e o Pássaro Encantado

 


                                    Era uma vez uma menina que tinha um pássaro como seu melhor amigo. Ele era um pássaro diferente de todos os demais: Era encantado. Os pássaros comuns, se a porta da gaiola estiver aberta, vão embora para nunca mais voltar. Mas o pássaro da menina voava livre e vinha quando sentia saudades... 

Suas penas também eram diferentes. Mudavam de cor. Eram sempre pintadas pelas cores dos lugares estranhos e longínquos por onde voava. 
Certa vez, voltou totalmente branco, cauda enorme de plumas fofas como o algodão. 

""- Menina, eu venho de montanhas frias e cobertas de neve, tudo maravilhosamente branco e puro, brilhando sob a luz da lua, nada se ouvindo a não ser o barulho do vento que faz estalar o gelo que cobre os galhos das árvores. Trouxe, nas minhas penas, um pouco de encanto que eu vi, como presente para você..."". 

E assim ele começava a cantar as canções e as estórias daquele mundo que a menina nunca vira. Até que ela adormecia, e sonhava que voava nas asas do pássaro. Outra vez voltou vermelho como fogo, penacho dourado na cabeça. 

""... Venho de uma terra queimada pela seca, terra quente e sem água, onde os grandes, os pequenos e os bichos sofrem a tristeza do sol que não se apaga. Minhas penas ficaram como aquele sol e eu trago canções tristes daqueles que gostariam de ouvir o barulho das cachoeiras e ver a beleza dos campos verdes."" 

E de novo começavam as estórias. A menina amava aquele pássaro e podia ouvi-lo sem parar, dia após dia. E o pássaro amava a menina, e por isso voltava sempre. 

Mas chegava sempre uma hora de tristeza. 

""- Tenho que ir"", ele dizia. 

""- Por favor não vá, fico tão triste, terei saudades e vou chorar...."". 

""- Eu também terei saudades"", dizia o pássaro. 
- Eu também vou chorar. Mas eu vou lhe contar um segredo: As plantas precisam da água, nós precisamos do ar, os peixes precisam dos rios... E o meu encanto precisa da saudade. É aquela tristeza, na espera da volta, que faz com que minhas penas fiquem bonitas. Se eu não for, não haverá saudades. Eu deixarei de ser um pássaro encantado e você deixará de me amar."" 

Assim ele partiu. A menina sozinha, chorava de tristeza à noite. Imaginando se o pássaro voltaria. E foi numa destas noites que ela teve uma idéia malvada. 
""- Se eu o prender numa gaiola, ele nunca mais partirá; será meu para sempre. Nunca mais terei saudades, e ficarei feliz"". 

Com estes pensamentos comprou uma linda gaiola, própria para um pássaro que se ama muito. E ficou à espera. 

Finalmente ele chegou, maravilhoso, com suas novas cores, com estórias diferentes para contar. Cansado da viagem, adormeceu. 

Foi então que a menina, cuidadosamente, para que ele não acordasse, o prendeu na gaiola para que ele nunca mais a abandonasse. E adormeceu feliz. 

Foi acordar de madrugada, com um gemido triste do pássaro. 

""- Ah! Menina... Que é que você fez? Quebrou-se o encanto. Minhas penas ficarão feias e eu me esquecerei das estórias... Sem a saudade, o amor irá embora..."" 

A menina não acreditou. Pensou que ele acabaria por se acostumar. Mas isto não aconteceu. O tempo ia passando, e o pássaro ia ficando diferente. 

Caíram suas plumas, os vermelhos, os verdes e os azuis das penas transformaram-se num cinzento triste. E veio o silêncio; deixou de cantar. Também a menina se entristeceu. Não, aquele não era o pássaro que ela amava. 

E de noite ela chorava pensando naquilo que havia feito ao seu amigo... 
Até que não mais agüentou. Abriu a porta da gaiola. 

""- Pode ir, pássaro, volte quando quiser..."". 

""- Obrigado, menina. É, eu tenho que partir. É preciso partir para que a saudade chegue e eu tenha vontade de voltar. Longe, na saudade, muitas coisas boas começam a crescer dentro da gente. Sempre que você ficar com saudades, eu ficarei mais bonito. Sempre que eu ficar com saudades, você ficará mais bonita. E você se enfeitará para me esperar..."". 

E partiu. Voou que voou para lugares distantes. A menina contava os dias, e cada dia que passava a saudade crescia. 

""- Que bom, pensava ela, meu pássaro está ficando encantado de novo..."". 

E ela ia ao guarda-roupa, escolher os vestidos; e penteava seus cabelos, colocava flores nos vasos... 

""- Nunca se sabe. Pode ser que ele volte hoje..."" 

Sem que ela percebesse, o mundo inteiro foi ficando encantado como o pássaro. Porque em algum lugar ele deveria estar voando. De algum lugar ele haveria de voltar. 

Ah! Mundo maravilhoso, que guarda em algum lugar secreto o pássaro encantado que se ama... 

E foi assim que ela, cada noite ia para a cama, triste de saudade, mas feliz com o pensamento: 
""- Quem sabe ele voltará amanhã..."" 

E assim dormia e sonhava com a alegria do reencontro.                                


"
115,"
Se esta saudade trouxesse você


                                    Que mundo é este feito de saudade? Para onde olho, eu vejo saudade. Saudade que invade e me aperta o coração. Saudade espalhada pelos caminhos que percorremos, em todos os cheiros e cores que me lembram de você. Saudade dos momentos que passamos juntos e até daqueles que ainda quero viver.

Mesmo distante de mim, quando eu sinto saudade consigo perceber como você está tão presente. Memórias de nós dois ganham vida e mostram como nada as conseguem apagar. Nossa história está marcada em minha alma, como tatuagem que não pode sair da carne. E eu sou feliz por sentir que nosso amor continua forte.

Mas, por outro lado, meus lábios sentem tanta falta dos seus que doem de apenas os desejarem. Minha alma se sente vazia e é só de suas palavras que ela precisa. Quando nossos olhos não se podem cruzar, tudo se agita e nada faz mais sentido. 

Ai saudade, saudade. Talvez só lhe abra de vez a porta, se junto com ela trouxer você, meu amor.  


"
116,"
Saudades de Ver Você

 


                                    Saudades de ver você chegando
Você sorrindo e me olhando
Com esse seu olhar doce
Que me amolece

Saudades de sentir você aqui
Bem ao lado de meu peito
Nesse coração ardente
Cheio de desejo

Saudades de sentir a sua voz
Cochichando em meu ouvido
Que também sentiu saudades
Enquanto me arrepio…

Saudades... Saudades... Saudades...

De sentir o seu cheiro
De sentir os seus beijos
De sentir você aqui.

Saudades... Saudades... Saudades…

Quando será que terá fim?
Quando será que você meu amor
Irá ficar para sempre juntinho a mim?                                


"
117,"
Destrói-se


                                    Quem não troca de ideias, não troca de discurso, só para evitar as próprias contradições. 

Destrói-se... Quem vira escravo do hábito, repetindo todos os dias o mesmo trajeto e as mesmas compras no supermercado. Destrói-se... Quem não troca de marca, não arrisca vestir uma cor nova.  

Destrói-se lentamente quem faz da tv, sua maior e mais querida companhia. Destrói-se lentamente quem não tem compaixão com os animais, as crianças, os idosos, os deficientes e os eficientes. Quem desconhece o valor da afetividade, da família, da amizade, e da saudade. 

Destrói-se... Quem não vira a mesa quando está infeliz, quem não arrisca o certo pelo incerto atrás de um sonho. Destrói-se... Quem não viaja, não lê, não ouve música, não assiste filmes nem vai passear de mãos dadas. 

Destrói-se... Quem destrói seu amor próprio, quem não se deixa ajudar, quem passa os dias se queixando da má sorte ou da chuva incessante. Destrói-se... Quem desiste de um projeto antes de iniciá-lo, não perguntando sobre um assunto que desconhece, e não respondendo quando lhe indagam o que sabe.

Destrói-se... Quem prefere o preto no branco e os pingos nos is a um turbilhão de emoções indomáveis, justamente as que resgatam o brilho nos olhos, sorrisos e suspiros. Quem não abre seu coração, com medo dos tropeços. Quem esconde seus sentimentos. Quem tem medo de amar.

Evitemos definhar em suaves prestações, lembrando sempre que estar vivo exige um esforço bem maior do que simplesmente respirar.                                


"
118,"
A saudade tomou conta de mim


                                    A saudade entrou nos meus aposentos,
Na parte mais íntima do meu coração,
Deixando ardentes meus sentimentos,
E meus sentidos em convulsão.

Vejo sem olhar a pessoa que amo,
Escuto sem ouvir sua boca falar
Porque saudade é a presença que clamo
De quem não está, mas tento recordar.

A saudade ficou, não quer ir embora
E não me importo que queira permanecer.
A saudade é o amor, aqui e agora,
O encurtar da distância, imaginar e viver.                                


"
119,"
Em silêncio meus pensamentos te buscam


                                    Em silêncio
Meus pensamentos te buscam
O tempo se congela
E canções alimentam a alma.
A saudade
Torna-se dona de mim.
As estrelas me enfeitiçam
Como o encanto de seu olhar.
Tento ser forte
Suportando a saudade
E segurando as lágrimas,
Mas é inútil
Pois a noite é amiga da saudade
E unidas elas me vencem
E me fazem render.
A saudade me prende
E as lágrimas me desobedecem,
Nada me faz esquecer
Nem passa-tempos me distraem
Cada gesto,
Cada olhar,
Está você...
Minha alma parece estar unida à sua,
Pois já busquei mil maneiras
De lidar com a saudade
Mas ela sempre me vence...
É mais forte que meus instintos
É maior que meus limites
É uma
Incombatível Saudade.                                


"
120,"
O maior desafio é vencer a distância, amiga

 


                                    Vencer a distância tem sido o nosso maior desafio, amiga. Mas apesar da saudade, jamais será impedimento para a nossa amizade.                                


"
121,"
Simplesmente Amigo


                                    Amizade não se explica. Amigos sempre sabem quando serão amigos, pois compartilham momentos juntos, dão forças; estão sempre lado a lado, nas conquistas e nas derrotas, nas horas boas e nas difíceis.

Amizade nem sempre é pensar do mesmo jeito, mas abrir mão de vez em quando. Amizade é como ter um irmão que não mora na mesma casa. É compartilhar segredos e emoções. É compreensão, é diversão. É contar com alguém sempre que precisar. É ter algo em comum, é saber que se tem mais em comum do se imagina. É sentir saudade. É querer dar um tempo. É dar preferência. É bater um ciúme.

Amizade que é amizade nunca acaba, mesmo que a gente cresça e apareçam outras pessoas no nosso caminho, porque amizade não se explica, ela simplesmente existe! Dê valor a suas amizades.

Muito obrigada por sua amizade! Muito, muito obrigada mesmo pela sua amizade, do fundo do coração!                                


"
122,"
A saudade que sinto de você


                                    O tempo pode fazer com que nossos olhares não se cruzem. E a distância pode impedir nossos corpos de se abraçarem. Mas nada conseguirá jamais mudar o verdadeiro amor que sinto.

Sinto muitas saudades suas, e nem sempre tem sido fácil estar tão longe de você. Mas quero que saiba que em pensamento estarei ao seu lado a toda hora, até que nos possamos encontrar novamente.                                


"
123,"
A Hora da Saudade


                                    Eu sei que não vai ser fácil superar os momentos de saudade. Você é e sempre será uma pessoa importante para mim. Torço pelo seu sucesso; desejo que a alegria esteja ao seu lado, mas chegou a hora da despedida. 

Conte comigo para qualquer coisa e lembre-se que nosso relacionamento foi muito marcante para mim. Nunca vou esquecer o que fomos. Até um dia.                                


"
124,"
Querer


                                    Queria poder fechar os olhos e não mais abri-los, pois só assim não perceberia que não está mais ao meu lado. Queria poder dormir e não sentir falta do calor do seu corpo, e do bem-estar que seus carinhos me fazem.

Queria poder pensar em você e não sentir tantas saudades, então não veria o quanto a sua ausência dói. Queria poder ver você e não sentir que perdi, que perdi por você não me amar mais.

Queria poder ouvir você; ouvir chamar meu nome ou somente meu amor, mas não ouço, o vazio da solidão ocupa o espaço da sua voz. Queria poder sentir seu perfume e não sentir vontade de abraçar você, pois sempre adorei o cheiro da sua pele.

Queria poder me aproximar e não sentir que meu coração dispara pelo simples fato de saber que está próximo. Queria poder lhe tocar e não sentir calafrios, pois quando os sinto sei que meu corpo deseja você insaciavelmente.

Queria poder acariciar você, acariciar seus cabelos, seu rosto, seu corpo, e não descobrir que não está ao alcance das minhas mãos que, desesperadamente, procuram por você. Queria poder abraçar você e não sentir que me faz muita falta.

Queria poder beijar você e não sentir que já não me ama mais, pois sei que seu amor já não me pertence. Queria poder gritar, gritar até não poder mais e não saber o porquê de tal atitude. Mas não posso, pois sei que tudo o que quero é me livrar da dor que se aloja em meu peito.

Queria poder chorar e não perceber que choro por você, mas não consigo, minhas lágrimas simplesmente representam o desespero de perder você.

Sabe o que eu realmente queria? Queria simplesmente ter a certeza de que algum dia vou conseguir deixar de amar da forma que eu amo você, pois só assim poderei unir os pedaços de um coração que busca o verdadeiro amor: Aquele em que se ama e se é amada plenamente! Sinto sua falta!                                


"
125,"
Quando você chegou...


                                    Quando você chegou, transformou 
meus sonhos em realidade
Então você se foi, 
deixando rastros de saudade.
As minhas ilusões, meus sonhos, 
na verdade, você levou quando 
saiu da minha vida, restando em 
mim somente a realidade de uma 
paixão que não pode ser vivida.
Foi quase insuportável viver assim,
pois minha angústia você não 
conhecia, não sabia das marcas 
que ficaram em mim, nem tampouco 
da solidão que me consumia.
Mal sabe você da minha amargura
que em vão tento esconder.
Vem de um amor distante, ausente
que nasceu mas não teve tempo 
para florescer, porém, o brilho dos 
meus olhos denuncia o quanto de 
mim se transformou em você, pois 
mesmo distante, sua presença em 
mim continua em forma de um amor 
que insiste em viver. Cumpra seu 
destino, pois meu conflito jamais 
terá fim. Mesmo não fazendo 
parte do seu caminho, você 
sempre será parte de mim!                                


"
126,"
A Hora do Reencontro

 


                                    Nem acredito que depois de tanto tempo longe falta muito pouco para nos encontrarmos de novo! A falta que você fez foi tanta que não chamo mais nem de saudade, pois até hoje não encontrei uma palavra que e descreve perfeitamente no dicionário.

Tenho certeza que chegará com ótimas histórias e muitas aventuras vividas para contar. Só em saber que seu maior sonho foi concretizado, a ansiedade em saber cada detalhe da sua viagem vai aumentando cada vez mais.

Espero que tenha realmente aproveitado bem a oportunidade, que a experiência tenha sido muito melhor do que esperava e que também esteja feliz pela sua chegada. Que a partir de agora seja iniciada uma nova jornada, repleta de muitas conquistas e muitos outros desejos realizados.

Esteja bem preparada para ser recebida por muitas pessoas, a espera foi longa a disputa pela sua atenção será muito acirrada. Que Deus lhe acompanhe na viagem de volta e que consiga interiorizar o sentimento de dever cumprido, você é uma guerreira e tudo que alcançou não foi mais que merecido!

Boa viagem de volta!                                


"
127,"
Meu amigo

 


                                    Ah! Como é linda a amizade 
Principal fruto da felicidade 
Nasce como uma criança 
Cheia de pureza e firmeza 
E juntos entramos nessa dança 
Consequência simples da natureza 

E assim dançamos até a eternidade 
Entre a alegria e a saudade 
E, de repente, sem querer, a vida lança 
Momentos de dor e de tristeza 
E ficamos somente na esperança 
Longe do encanto e da beleza 

Por isso, escolha bem o seu caminho 
A vida muda a cada momento 
Nunca, jamais caminhes sozinho 
Na dúvida mantenha-te atento 
Pois em face de tanto perigo 
Não quero perder-te, meu amigo!                                


"
128,"
Mesmo distante, você é especial


                                    Por você ser tão especial, querido marido, é que nossa vida tem sido um hino ao amor. Apesar de não estar a toda hora por perto, você me complementa e preenche em todos os momentos. Você me consegue entender plenamente, com seu jeito compreensivo, e nunca se inibe de me dar palavras de conforto.

Por você ser único, meu companheiro, é que esta distância não esfria nossos sentimentos. Você está em meu coração todos os dias, nas estradas que percorro, enquanto vagueio por nossa casa. E não há um instante que não imagine seu regresso. Você chegando por esta porta de entrada e eu correndo ofegante para seus braços.

Por você ser quem é, meu amor, minha vida, é que te quero mais do que sei explicar. É por saber que estarei sempre de seu lado e que nada nos vai fazer separar. 


"
129,"
A Dádiva de Ser Mãe de um Menino


                                    Ser mãe de um menino foi a coisa mais impressionante que a vida me proporcionou. Estou muito feliz e eternamente agradecida por essa dádiva que ostento com tanto orgulho. 

Eu adoro meu filho e adoro ser sua mãe! Recordo com saudade os pontapés na barriga, a primeira vez que peguei no colo e até os primeiros passos do meu bebê. Minha vida é bem mais feliz desde o momento que meu filho chegou até mim.                                


"
130,"
Palavra que na alma cala


                                    Não há palavra na nossa língua
Que cale tão fundo em qualquer alma
Assim como faz a palavra saudade!

Pois ela fala de um sentimento
Que se sente na ausência,
Na falta daqueles que amamos
E contra isso não há remédio
A não ser a tristeza e a dor de alma.

Mas a saudade é também
A lembrança de um belo passado
A certeza de que vivemos 
Lindos momentos que deixam
Vontade de os viver novamente.

Então na saudade se cruza alegria
Tristeza e certa melancolia,
E ela só é possível porque existem
Amor, amizade e boas lembranças.                                


"
131,A inevitável saudade
132,"
Choro


                                    Choro porque um dia tive você, 
porque tenho esperanças que volte 
Choro porque em meu peito 
só há lugar para você, 
e porque a saudade é imensa. 
Choro porque não são mais 
seus lábios que me beijam, 
suas mãos que me acariciam.
Choro porque ainda te amo... Muito!                                


"
133,"
Não Aguento a Distância


                                    Eu não aguento mais essa distância que nos separa, amor… 

Que me separa dos seus carinhos, dos nossos mimos e dos nossos beijos apaixonados. Que me separa de olhar nos seus olhos, de trocar olhares cheios de afeto, te abraçar bem forte e ouvir seu coração batendo. Que me separa de observar você dormindo, de te dizer bem baixinho nos seu ouvido o quanto eu te amo e preciso de você para sempre. Que me separa de ver o seu sorriso todos os dias e ficar deitada ao seu lado apenas conversando por horas. Que me separa de ter a pessoa que eu mais amo ao meu lado… Me diz o que fazer? Tá meio difícil de lidar com isso… A saudade aperta, a tristeza chega e as lágrimas inundam o meu rosto e meu coração chora. Sempre prometi que eu vou esperar o tempo que for por você e essa é a mais pura verdade que eu guardo dentro de mim. Mas, meu amor, não é justo nós ficarmos tão longe sendo que tudo que eu mais quero e desejo é ter você por perto, ter você grudadinha a mim e eu coladinha a você... Todos os dias eu peço a Deus que a gente possa viver nossa vida juntas logo porque aí sim eu vou poder ser completamente feliz. Distância, você me machuca mas nunca chegará nem perto de atingir o meu amor pela menina mais linda desse mundo que eu tive a imensa sorte de ser minha, só minha. Nosso amor é para essa e para outras vidas, minha pequena. Nada irá nos separar a não ser Deus. Eu te amo tanto, minha bebêzinha.

(Regiane Garcia)                                


"
134,"
Dia de Finados é Dia de Oração


                                    Hoje o dia é de oração. Hoje é dia de finados e devemos refletir na obra do Senhor e nas pessoas que amamos, mas já não vivem mais entre nós. Por mais difícil que seja temos de prestar homenagem a todos. 

Haverá lágrimas e alguma tristeza até, mas o mais importante será celebrar de pé e com foco na vida. Que todos sintam paz e se sintam abrigados por Deus e por toda sua palavra. Neste dia da saudade vou recordar quem sempre amarei.                                


"
