,0
95,"
Vamos Viver Todos os Sonhos

 


                                    É preciso viver o sonho e a certeza de que tudo vai mudar. É necessário abrir os olhos e perceber que as coisas boas estão dentro de nós, onde os desejos não precisam de razão, nem os sentimentos de motivos.

O importante é viver cada momento e aprender sua duração, pois a vida está nos olhos de quem sabe ver.

Desejo que no ano que vem você realize todos os seus sonhos, e não tenha medo de viver o momento em que eles acontecerem. E que nesses momentos saiba que me terá sempre ao seu lado. Feliz Ano Novo, meu amigo!                                


"
96,"
O Regresso do Seu Sorriso Mais Apaixonante


                                    Você tem de jogar fora esse sofrimento. Eu amo você, mas preciso enxergar mais uma vez esse seu sorriso apaixonante. Você não tem motivos para andar tão triste e desiludido. Ajude-se, por favor! 

Eu estou do seu lado, vou estar sempre junto. Mas eu preciso que você ajude com sua força, com toda esperança que vive no seu coração! Mostre seu lado guerreiro e seja feliz agora mesmo! Beijo, amor!                                


"
97,"
Olhar Para Cima..


                                    Certa vez um jovem marinheiro teve que subir ao 
Mastro durante uma tempestade. 
As ondas levantavam o barco para alturas 
Estonteantes e logo em seguida  
Jogavam-no para profundezas abismais  

O jovem marujo começou a sentir vertigem e 
Estava quase caindo o capitão gritou: 
""moço, olhe para cima"".  

De maneira decidida, o marinheiro desviou o olhar 
Seu olhar das ondas ameaçadoras 
E olhou para cima. Ele conseguiu subir com 
Segurança e executar a sua tarefa  

Quando os dias de tribulação revolvem a nossa 
Vida, quando as tempestades da vida 
Nos confundem, perdemos o equilibrio e somos 
Ameaçados de despencar.  

Entretanto se desviar-mos nosso olhar dos 
Perigos e olharmos para o ajudador, 
Se buscarmos a face do senhor em oração e 
Agarramos a sua poderosa mão, nosso 
Coraçâo se aquietará, receberemos força e paz 
Para podermos executar as nossas 
Tarefas em meio as tempestades e finalmente 
Seremos vitoriosos.                                


"
98,"
Você é forte e conseguirá vencer


                                    Meu bem, lamento muito o seu estado de saúde, e me entristece não poder fazer mais. Mas tenha esperança e muita fé! Tudo vem e tudo vai, e tal como veio essa doença irá embora também. 

Mantenha o pensamento positivo, acredite que irá superar este momento menos bom e verá que assim será. Você é forte e conseguirá vencer, e eu vou estar sempre ao seu lado para lutar junto e no final festejar o triunfo com você. Força!                                


"
99,"
Em um casamento duradouro


                                    No casamento, as pequenas coisas são as grandes coisas. É jamais ser muito velho para dar-se as mãos, diz ele. É lembrar de dizer ""te amo"", pelo menos uma vez ao dia. É nunca ir dormir zangado. É ter valores e objetivos comuns. 

É estar unidos ao enfrentar o mundo. É formar um círculo de amor como uma toda família. É proferir elogios e ter capacidade para perdoar e esquecer. É proporcionar uma atmosfera onde cada qual possa crescer na busca 
recíproca do bem e do belo. É não só casar-se com a pessoa certa, mas ser o companheiro perfeito.

E para ser o companheiro perfeito é preciso ter bom humor e otimismo. Ser natural e saber agir com tato. É saber escutar com atenção, sem interromper a cada instante. É mostrar admiração e confiança, interessando-se pelos problemas e atividades do outro.  

Perguntar o que o atormenta, o que o deixa feliz, por que está aborrecido. É ser discreto, sabendo o momento de deixar o companheiro a sós para que coloque em ordem seus pensamentos. É distribuir carinho e compreensão, combinando amor e poesia, sem esquecer galanteios e cortesia. 

É ter sabedoria para repetir os momentos do namoro. Aqueles momentos mágicos em que a orquestra do mundo parecia tocar somente para os dois. É ser o apoio diante dos demais. 

É ter cuidado no linguajar, é ser firme, leal. É ter atenção além do trivial e conseguir descobrir quando um se tiver esmerado na apresentação para o outro. Um novo corte de cabelo, uma vestimenta diferente, detalhes pequenos mas importantes.  

É saber dar atenção para a família do outro, pois, ao se unir o casal, as duas famílias formam uma unidade. É cultivar o desejo constante de superação. É responder dignamente e de forma justa por todos os atos. É ser grato por tudo o que um significa na vida do outro.  

O amor real, por manter as suas raízes no equilíbrio, vai se firmando dia a dia, através da convivência estreita. O amor, nascido de uma vivência progressiva e madura, não tende a acabar, mas amplia-se, uma vez que os envolvidos passam a conhecer vícios e virtudes, manias e costumes um do outro.  

O equilíbrio do amor promove a prática da justiça e da bondade, da cooperação e do senso de dever, da afetividade e advertência amadurecida.                                


"
100,"
Só peço um sorriso, amiga


                                    Sei que é fácil falar, que dizer ‘você precisa ter ânimo’ e coisas parecidas saem com facilidade da nossa boca, mas para quem está em baixo, para quem sofre realmente, esse tipo de apoio vazio nem sempre resulta e às vezes até irrita.

Nesse espírito, minha amiga, e sabendo como está triste, eu não vou pedir para que faça aquilo que você sabe que deve fazer, pois é inteligente suficiente para decidir por si. Hoje eu peço apenas um sorriso, pois amo vê-la sorrir. Você é linda de qualquer jeito, mas quando sorri é muito mais.

Faça isso, apenas isso, por mim, por nossa amizade, por todo amor que eu lhe tenho, e talvez esse sorriso, repetido algumas vezes por dia, acabe ficando no seu rosto e depois no seu espírito. 

Adoro você, meu bem, e parte meu coração vê-la triste. Sorria, um pouquinho, por favor!                                


"
101,"
Ânimo, meu amor!


                                    Meu amor, infelizmente na vida nem tudo é como a gente almeja. Enquanto nós fazemos planos, os anjos zombeteiros, às vezes, riem de nós. Mas isto é também uma lição de vida. Precisamos entender que muito pouco da vida está em nossas mãos, quase nada está sob nosso controle.

Ainda bem que nós somos criativos e somos capazes de nos reinventar, de nos fortalecer e fazer com o que os nossos fracassos e frustrações sejam os motivadores e os degraus que nos levam para destinos melhores do que aqueles que imaginamos.

Não quero ver você triste e nem desanimado, meu amor. Você é um homem maravilhoso, talentoso, honesto e responsável, em breve excelentes oportunidades vão aparecer para você. Força, coragem, e otimismo! O pensamento positivo é um ímã para coisas boas.  

Ânimo meu amor, deixe o entusiasmo tomar conta de você. Eu estarei sempre ao seu lado para lhe apoiar no que você quiser e precisar. Te adoro!                                


"
102,"
Jamais Perca A Esperança


                                    Não é incomum achar que pode ser uma perda de tempo ter muitas expectativas na vida, nos deparamos com tantas dificuldades que muitas vezes damos o fracasso já como certo. Mas isso pode ser um sentimento frequente, a esperança é algo que nos move para seguir em frente e não deve nunca ser dispensada assim tão facilmente.

Viver não é fácil, seja rico, pobre, branco, negro ou mulato, todo mundo passa por uma dificuldade, mas o que pode fazer a diferença dos que a superam para os que permanecem muito tempo nela, é a expectativa que realmente conseguirá aquilo que espera.

É muito difícil alcançar algo positivo quando na sua mente só passam pensamentos contrários àquilo que almeja. Por mais que demore a chegar o que tanto deseja, jamais perca a esperança, pois ela será crucial na atração de boas energias para o mundo conspirar e fazer com que a solução do seu problema aconteça.                                


"
103,"
A Conquista do Sucesso Profissional


                                    Sucesso... O que é sucesso?

O sucesso é algo que não se ganha, ele é conquistado quando a sinceridade, humildade e perseverança moram dentro de nós.

No dicionário, temos como significado conclusão, resultado bom, acontecimento de grande êxito ou artista de grande popularidade. Mas sucesso é muito mais que isso.

Normalmente vemos a palavra sucesso ser muito associada à fama. Então apenas os famosos têm sucesso?

O sucesso também não é uma herança genética. Essa história de ""filho de peixe, peixinho é"" não é regra.

A interpretação de sucesso vai muito além de simples palavras e histórias.

Ninguém ganha sucesso. Ele é conquistado. E essa conquista é fruto de uma busca constante. A busca pelo sucesso deve vir de dentro da pessoa.

A conquista do sucesso é consequência de atos bem feitos. Pode ser em várias áreas, como pessoal e profissional, que são áreas onde a busca pelo sucesso é maior.

Ao se decidir buscar o sucesso, a primeira etapa já está ganha, pois isso já faz seus atos serem mais corretos e melhores.

Como tudo o que acontece atualmente, vemos pessoas conquistando o sucesso de forma ilícita. No entanto, esse sucesso é passageiro.

A pessoa que conquista o sucesso de forma natural, não faz sacrifícios. E quanto mais natural a busca, mais longo será seu sucesso.

Para iniciar essa busca, primeiramente é preciso definir seus princípios e objetivos. Então, se você quiser conquistar o sucesso, busque-o primeiro dentro de você, para depois mostrá-lo ao mundo! 

(Regiane Moura Mendonça)                                


"
104,"
Os relacionamentos têm altos e baixos


                                    Todos os relacionamentos têm os seus altos e baixos e o seu não é diferente, querida amiga. Agora vocês estão em um momento mais difícil. As brigas são constantes e as incertezas vão surgindo no coração.

Acredite que as coisas podem mudar. O amor que vocês sentem um pelo outro continua sendo o mesmo. Só falta vocês encontrarem uma forma de conseguirem lutar para que tudo seja como antes. 


"
105,"
Sem Esforço Nunca Haverá Conquista


                                    A tão falada vitória, por ser desde sempre desejada, muitas vezes faz cair no esquecimento todo o caminho necessário para poder conquistá-la. Como é dito por aí, não se vence uma guerra sem batalhas, então é muito provável que não haja recompensa se permanecer tudo parado.

Pois é, o querer não quer dizer automaticamente conseguir, para chegar ao final é preciso muito mais que vontade ou desejo. A mais pura verdade que pode ser dita é que sem o esforço nunca haverá conquista! 

Até para as Leis da Física sem força não há movimento, como seria possível alguém conseguir todos os objetivos sem usar nenhuma energia? 

Se até hoje tem a sensação que nada dá certo, ou que nunca alcançou qualquer conquista, pare e pense um pouco em tudo que já fez, pois é possível que o tudo que acha que foi feito, verdadeiramente não tenha sido nada.                                


"
106,"
Novas chances no trabalho


                                    Acredite mais nas suas capacidades e olhe para seu trabalho como uma chance para novas conquistas!                                


"
107,"
Nesta tarde poderemos encontrar a felicidade


                                    Temos uma tarde pela frente e é nela que precisamos de nos aventurar. Há mais risco em ficarmos parados, do que propriamente em arriscar. Saia de casa enquanto o sol brilha e não espere que a alegria caminhe na sua direção. Nós somos os responsáveis pela nossa felicidade e o melhor que temos a fazer é não desistirmos de a procurar. Boa tarde!                                


"
108,"
Viva de verdade


                                    A vida é curta. A vida está sempre por um fio. Para morrer basta estar vivo, qualquer dia pode ser o nosso último dia de vida. Acordar depois de uma noite de sono é sempre uma dádiva, o milagre da vida se renova todos os dias em nós. Ter essa percepção sempre tão acesa dentro de nós pode ser danoso, mas também não podemos nos esquecer de quão frágil é a vida. 

Quanto mais os anos passam, quanto mais tempo vivido temos, e menos tempo por viver nos esperam, mais os dias e os momentos devem se tornar valiosos para nós. É preciso saber que não há tempo a perder com vaidades, com obsessões, com tentações pela perfeição. 

O tempo de vida é aquilo que de mais precioso temos. Viva com sinceridade e honestidade todos os instantes da sua vida, fique perto de quem ama, dedique o seu tempo a quem você admira e gosta, e não a quem precisa impressionar. Seja corajoso para fazer aquilo que deseja, seja sedento pela vida. 

Viva com todo o seu coração de modo a sentir-se sempre pleno, viva sentindo-se sempre pronto para partir, mesmo que ache cedo demais. Carregue sempre no seu coração a certeza de viver de verdade.                                


"
109,A luz da positividade
110,"
Os maus momentos também são passageiros


                                    Você está atravessando um momento difícil na sua vida, e o desespero, a dúvida e o desanimo estão sempre batendo na sua porta. É compreensível, mas deve lutar com todas as suas forças contra esses sentimentos.

Tudo na vida é passageiro, mesmo o que é mau, por isso você não deve perder a fé. Dias melhores vão nascer para você, mas para isso deve manter o otimismo, e tentar aprender e crescer com as dificuldades.

Confie nas suas capacidades, pois tenho certeza que você é capaz de superar qualquer dificuldade. Força e jamais perca a esperança!                                


"
111,"
Hoje é outro dia


                                    Cada novo dia, é uma nova chance de recomeçar. Não inicie um novo dia juntando as peças quebradas de ontem. Ao acordar de manhã, deseje um bom dia, mentalize coisas boas, tente sentir-se animado, busque vitalidade, olhe para frente e viva um dia de cada vez. De nada adiante ficar ansioso pensando no futuro distante e se atrapalhar com as coisas que precisam ser feitas hoje.

Cuide-se, beba água logo que acordar e tome um bom café da manhã, escute a música que você gosta enquanto toma banho, pense com determinação em todas as tarefas que você tem a cumprir no dia, enfrente-as com ânimo e disposição, mantenha-se entusiasmado. Não deixe que as preocupações, angústia ou ansiedade tomem a sua consciência. 

Pense nos problemas, sim, mas pense em como resolvê-los, pois de nada adianta apenas ficar remoendo as preocupações e aquilo que lhe traz infelicidade. A vida é muito curta e cada dia que perdemos paralisados diante do medo é outro que perdemos no futuro, tentando recuperar o tempo.

Hoje é outro dia, se as coisas não deram certo ontem, podem dar certo hoje. Depende muito de você. Pense positivo, aja de modo construtivo, busque soluções e não se apegue aos problemas e tristezas. Siga em frente e faça hoje o que é preciso ser feito. Você pode muito!                                


"
112,"
Amar o país sobre todas as coisas


                                    Ame o seu país. Ame seu povo, suas tradições, artes, cultura e língua. Ame a terra que te deu vida,que te fez ser quem você é. Não rejeite suas raízes, valorize-as. Não pense que outras nações são melhores. Não subestime o seu país. Reconheça o que deve melhorar para dar mais dignidade ao seu povo, mas reconheça o que o seu país tem de bom. Reconheça suas singularidades e orgulhe-se do seu país. Não deixe tudo nas mãos de seus governantes. Faça sua parte! Converse na sua comunidade, veja o que pode ser feito para melhorar o dia a dia das pessoas. Lembre-se: O povo unido jamais será vencido!                                


"
113,"
Não Desista de Continuar


                                    Mantenha-se firme no seu caminho mesmo que as dificuldades surjam sem aviso. Não tema os obstáculos e permaneça otimista perante qualquer problema.

A vida deve ser encarada com esperança e muita positividade. Na verdade, viver é uma arte que merece ser trabalhada desde logo. Não desista! Continue!                                


"
114,Mundo das Mensagens
115,"
Bom dia com espírito positivo

 


                                    Cada dia que amanhece é mais um presente que nos é oferecido. Pois viver é uma dádiva e por isso é tão importante aproveitar esse dia ao máximo. E se todos os dias são especiais, o mais importante é aquele que estamos vivendo.

Aproveite todas as oportunidades que a vida lhe der hoje. E prepare seu coração para a felicidade em todos os momentos, mantendo o espírito positivo. Bom dia!                                


"
116,"
Alegria de Viver


                                    É preciso superar os pensamentos negativos que invadem nossa mente e molestam tanto o coração.

Às vezes carregamos mais lixo do que alimento para nossa alma. Muito mais que tristeza e melancolia, nossa alma precisa de paz, amor e harmonia.

Muito mais que pessimismo, nossa alma precisa de muito otimismo e muita alegria de viver.

Tenha um bom dia!                                


"
117,"
Uma Nova Chance Para Ser Feliz


                                    Uma nova semana está começando, meu amor! Uma semana repleta de novidade, de surpresa sem fim. Um novo desafio está aguardando sua chegada nesta segunda-feira, neste início de tudo, nesta nova chance de ser feliz! 

Desejo que se sinta realizada nesse seu novo trabalho, e que o otimismo e a positividade estejam aí em seu coração, em seu rosto. Te amo, meu bem! Boa sorte.                                


"
118,"
Tenha um Boa Prova


                                    Tenha um ótima prova e lembre-se que você tem uma grande capacidade de superação, por isso tudo vai dar certo. Em breve estará celebrando o resultado. Mantenha o foco e prepare-se para o grande momento. 

Desejo que você tenha toda sorte do mundo! Preserve a calma; relaxe e conte até dez. A isso junte um pouco de confiança e com otimismo o sucesso vai surgir. Boa prova para você!                                


"
119,Comece acreditando
120,"
Boa Sorte para Essa Prova


                                    Desejo que você tenha uma boa prova! Tenho certeza que se preparou devidamente e que tudo vai dar certo. Relaxe, vá com calma e mantenha o otimismo, porque de outro jeito as coisas ficam mais difíceis. 

Não se preocupe com as dificuldades que vai enfrentar, porque com foco nos seus ideais e capacidade de superação você vai ter um ótimo resultado. Boa sorte! Tudo vai correr bem.                                


"
121,"
A gratidão dará felicidade à sua vida


                                    Seja grato pelas pequenas coisas que recebe na vida. Você será plenamente feliz se olhar para o que está à sua volta com apreço. O mundo está carregado de pessoas que não sabem dar valor a nada e precisamos combater isso espalhando altruísmo e reciprocidade.

Não é preciso pensar muito. Um sorriso de alguém, um cumprimento da outra parte, ou um gesto de generosidade já é o suficiente para você expressar gratidão. Agradeça pelo sol, pelo dia, agradeça pelo amor, e a felicidade andará sempre ao seu lado. 


"
122,"
Um dia cheio de sorrisos


                                    Bom dia, família! Espero que estejam todos bem e dispostos para o dia de hoje. A melhor forma de começar o dia é com uma boa dose de otimismo e muita disposição!

Desejo a vocês ótimo dia e lembrem-se que um dia sem sorrisos é um dia perdido, por isso sorriam muito! Encarem o mundo com felicidade para ter um dia repleto de alegrias!                                


"
123,"
Que os Obstáculos Sejam Sempre Superados!


                                    A vida é um percurso longo com diversos caminhos, só que infelizmente, nunca temos a certeza dos seus respectivos destinos. As primeiras descobertas são sempre mais difíceis, mas com o tempo, começamos a perceber melhores formas de atravessar os mais complicados labirintos. 

O problema é que alguns destes caminhos estão cobertos de obstáculos, que muitas vezes aparecem quando não estamos preparados. Mas nunca devemos perder o otimismo, muito menos nossa força de vontade, que são importantíssimos para ter qualquer adversidade superada.

Em todos os caminhos encontraremos alguma dificuldade, mas você é quem decide se ela será maior que a sua vontade de superá-la. É por isso que não precisamos ter medo de nenhum obstáculo, porque com coragem todos eles serão sempre superados!                                


"
124,"
Receba todo o meu carinho


                                    Nós somos para as pessoas o reflexo daquilo que elas despertam em nós. Você tem o dom de despertar em mim o que há de melhor em minha essência. O seu otimismo, a sua coragem, generosidade, me fazem querer ser uma pessoa melhor, me fazem querer ser a melhor versão de mim para o mundo.

Você desperta em mim carinho e amor. Se no mundo houvesse mais pessoas como você, certamente a vida seria mais simples, alegre e colorida. Você é sem dúvidas uma pessoa iluminada. Obrigada por fazer parte da minha vida, por ser minha amiga. Receba todo o meu carinho, as melhores vibrações e energias positivas. 

O que eu lhe desejo de bom é o reflexo daquilo que a sua amizade desperta em mim. Você é uma amiga querida e um ser humano muito especial. Continue sendo sempre esta pessoa iluminada. Te adoro, amiga.                                


"
125,"
A Essência da Força


                                    Forte não é aquele que nunca vai cair, é aquele que sempre vai conseguir se levantar.

Até os mais fortes fracassam, e os mais jovens ficam cansados. Mas o importante é nunca desistir. Essa é a essência de todas as pessoas verdadeiramente fortes.

Ao longo da vida, muitas pessoas vão tentar te desencorajar e esgotar a tua força. Não perca tempo com elas, e procure a companhia daquelas que te dão valor por aquilo que você é e não pelas coisas que você tem. Essas pessoas serão a tua força.                                


"
126,"
A Porta Para a Felicidade


                                    A tristeza é uma dependência com saída. O que está acontecendo com sua vida é isso: você está triste, mas nada é definitivo; só precisa encontrar a porta para felicidade. 

Você sabe que nossa amizade representa muito para mim, e que torço por seu sucesso e realização a todos os níveis. Mas tenho de ser verdadeira: você não está se ajudando! Olhe no espelho e sinta alegria, arranje forma de se amar e depois tudo vai acontecer, tudo de bom vai aparecer!                                


"
127,"
Para minha sogra doente


                                    Querida sogra, lamento muito que esteja passando por este momento menos bom em sua vida, mas não tenho qualquer dúvida de que recuperará rápido e totalmente dessa doença que hoje atormenta sua paz.

Você é uma sogra carinhosa e amiga, e uma pessoa maravilhosa, e merece ser feliz hoje e sempre. De mim e de toda família receberá todo apoio e amor que precisa para superar este momento, mas é importante que você mantenha o otimismo e a esperança. Força, minha sogra, em todo instante lutaremos todos juntos com e por você!                                


"
128,"
O Cume do Seu Sonho


                                    Você vai atingir tudo que deseja na vida! Conheço seu jeito de viver, sua forma de encarar seus sonhos e objetivos, e principalmente conheço sua força e empenho. Você é um guerreiro, meu amor! 

Eu sei o quanto você luta por atingir o sucesso e a realização profissional, sou testemunha da sua grande vontade. E só posso dizer torço para tudo se realize, meu bem! Vou estar sempre do seu lado, na luta e na vitória!                                


"
129,"
A Alegria da Sua Recuperação, Minha Filha

 


                                    Eu adoro você, minha filha! E dói ver você assim. Mas sinto também uma alegria por saber que você está recuperando. Tudo vai ficar bem! Você é forte. Tenho certeza que em breve tudo vai regressar à normalidade. 

Mas você precisa ajudar! Faça isso com fé e esperança no coração. E não esqueça que vou estar sempre do seu lado. Força, minha filha! Eu te amo.                                


"
130,"
É Hora de Mostrar Sua Força


                                    Você é a pessoa mais forte que conheço. Basta de ficar se lamentando, chega de desistir! Revele sua determinação e pode ter certeza que você vai sair dessa, vai melhorar e tudo vai ficar bem! 

Na verdade, acho que você só precisa abraçar a esperança de outros tempos, encontrar a fé que viveu aí. Quando tudo isso estiver ligado, eu prometo que nada vai derrotar você, meu marido! Força, meu guerreiro! Estou sempre do seu lado!                                


"
131,"
Nesta terça-feira use seu melhor sorriso


                                    Bom dia de terça-feira para você! Que hoje você use seu melhor e mais alegre sorriso o dia todo, e que no seu coração vibre uma energia positiva capaz de superar qualquer coisa.

Quando acreditamos realmente tudo se torna possível, então jamais duvide das suas capacidades e principalmente, jamais desista de uma luta. As dificuldades apenas existem para nos lembrarem de que a meta vale a pena. 

E seja em que dia for, seja feliz e corra atrás dos seus sonhos!                                


"
132,"
A Ilusão de Romeu e Julieta


                                    Você tem de se ajudar! Basta de tanto sofrimento, de tanta desilusão amorosa. Chega de ser a triste pessoa que nunca vai conseguir ser feliz! Isso é falso. É mentira! 

O amor só é importante quando se ama alguém que nos ama também. Não viva na ilusão do amor de Romeu e Julieta! Olhe no espelho e encontre a pessoa maravilhosa que você é, e seja feliz finalmente. Eu adoro você, amiga!                                


"
133,"
Você vai superar as dificuldades, meu amor


                                    Sei que os últimos tempos não têm sido nada fáceis para você, meu querido. A vida é por vezes inconstante e as dificuldades estão deixando você atribulado. Há alturas que não encontramos saída para nossos problemas e tudo parece sair ao contrário. Mas você sempre me deu o exemplo de como triunfar na vida. Em meus momentos difíceis, você sempre me deu os melhores conselhos e posso prometer que também estarei do seu lado, para superar sua situação.

Depois de uma terrível tempestade, o sol sempre acaba por brilhar. Por isso, não esmoreça agora, meu amor, não abaixe seus braços. Você é forte, alguém determinado. Se mantiver seus olhos fixos em suas metas e aguentar estas adversidades, seus sonhos poderão continuar vivos e você será bem sucedido. Eu acredito que você vai conseguir vencer todos os momentos ruins que têm surgido. Tenha fé em você também e nunca desista, aconteça o que acontecer. 


"
134,"
Seja forte para o trabalho


                                    Nem sempre é fácil acordar para mais um dia de trabalho. Na verdade, só os fortes o fazem com um sorriso no rosto. Seja forte!                                


"
135,"
Só Depende de Nós...


                                    Só depende de nós de que forma vamos encarar um novo dia, uma nova dificuldade, uma mudança, ou de uma forma geral a própria vida. 

Em cada um de nós vive o poder da escolha, o poder de lutar ou desistir, de seguir em frente ou recuar. Por vezes parece difícil, impossível, mas quando existe verdadeira vontade de lutar, tudo se torna superável. 

Então não desista nunca, por mais impossível que pareça, tudo é possível! O poder está em você, o poder de querer, o poder para fazer, o poder para mudar!                                


"
136,"
Com otimismo e fé o dia de amanhã será melhor


                                    Nem sempre a vida nos mostra sua melhor cara, e em algum momento todos atravessamos dificuldades. Nesses instantes duvidamos de quase tudo, até mesmo de nós próprios. Mas a verdade é que é nesses momentos que devemos mostrar nossa fé, em nós mesmos e em Deus.

Será a fé e a esperança que nos manterão no caminho certo. Acreditar em nós nos dará força para continuar, e confiar em Deus nos dará a certeza que tudo ficará bem. Ele sabe recompensar quem é bom e luta honestamente, então não tema ou se desespere perante as tribulações. 

Estes momentos existem para testar nossa resistência e nossa fé, e para que aprendamos e cresçamos. Tenha fé, otimismo e esperança, pois o dia de amanhã será melhor se você acreditar!                                


"
137,"
Tenha uma quarta-feira inesquecível


                                    Parta para mais este dia com o pensamento de que algo maravilhoso está para chegar à sua vida. E nunca duvide disso por mais que as circunstâncias não sejam as melhores.

Acredite que as coisas boas acontecem quando mantemos o otimismo e não deixamos morrer a esperança no nosso coração. Tenha fé e faça desta quarta-feira o melhor dia da sua vida!                                


"
138,"
Seja Feliz com Pequenas Alegrias


                                    O advérbio “melhor” nos acompanha quase que diariamente nos nossos pensamentos. Sempre procuramos o melhor para as nossas vidas, seja um emprego, uma casa ou um caminho para o trabalho. Essa busca eterna por algo mais, pode nos impedir de enxergar quantas alegrias vivemos nesse meio tempo.

É obvio que não devemos passar a vida inteira se contentando com pouco, mas certamente nos deparamos todos os dias com pequenos gestos que nos causam muita alegria. Se acharmos que o “mais” e o “melhor” são determinantes para a nossa felicidade, perderemos inúmeras maravilhas que passam o tempo todo do nosso lado.

Seja o modo engraçado do seu filho acordar pela manhã, ou como sua mulher ri do seu jeito desastrado, tudo isso também deve ser incluído como felicidade. As peculiaridades diárias são as pequenas alegrias que não podemos dispensá-las, mesmo que busque algo “melhor”, não deixe de valorizar os pequenos risos que também fazem parte da sua felicidade.                                


"
139,"
Eu Te Amo Hoje e Amanhã


                                    Por vezes, acho que você não enxerga suas verdadeiras qualidades, meu amor! Não entendo, mas sinto isso. É que você é tão especial, tão generosa. Confesso que sou um verdadeiro sortudo por ter você na minha vida, sabe? 

Sinto que o mundo está nos meus pés, que a vida é linda e que nada é mais importante que vivê-la do seu lado. Agradeço por tudo, minha querida! Eu te amo – hoje, amanhã e sempre.                                


"
140,"
Às vezes ser feliz é mesmo simples assim


                                    Infelizmente a vida nem sempre acontece do jeito que desejamos. Mas a verdade é que maioria das vezes o problema está dentro de nós, e não nas pessoas ou situações que nos rodeiam. 

Por isso, faça um esforço por enxergar tudo e todos de forma positiva. Qualquer que seja a situação que está vivendo, tente olhar todos os pormenores com positividade, com otimismo. 

Pode custar no início, mas deve fazer um esforço, limpar a alma e o pensamento de toda negatividade, e verá como a felicidade simplesmente passará a fazer parte da sua vida. Acredite, às vezes ser feliz é mesmo simples assim!                                


"
141,"
Encare a vida com otimismo


                                    De que vale encarar a vida com angústia e negatividade? Sabemos que o amanhã é incerto, e às vezes o rumo que levamos não é o que desejamos. Mas há portas que se podem abrir quando escolhemos ser otimistas.

Tenha fé e olhe o horizonte com esperança. Tudo que está mal ainda vai mudar e devolver ao seu coração a plena felicidade.                                


"
142,"
Valorize


                                    O dono de um pequeno comércio, amigo do grande poeta Olavo Bilac, abordou-o na rua:

""Sr. Bilac, estou precisando vender o meu sítio, que o Senhor tão bem conhece. Poderá redigir o anúncio para o jornal?"" Olavo Bilac apanhou o papel e escreveu:

'Vende-se encantadora propriedade, onde cantam os pássaros ao amanhecer no extenso arvoredo, cortada por cristalinas e marejantes águas de um ribeiro. A casa banhada pelo sol nascente oferece a sombra tranquila das tardes, na varanda'.

Meses depois, topa o poeta com o homem e lhe pergunta se havia vendido o sítio:

""Nem pense nisso,"" disse o homem. ""Quando li o anúncio é que percebi a maravilha que tinha!""

Às vezes não percebemos as coisas boas que temos conosco, e vamos longe atrás da miragem de falsos tesouros. Valorize o que tem, as pessoas, os momentos!                                


"
143,"
Combata essa tristeza


                                    Às vezes é inevitável o desânimo, e há outras vezes em que a tristeza insiste em manter o seu domínio, tal como agora acontece com você. 

Mas não desista, faça uso de todas as suas forças e combata-a! Não permita que essa tristeza se acomode no seu coração.

Tenha esperança em um amanhã que lhe trará grandes alegrias, e acredite na sua força para vencer essa tristeza, pois eu sei que você é capaz de superar qualquer contratempo!                                


"
144,"
Tenha um domingo abençoado


                                    Hoje é o dia ideal para acordarmos de bem com a vida. Este domingo tem tudo para ser maravilhoso se você encarar cada momento com otimismo e positividade.

Desfrute da alegria de estar junto das pessoas que mais ama, e tire um tempo para fazer aquilo que lhe traz mais felicidade. Tenha um domingo abençoado!                                


"
145,"
Recebo com felicidade esta segunda-feira iluminada


                                    Abro a janela para um novo dia e Deus me abençoa com uma segunda-feira iluminada. Acordar com um sorriso no rosto é tudo de bom.

Olho para o mundo com otimismo e oro para que seja um bom dia, uma boa semana.

Levo a fé sempre comigo e sei que é isso que torna o meu caminho mais puro e real.

Boa segunda-feira a todos!                                


"
146,"
É possível mudar o mundo

 


                                    Tudo o que vemos ao nosso redor não surgiu por acaso. Antes de cada invenção alguém teve o otimismo necessário para acreditar que era possível dar um passo em frente e criar algo novo. Esse alguém também era um ser humano como nós e ele conseguiu ficar gravado na história.

Se outros foram capazes, quem pode dizer que nós não seremos também? O mundo sempre precisará de mudanças e nós só precisamos de esforço e dedicação. Melhor é o pequeno contributo de um homem com esperança, do que a preguiça de alguém inteligente! 


"
147,"
Tenha Uma Boa Tarde!


                                    Boa tarde com muita alegria e um sincero desejo que no seu coração se acenda a luz da gratidão e do amor! Porque mais um dia é mais uma dádiva única e maravilhosa. Porque viver é uma experiência extraordinária e deve ser aproveitada ao máximo. 

Agradeçamos pela vida, pelo dia, pelo amor, pela amizade, e esteja você onde estiver, que sinta sincera felicidade e eterna gratidão por tudo isso! E mesmo que atravessando a escuridão que seu caminho seja sempre iluminado pela esperança e pelo otimismo. Tenha uma boa tarde, linda e perfeita!                                


"
148,"
Acreditar e ir em frente


                                    Às vezes estamos na iminência de dar um passo importante na nossa vida, mas o medo de fracassar acaba por nos paralisar. O negativismo só nos faz perder grandes oportunidades, por isso seja otimista para que haja mais luz no seu horizonte.

Acredite nas suas capacidades, mesmo perante os maiores desafios. Ir em frente será sempre o melhor plano para vencer.                                


"
